"TID_INTRO_MESSAGE_TITLE","WELCOME TO HADES' STAR"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_WEAPONS","WEAPON"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SHIELDS","SHIELD"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_TRADE","TRANSPORT"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_MINING","MINER"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SUPPORT","COMBAT"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_DRONE","DRONE"
"TID_MODULE_BLUEPRINT_POPUP_MAX_LEVEL","Max Level: {0}"
"TID_MODULE_CANT_UPGRADE_NOT_ENOUGH_BLUEPRINTS","You need to collect more blueprints before you can increase the maximum level for this module"
"TID_MODULE_BLUEPRINTS_TITLE","DISCOVERED: {0}/{1}"
"TID_MODULE_BLUEPRINTS_LOCKED_MODULE_INFO","Research a {0} (Red Star Level {1} or higher) to unlock this Module."
"TID_MODULE_BLUEPRINTS_DLG_TITLE","MODULE BLUEPRINTS"
"TID_MODULE_BLUEPRINTS_INFO","This screen shows all available Modules.\n\nTo discover new Modules or upgrade existing ones, you need to find Blueprints by researching Artifacts retrieved in Red Stars.\n\nNewly discovered Modules must be unlocked from this page before you can install them on your ships.\n\nWhen a Module upgrade is complete, all ships with that Module installed will get the upgrade for free. Ships in White Stars will get the upgrade when they return to their home system."
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","Blueprint progress for next upgrade:"
"TID_MODULE_UPGRADE_IN_PROGRESS","UPGRADE IN PROGRESS"
"TID_MODULE_UPGRADE_FINISH_NOW","FINISH NOW"
"TID_MODULE_FULLY_UPGRADED","This Module is fully upgraded."
"TID_MODULE_CANNOT_BE_UPGRADED","This Module does not support upgrading."
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","You must collect {0} blueprints before you can upgrade this Module"
"TID_MODULE_SPEED_UP_CONFIRM","Do you want to finish the upgrade now?"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","Cannot upgrade any more Modules. Wait until an Upgrade Slot is empty."
"TID_MODULE_LEVEL_0_DESCR","UNLOCK"
"TID_UNLOCK_SECOND_MODULE_SLOT_CONFIRM","Purchase a second Module Upgrade slot? This will allow you to have up to two Modules upgrading at the same time."
"TID_UNLOCK_EXTRA_MODULE_SLOT","UNLOCK EXTRA SLOT"
"TID_MODULE_LEVEL_HINT_TITLE","MODULE LEVELS"
"TID_MODULE_LEVEL_HINT_DESCR","All Modules can be upgraded up to a maximum level of {0}. Some Modules will start at a level higher than 1 when you first unlock them, reducing the total number of times they need to be upgraded until they reach the maximum level."
"TID_BUY_ARTIFACT_DLG_TITLE","ENQUEUE ARTIFACT"
"TID_BUY_ARTIFACT_CONFIRM","Buy this Artifact now?"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","Cannot buy artifact, no storage slot available."
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Buying this artifact requires a level {0} Red Star Scanner."
"TID_RESEARCH_YIELD_TITLE","YIELDS BLUEPRINTS FOR:"
"TID_SHIP_UPGRADE_DLG_TITLE","MODULES"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALL"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","UPGRADE"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Wait until the ship stops moving before starting an upgrade."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","Cannot install the same module twice"
"TID_MODULE_ONLY_FOR_BS","This module can only be installed on a Battleship"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","Module is already installed"
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","FINISH NOW"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","SHIPMENT REWARD BONUS"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","ADDITIONAL SLOTS"
"TID_MODULE_HYDRO_STORAGE_STAT","ADDITIONAL STORAGE"
"TID_MODULE_MINING_SPEED_STAT","MINING SPEED"
"TID_MODULE_MASS_MINING_EXTRA_ASTEROIDS","MAX EXTRA ASTEROIDS"
"TID_MODULE_BONUS_HYDRO","BONUS AMOUNT"
"TID_MODULE_MASS_MINING_REMOTE_RATE","REMOTE COLLECTION SPEED"
"TID_MODULE_COOLDOWN_STAT","COOLDOWN"
"TID_MODULE_AOE_STAT","AREA DAMAGE"
"TID_MODULE_REPAIR_STAT","HEAL AMOUNT"
"TID_MODULE_DAMAGE_AMPLIFY_STAT","DAMAGE AMPLIFICATION"
"TID_MODULE_DAMAGE_REDUCTION_STAT","DAMAGE REDUCTION"
"TID_MODULE_SPEED_SLOWDOWN_STAT","SPEED SLOWDOWN"
"TID_MODULE_RED_STAR_EXTENSION_STAT","EXTRA TIME"
"TID_MODULE_MAX_TARGETS","MAX TARGETS"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","BONUS REWARD"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","TRAVEL SPEED"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","ADDITIONAL HYDROGEN USE"
"TID_MODULE_DESCR_ACTIVATION_COST","ACTIVATION COST"
"TID_MODULE_DESCR_DPS","DAMAGE PER SECOND"
"TID_MODULE_DESCR_DPH","DAMAGE PER HIT"
"TID_MODULE_IMPULSE_DAMAGE","IMPULSE DAMAGE"
"TID_MODULE_IMPULSE_RANGE","IMPULSE RANGE"
"TID_MODULE_IMPULSE_DURATION","IMPULSE DURATION"
"TID_MODULE_DESCR_DPS_PER_HR","DAMAGE PER HOUR"
"TID_MODULE_DESCR_DPADT","ADDITIONAL DAMAGE"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/enemy"
"TID_MODULE_DESCR_MAX_DPS","MAXIMUM DAMAGE PER SECOND"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","TARGET SWITCH DELAY"
"TID_MODULE_DESCR_STAGE_DPS","STAGE {0} DAMAGE"
"TID_MODULE_DESCR_STAGE_TIME","STAGE {0} CHARGE DURATION"
"TID_MODULE_SALVAGE_HULL_DESCR","MAX HEAL AMOUNT"
"TID_MODULE_DESCR_SOLITUDE","DAMAGE INCREASE"
"TID_MODULE_SPEED_INCR_ACTIVATION","SPEED INCREASE"
"TID_MODULE_DAMAGE_REDUCTION_PCT","DAMAGE REDUCTION"
"TID_MODULE_SHIELD_STRENGTH_STAT","SHIELD STRENGTH"
"TID_MOTION_SHIELD_PCT","DAMAGE ABSORBED"
"TID_MODULE_MIRROR_DAMAGE_STAT","DAMAGE MIRRORED"
"TID_MODULE_ATTACK_RANGE_DESCR","ATTACK RANGE"
"TID_MODULE_EFFECT_RANGE_DESCR","EFFECT RANGE"
"TID_MODULE_EFFECT_DURATION_DESCR","EFFECT DURATION"
"TID_MODULE_MAX_EFFECT_DURATION_DESCR","MAX EFFECT DURATION"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PERCENT UPLOADED"
"TID_MODULE_TRADEBURST_THRESHOLD","THRESHOLD"
"TID_MODULE_TRADEBURST_BONUS","BONUS REWARD"
"TID_MODULE_DRONE_DELIVERY_BONUS","DRONE DELIVERY BONUS"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","MAX SHIPMENTS"
"TID_SHIP_MODULE_TITLE","{0} Level {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Transport"
"TID_SHIP_MODULE_SLOT_TYPE_1","Miner"
"TID_SHIP_MODULE_SLOT_TYPE_2","Combat"
"TID_SHIP_MODULE_SLOT_TYPE_3","Weapon"
"TID_SHIP_MODULE_SLOT_TYPE_4","Shield"
"TID_SHIP_MODULE_SLOT_TYPE_5","Drone"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","UNDER CONSTRUCTION"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","UPGRADE"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","REPLACE"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","EMPTY MODULE SLOT"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALL NEW MODULE"
"TID_ADD_MODULE_DLG_TITLE","INSTALL MODULE"
"TID_ADD_MODULE_DLG_PROMPT","Select a module to install in this slot:"
"TID_UNINSTALL_MODULE_LABEL","UNINSTALL"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","ALREADY INSTALLED"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","XP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","LEVEL {0} / {1}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Supported Module Type:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","This ship gains XP by delivering shipments and artifacts.\n\nFill the XP bar to upgrade to the next level and unlock a new module slot."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","This ship gains XP by collecting and delivering Hydrogen.\n\nFill the XP bar to upgrade to the next level and unlock a new module slot."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","This ship gains XP by dealing damage to other ships.\n\nFill the XP bar to upgrade to the next level and unlock a new module slot."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","ADD SLOT"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","This ship is at the maximum upgrade level"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","This module is at the maximum upgrade level"
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Command Failed: Wrong Module Level"
"TID_MODULE_TYPE","TYPE"
"TID_MODULE_TYPE_PASSIVE","Passive"
"TID_MODULE_TYPE_ACTIVATED","Activated"
"TID_MODULE_SHIELD_REGEN_DELAY","REGENERATION DELAY"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","FULL REGENERATION TIME"
"TID_MODULE_MASS_BATTERY","MASS BATTERY"
"TID_MODULE_MASS_BATTERY_DESCR","A versatile weapon that will deal constant damage to multiple enemy targets in range."
"TID_MODULE_DUAL_LASER","DUAL LASER"
"TID_MODULE_DUAL_LASER_DESCR","Fires a laser beam against up to two enemies within range. The damage the two beams apply will ramp up to higher stages in lockstep, while both beams stay locked to an active target. Damage will reset to the base value when there are less than two enemy targets in range."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Research more Artifacts to unlock modules that can be installed on this slot."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","You can unlock modules to install on this slot in the MODULES window."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<style=Link><link=''tech''>Open MODULES Window</link></style>"
"TID_MODULE_LEAP_DISABLE_STAT","DISABLE TIME"
"TID_MODULE_CRUNCH_MAX_AMOUNT","MAX AMOUNT"
"TID_MODULE_TRIGGER_TIME","TRIGGER TIME"
"TID_MODULE_PROJECTILE_DAMAGE","EXPLOSION DAMAGE"
"TID_MODULE_PROJECTILE_DAMAGERANGE","EXPLOSION RANGE"
"TID_MODULE_SECONDARY_DAMAGE","NEUTRALIZED DAMAGE"
"TID_MODULE_SECONDARY_RANGE","NEUTRALIZED DAMAGE RANGE"
"TID_MODULE_ENRICH_INCREASE","HYDROGEN INCREASE"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","MAX ENRICH AMOUNT"
"TID_MODULE_RUSH_SPEED_INCR","SPEED INCREASE"
"TID_MODULE_RUSH_HYDRO_REDUCT","HYDROGEN DISCOUNT"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT_WS","+{0}% / RELIC"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","MAX NEW ASTEROIDS"
"TID_MODULE_GENESIS_MAX_HYDRO","MAX NEW HYDROGEN"
"TID_DESTINY_DISABLE_DURATION","DISABLE DURATION"
"TID_MODULE_ACTIVATION_PREP_TIME","ACTIVATION DELAY"
"TID_MODULE_SECTOR_COOLDOWN","SECTOR COOLDOWN"
"TID_MODULE_USES_TILL_COOLDOWN","USES BEFORE COOLDOWN"
"TID_MODULE_HULL_THRESHOLD_STAT","HULL STRENGTH THRESHOLD"
"TID_DISPATCH_PREP_TIME","PREPARATION TIME PER ITEM"
"TID_DISPATCH_PREP_TIME_FIXED","PREPARATION TIME"
"TID_REQUIRED_HYDROGEN","REQUIRED HYDROGEN"
"TID_MODULE_SWAP_TEXT","SWAP"
"TID_MODULE_RELIC_DRONE_CAPACITY","RELIC CAPACITY"
"TID_MODULE_RELIC_DRONE_SPEED","LOAD TIME PER RELIC"
"TID_MODULE_SUPPORT_ADDITIONAL_DPS","ADDED DAMAGE (SUPPORT)"
"TID_MODULE_SUPPORT_ADDITIONAL_RANGE","ADDED RANGE (SUPPORT)"
"TID_MODULE_MAX_LINK_RANGE","MAX SUPPORT RANGE"
"TID_MODULE_INSTALLED_LABEL","MODULE INSTALLED"
"TID_MODULE_IMPULSE_SPEEDUP","IMPULSE SPEED BOOST"
"TID_MODULE_ARTIFACT_BOOST_BONUS","RESEARCH BONUS ADDED"
"TID_MODULE_ONBOARD_HYDRO_USE","ON BOARD HYDROGEN USED"
"TID_MOD_REP_DRONE_REP_EXPIRE","BASE REPAIR AMOUNT"
"TID_MOD_REP_DRONE_REP_COMBAT","MAX REPAIR AMOUNT"
"TID_MOD_REP_DRONE_RANGE","REPAIR RANGE"
"TID_JUMP_DLG_TITLE","CONFIRM JUMP"
"TID_JUMP_DLG_INFO_SINGLE","Jump selected ship to the linked star system?"
"TID_JUMP_DLG_INFO_ALL","Jump {0} docked ships to the linked star system?"
"TID_JUMP_FLAGSHIP","Jump the Flagship away from this White Star?"
"TID_JUMP_DLG_JUMP_ALL","Jump all docked ships"
"TID_JUMP_DLG_FOLLOW_PROMPT","Follow To Target Star"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","All shipments carried will be lost during the jump. Are you sure you want to go through with the jump?"
"TID_JUMP_ALL_CARGO_LOST_CONFIRM","All cargo on the Transport ship will be lost during the jump. Proceed?"
"TID_JUMP_DLG_JUMP_BATTLESHIPS","Jump Battleships"
"TID_JUMP_DLG_BRING_SHIPS","Bring some Ships to this Station."
"TID_JUMP_DLG_SELECT_SHIPS","Select the Ships to perform the Jump:"
"TID_JUMP_RS_DLG_HYDRO_HINT","The Hydrogen cost to jump a ship to a Red Star depends on the ship type, the Red Star level, and how many of that same ship type have previously jumped to the same Red Star."
"TID_JUMP_RS_DLG_HYDRO_WARNING","You will be paying a higher Hydrogen price to jump this ship, as more of its type have previously jumped to the same Red Star. Pay close attention to your Hydrogen reserves."
"TID_RS_DIALOG_NEW_STAR_TAB","SCAN"
"TID_RS_DIALOG_EXISTING_STAR_TAB","ONGOING"
"TID_RS_DIALOG_FEATURED_STAR_TAB","REPLAYS"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","START SCANNING"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","SCAN NOW"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISIT"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Available"
"TID_RS_DIALOG_SCANNING_FOR_STAR_TITLE","TARGET STAR"
"TID_RS_DIALOG_STAR_LEVEL","LEVEL"
"TID_RS_DIALOG_ARTIFACT_BONUS","ARTIFACT BONUS"
"TID_RS_DIALOG_DARK_STAR_TOGGLE","DARK RED STAR"
"TID_RS_DIALOG_DARK_STAR_TOGGLE_DESCR","Dark Red Stars offer better Artifacts, but are harder and risky for any ships you send in. Make sure you've practiced regular Red Stars before attempting Dark Red Stars."
"TID_RS_DIALOG_PUBLIC_TOGGLE","PUBLIC STAR"
"TID_RS_DIALOG_PUBLIC_TOGGLE_DESCR","Public stars will show on the ONGOING list and can be joined by anyone. They are also eligible to be picked for the Featured Replays list.\n\nIf you choose not to make your Red Star Public, you can still invite any of your Friends to the Star. You can also post it on your Corporation chat page, allowing any Corporation member to join."
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE","POST TO CORPORATION"
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE_DESCR","If selected, the Red Star search will be posted on your Corporation chat page. Any Corporation member will be able to join."
"TID_MISSIONS_DLG_RED_STAR_DETECTED","DETECTED STAR"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA IN {0}"
"TID_MISSIONS_DLG_MISSION_HINT","You can send ships through this Station to retrieve artifacts from the detected Red Star.\n\nBe careful: Any ships that do not make it back before the star goes Supernova will be lost forever."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","SCANNING FOR RED STAR\n(LEVEL {0})"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_DARK_RED_STAR","SCANNING FOR DARK RED STAR\n(LEVEL {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDON"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Are you sure you want to abandon this star? You will lose access to it permanently."
"TID_MISSIONS_DLG_ABANDON_FAIL","You still have ships in this star. You cannot abandon it until you return the ships to your home star."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Maximum Time Remaining: "
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","You cannot receive any more EMPIRE POWER from this Red Star level."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","You cannot receive any more EMPIRE POWER from this Red Star level. Upgrade the Scanner to gain access to higher level Stars that can give you more Influence."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Destroy enough Cerberus ships and retrieve artifacts in this Red Star to receive {0}-{1} EMPIRE POWER."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Each player gets their own Artifacts in Red Stars. You cannot steal other player's Artifacts. Defeating the Cerberus forces together is the best strategy."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","There is no combat between player ships in Red Stars. Your Battleships will only fire against Cerberus forces."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Upgrading your Red Star Scanner allows it to find higher level Red Stars. Higher level stars contain better Artifacts, but are also guarded by stronger Cerberus forces."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Use the Chat window to coordinate strategies with other players. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Though retrieving Artifacts is the primary goal, Red Stars are also rich in Asteroid Fields. Just make sure your Miner ships stay out of harm's way, or protect them with Battleships."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Participating in Red Star missions is a great way to gain EMPIRE POWER, which can help you and your Corporation climb higher on the leaderboards."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","It's a good idea to move some ships to the Red Star Scanner while the search is in progress. That way you'll be ready to jump them immediately when the star is found, without losing valuable time."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Keep an eye on your empire Hydrogen levels, to make sure you have enough to jump all your ships to the Red Star and move the Transport ships back to safety."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Position your undamaged Battleships in the front lines so they take most enemy fire and protect more vulnerable ships behind them."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Some modules work best when other players' ships are nearby."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","You can only have one Artifact loading on a Transport ship at a time."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","The bigger the artifact, the more resources and Blueprints it will provide when researched."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Each Artifact type matches a Module category. You may want to target planets that hold the right types of Artifacts for the Modules you are looking to unlock or upgrade."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Cannot start new Red Star search during planned server maintenance."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","LAST RED STAR RESULTS"
"TID_RS_HYDRO_SPENT_AREA","HYDROGEN SPENT"
"TID_RS_HYDRO_SPENT_AREA_HINT","The total amount of Hydrogen spent on your last Red Star run, compared to your total Hydrogen storage."
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","DISMISS"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","You did not participate in operations for this star."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Based on your activity in this Red Star, you have increased your EMPIRE POWER."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Your activity in this Red Star was not enough to increase your EMPIRE POWER."
"TID_MISSIONS_DLG_VIEW_REPLAY","VIEW REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY","SHARE REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Are you sure you want to share this replay with your Corporation?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Your replay has been shared"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","EMPIRE POWER REWARDS"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Every Red Star can award or take away EMPIRE POWER points. This graph shows the potential range of EMPIRE POWER you will have after the Red Star ends. To gain EMPIRE POWER, destroy enough Cerberus ships and take Artifacts to meet the score Threshold displayed under the star icon."
"TID_RS_DIALOG_ARTIFACT_BONUS_HINT","The base yield Bonus that will be added to Artifacts found in Red Stars you create or join. Additional Bonus can be applied by special Modules during the Red Star.\n\nUse the Bonus yield to collect Module Blueprints faster over time."
"TID_RS_INFLUENCE_REWARD_VICTORY","VICTORY"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DEFEAT"
"TID_RS_INFLUENCE_GAIN_SLOW","You are earning EMPIRE POWER at a reduced rate. Upgrade your Red Star Scanner to progress faster."
"TID_RS_NO_ARTIFACT_BONUS_WARNING","Artifacts you find in Red Stars will have no yield Bonus. Join a level 2 or higher Corporation to start earning bonuses from your Artifact research."
"TID_RS_NO_DRS_BONUS_WARNING","Additional Dark Red Star Artifact Bonus is only available for the first Dark Red Star scan of the day. Dark Red Star bonus will be available again in {0}."
"TID_RS_CROID_2X_EVENT_ACTIVE","RICH ASTEROID FIELD EVENT"
"TID_RS_CROID_2X_EVENT_TITLE","ACTIVE EVENT"
"TID_RS_CROID_2X_EVENT_DESCR","Spawned Rich Asteroid Fields award twice the Credit reward while this event is active!\n\nEvent ends in: {0}"
"TID_RELIC_DRONE_EVENT_ACTIVE","RELIC DRONE EVENT"
"TID_RELIC_DRONE_EVENT_DESCR","While active, all Relics retrieved by Relic Drone contribute twice to your Corporation's total. Event ends in {0}."
"TID_RS_LATE_JOIN_PLAYER_COUNT","{0} Players"
"TID_DARK_RED_STAR_LABEL","DARK RED STAR"
"TID_RS_LATE_JOIN_NO_STARS","No existing Red Stars available to join."
"TID_FEATURED_RS_TITLE","FEATURED REPLAYS"
"TID_FEATURED_RS_RED_STARS","RED STARS"
"TID_FEATURED_RS_DARK_RED_STARS","DARK RED STARS"
"TID_RS_DLG_JUMP_SHIPS_BTN","JUMP SHIPS"
"TID_RS_WITH_LEVEL","RED STAR LEVEL {0}"
"TID_DRS_WITH_LEVEL","DARK RED STAR LEVEL {0}"
"TID_NO_FEATURED_RS_FOUND","No Featured Replays found."
"TID_DRS_WARNING","In Dark Red Stars, all Ships you send in will start at a dangerous position behind enemy lines. You will not be able to jump them back without successfully clearing multiple sectors containing stronger Cerberus ships.\n\nShips destroyed in a Dark Red Star for any reason are gone forever. You will need to build new Ships to replace them."
"TID_DO_NOT_SHOW_WARNING_AGAIN","DO NOT SHOW AGAIN"
"TID_BS_SCANNER_BRING_SHIP","Bring a Battleship to this station to enable scanning for a Blue Star."
"TID_BS_SCANNING","SCANNING FOR BLUE STAR"
"TID_BS_LAST_RESULTS","LAST BLUE STAR RESULTS"
"TID_BS_FINAL_POSITIONS","FINAL STANDINGS"
"TID_BS_NO_WINNER","NO WINNER"
"TID_BS_BOT_SHIP_NAME","Lone Battleship"
"TID_BS_SHIP_JUMP_INFO","Your ship will jump automatically when the Blue Star is discovered."
"TID_BLS_SHIP_INFO_POPUP","In a Blue Star, your Battleship will face off against other player controlled Battleships. Make sure to send your strongest Battleship, to increase the chance for victory and claim your entire daily rewards sooner.\n\nBattleships you send to Blue Stars are not at risk of being destroyed. Your ship will always return home safely, even if you are defeated."
"TID_BS_CREDIT_REWARD_TITLE","CREDIT REWARD"
"TID_BS_CANT_SEARCH_MAINTENANCE","Cannot start a new Blue Star search this close to planned maintenance."
"TID_BS_FRAGMENTS_REWARD_TITLE","BLUE STAR FRAGMENTS"
"TID_BS_FRAGMENTS_REWARD_DESCR","Every Blue Star mission will award Blue Star Fragments according to your final standing. Collect these Fragments to power the Shipment Relay station.\n\nFragments earned in Ranked Matches will also count as Points on the Blue Star Leaderboards. The first 3 matches of the day with a low number of Lone Battleships are Ranked.\n\nClimb the Blue Star leaderboards to receive guaranteed Crystal rewards at the end of every season. For more information, <style=Link><link=''__bsldb''>see the Blue Star Leaderboards</link></style>."
"TID_BS_FRAGMENTS_UNRANKED_BOTS","There were too many Lone Battleships for this Blue Star match to be considered Ranked."
"TID_BS_SEASON_AWARD","A Blue Star Event season is over! You have exceeded {0} Blue Star Points and awarded <sprite name=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_AWARD","A Legacy White Star Event season is over! Your score exceeds {0}, and you are awarded <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","A Blue Star Event season is over! You are at position {0} of the leaderboards and have received <sprite name=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","A White Star Event season is over! You are at position {0} of the leaderboards and have received <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","FINAL STANDING:"
"TID_BS_REWARDS_RECEIVED","REWARDS RECEIVED"
"TID_BS_PARTICIPATING_SHIP","PARTICIPATING SHIP"
"TID_BS_REWARDS_OVERFLOW","Some rewards may be lost because of capacity issues. Ensure you have enough Credits and Hydrogen capacity before starting the search."
"TID_BS_SEARCHING_HINT_1","Blue Stars are constantly collapsing. Stay within the safe area towards the center of the star. Ships caught in the collapsing red area will be instantly destroyed."
"TID_BS_SEARCHING_HINT_2","Do not enter the central sector that contains the Blue Star, unless absolutely necessary. The Blue Star will deal constant damage to all ships inside its sector."
"TID_BS_SEARCHING_HINT_3","The Battleship that survives the longest is the winner of the Blue Star mission. If the last remaining Battleships are destroyed simultaneously, the match ends in a draw and there is no winner."
"TID_BS_SEARCHING_HINT_4","Equipping your Battleship with the right modules can be key to winning Blue Stars. View past replays to analyze other players' strategy, and don't be afraid to experiment with new modules."
"TID_BS_SEARCHING_HINT_5","The goal of the Blue Star is to survive longer than the other Battleships. Avoid engaging in combat with Cerberus ships, or use them against other players."
"TID_BS_RANKED","RANKED"
"TID_BS_WAIT_FOR_RANKED","WAIT FOR RANKED MATCH:"
"TID_MISSIONS_DLG_ELAPSED_SEARCH_TIME","Elapsed Search Time: "
"TID_BS_2X_CREDIT_EVENT_ACTIVE","DOUBLE CREDIT REWARD EVENT"
"TID_BS_2X_CREDIT_EVENT_TITLE","ACTIVE EVENT"
"TID_BS_2X_CREDIT_EVENT_DESCR","You will earn twice the Credit reward from Blue Stars!\n\nEvent ends in {0}"
"TID_BLS_REWARDS_TITLE","BLUE STAR REWARDS"
"TID_BLS_REWARDS_DESCR","Participate in multiple Blue Stars every day, until you fill your guaranteed rewards bars. Your maximum daily rewards will increase the more you progress in the game.\n\nWins in a Blue Star give more rewards, helping you fill the daily bars faster."
"TID_BLS_REWARDS_RESET_TIME_LEFT","Daily Blue Star rewards reset in {0}."
