"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","CRISTAL AZUL NÍVEL 8"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","CRISTAL AZUL NÍVEL 9"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","CRISTAL AZUL NÍVEL 10"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","CRISTAL AZUL NÍVEL 11"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","TETRAEDRO NÍVEL 1"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","TETRAEDRO NÍVEL 2"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","TETRAEDRO NÍVEL 3"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","TETRAEDRO NÍVEL 4"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","TETRAEDRO NÍVEL 5"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","TETRAEDRO NÍVEL 6"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","TETRAEDRO NÍVEL 7"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","TETRAEDRO NÍVEL 8"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","TETRAEDRO NÍVEL 9"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","TETRAEDRO NÍVEL 10"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","TETRAEDRO NÍVEL 11"
"TID_PLANET_DESERT_1","Planeta desértico pequeno"
"TID_PLANET_DESERT_2","Planeta desértico"
"TID_PLANET_DESERT_3","Planeta desértico grande"
"TID_PLANET_DESERT_DESCR","Planetas desérticos produzem carregamentos com recompensas de valor menor e fornecem bastante espaço para armazenar Hidrogênio."
"TID_PLANET_LAVA_1","Planeta ígneo pequeno"
"TID_PLANET_LAVA_2","Planeta ígneo"
"TID_PLANET_LAVA_3","Planeta ígneo grande"
"TID_PLANET_LAVA_DESCR","Planetas ígneos produzem carregamentos com recompensas razoáveis e fornecem uma pequena renda horária de Créditos e Hidrogênio ao seu Império."
"TID_PLANET_WATER_1","Planeta aquático pequeno"
"TID_PLANET_WATER_2","Planeta aquático"
"TID_PLANET_WATER_3","Planeta aquático grande"
"TID_PLANET_WATER_DESCR","Planetas aquáticos produzem carregamentos com recompensas razoáveis e fornecem uma renda horária de Créditos ao seu Império."
"TID_PLANET_TERRAN_1","Planeta terrestre pequeno"
"TID_PLANET_TERRAN_2","Planeta terrestre"
"TID_PLANET_TERRAN_3","Planeta terrestre grande"
"TID_PLANET_TERRAN_DESCR","Planetas terrestres produzem carregamentos com recompensas medianas e fornecem uma pequena renda horária de Hidrogênio ao seu Império."
"TID_PLANET_GAS_1","Planeta gasoso"
"TID_PLANET_GAS_2","Gigante gasosa"
"TID_PLANET_GAS_DESCR","Planetas gasosos produzem carregamentos com recompensas medianas e fornecem uma pequena renda horária de Créditos ao seu Império."
"TID_PLANET_ICE","Planeta gélido"
"TID_PLANET_ICE_DESCR","Planetas gélidos produzem carregamentos com recompensas de alto valor e fornecem uma renda horária de Créditos e Hidrogênio ao seu Império."
"TID_PLANET_DESTROYED","Planeta moribundo"
"TID_PLANET_DESTROYED_DESCR","Este planeta pode ter Artefatos milenares, úteis para a pesquisa de novos módulos."
"TID_YELLOW_STAR","ESTRELA AMARELA"
"TID_YELLOW_STAR_DESCR","Sistemas de Estrelas Amarelas contêm vários planetas habitáveis e são excelentes para receber a infraestrutura de uma base. Cada Império recebe sua própria Estrela Amarela para estabelecer uma base de operações."
"TID_RED_STAR","ESTRELA VERMELHA"
"TID_RED_STAR_INFO","Estrelas Vermelhas são altamente instáveis. Seus sistemas geralmente contêm planetas inabitáveis, mas com Artefatos."
"TID_WHITE_STAR","ESTRELA BRANCA"
"TID_WHITE_STAR_INFO","Como a única fonte de Relíquias da Galáxia Hades, Estrelas Brancas são muito procuradas pelas Corporações."
"TID_BLUE_STAR","ESTRELA AZUL"
"TID_BLUE_STAR_INFO","Este sistema perigoso tem uma vida muito limitada e colapsa de fora para dentro.\n\nA estrela causará dano direto a qualquer nave no setor."
"TID_HOME_STAR","ESTRELA DE ORIGEM"
"TID_OTHER_STARS","OUTRAS ESTRELAS"
"TID_ACHIEVEMENT_SHIPMENTS","ENTREGA DE CARGA"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Entregue um total de {0} carregamentos."
"TID_ACHIEVEMENT_UPGRADEPLANET","MELHORIA DE PLANETA"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Melhore um dos seus planetas para o nível {0}."
"TID_ACHIEVEMENT_FLEETSIZE","TAMANHO DA FROTA"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Aumente o tamanho de sua frota para {0}."
"TID_ACHIEVEMENT_COMMONMINERALS","COLETOR DE HIDROGÊNIO"
"TID_ACHIEVEMENT_COMMONMINERALS_DESCR","Colete {0} Hidrogênio dos campos de asteroides."
"TID_ACHIEVEMENT_NUMBERARTIFACTS","CAÇADOR DE ARTEFATOS"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Pesquise {0} artefatos."
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZADOR"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Colonize {0} planetas."
"TID_ACHIEVEMENT_SECTORUNLOCKED","EXPLORADOR DE ESTRELAS AMARELAS"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Revele {0} setores do seu sistema de origem."
"TID_ACHIEVEMENT_TAX","ASSISTENTE DE ENTREGA"
"TID_ACHIEVEMENT_TAX_DESCR","Gaste um total de {0} CR em recompensas de carregamentos para outros jogadores ao buscar carregamentos nos planetas deles."
"TID_ACHIEVEMENT_RELATIONSHIP","RELAÇÕES ESTÁVEIS"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Mantenha relações diplomáticas ininterruptas com outro jogador por {0} dias."
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","EXTERMINADOR DE GUARDIÕES"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Destrua um total de {0} naves Cerberus."
"TID_ACHIEVEMENT_CRINCOME","MAGNATA DOS CRÉDITOS"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Mantenha uma renda total de {0} Créditos por dia durante 7 dias consecutivos."
"TID_ACHIEVEMENT_HYDROINCOME","MAGNATA DO HIDROGÊNIO"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Mantenha uma renda total de {0} de Hidrogênio por dia durante 7 dias consecutivos."
"TID_ACHIEVEMENT_WS","TRABALHO EM EQUIPE"
"TID_ACHIEVEMENT_WS_DESCR","Participe de {0} missões em Estrelas Brancas."
"TID_ACHIEVEMENT_WS_HYDRO","COLECIONADOR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposite {0} de Hidrogênio em planetas de Estrelas Brancas."
"TID_ACHIEVEMENT_WS_RELICS","CURADOR"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Recupere {0} Relíquias para a sua Corporação."
"TID_ACHIEVEMENT_WS_REWARDS","ABASTADO"
"TID_ACHIEVEMENT_WS_REWARDS_DESCR","Colete {0} Créditos em recompensas de participação em missões de Estrelas Brancas."
"TID_ACHIEVEMENT_BS_WINS","GUERREIRO DAS ESTRELAS AZUIS"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Vença {0} partidas em Estrelas Azuis"
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Melhore o seu estaleiro para construir mais naves (ou desmonte naves existentes)"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Selecione um local mais perto da estrela."
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Selecione um local dentro da sua área de visão no sistema."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Selecione um local mais longe de planetas e estações espaciais."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Selecione um local mais distante da estrela"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","Esta estação só pode ser posicionada em um setor sem planetas."
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","Não é possível posicionar a segunda estação tão perto da primeira."
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","Não é possível mover uma Plataforma ativa. Aguarde o tempo de ativação chegar ao fim."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","Este setor não pode ter mais estações deste tipo."
"TID_HUD_PLACE_LOCATION_INVALID_SUN","Esta estação não pode ser posicionada tão perto da estrela."
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","Esta estação deve ser posicionada perto da estrela"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","Não é possível construir tão perto da fronteira de um setor."
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","Não é possível construir em um setor até eliminar a presença das forças Cerberus."
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","Não é possível mover uma estação para este setor até eliminar a presença das forças Cerberus."
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","Você só pode mover esta estação dentro do mesmo setor."
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","Não é possível colonizar um planeta sem uma de suas naves em órbita."
"TID_HUD_MSG_CORP_JOINED","Agora você faz parte da Corporação {0}."
"TID_HUD_MSG_CORP_LEFT","Você não faz mais parte de uma Corporação."
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","Não é possível entrar para a Corporação: você já faz parte dela."
"TID_HUD_MSG_CORP_JOIN_WAIT","Você deve aguardar antes de tentar entrar nesta Corporação de novo."
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","Não é possível entrar: esta Corporação é fechada."
"TID_HUD_MSG_CORP_CANTJOIN_FULL","Não é possível entrar para a Corporação: não há vagas."
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","Não é possível entrar para a Corporação: tente novamente mais tarde."
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","Não é possível entrar para a Corporação: você não atingiu a influência mínima necessária."
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","A solicitação para entrar na Corporação foi enviada."
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","Selecione um objeto dentro do alcance do módulo."
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","A Supressão só funciona em naves inimigas."
"TID_HUD_MSG_MODULE_INVALID_TARGET","Este alvo não é válido para este módulo."
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","Não é possível teletransportar fora da área de colapso da Estrela Azul"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","Não é possível lançar mais naves deste tipo"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","Este módulo só pode ser ativado quando a nave está em movimento."
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","Este módulo só pode ser ativado quando há asteroides no setor atual."
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","Você precisa esperar a reativação terminar antes de usar este módulo no setor novamente"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","Sua nave precisa estar mais perto da estrela para ativar este módulo."
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","Você não precisa de um Sensor de Curto Alcance neste setor."
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","Você não coletou Hidrogênio suficiente para ativar este módulo."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","Selecione um posto avançado com carregamentos."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","Não há espaço para teletransportar carregamentos para esta nave."
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","Selecione uma Estação Comercial."
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","Um módulo já está ativando"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","Selecione um local onde o drone pode começar a entrega de carregamentos"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","Não é possível ativar o VÍNCULO em uma nave com Teletransporte pendente"
"TID_HUD_MSG_CANT_BOND_TELEPORT_CERB_PRS","Não é possível teletransportar enquanto usa VÍNCULO em uma Estrela Vermelha pública"
"TID_HUD_MSG_BS_WON","Você venceu esta Estrela Azul!"
"TID_HUD_MSG_BS_END","A Estrela Azul chegou ao fim. Você está em #{0} nas classificações finais."
"TID_HUD_MSG_DISPATCH_NO_TARGET","Não foi possível encontrar um alvo válido para Despacho"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","Este módulo só pode ser ativado quando há naves Cerberus inimigas no setor."
"TID_HUD_CREDITS","CRÉDITOS"
"TID_HUD_HYDROGEN","HIDROGÊNIO"
"TID_HUD_CRYSTALS","CRISTAIS"
"TID_HUD_CREDITS_EXPLANATION","Os <creditColor>Créditos</color> são a moeda principal, usados para comprar naves, desbloquear módulos e construir e melhorar sua infraestrutura."
"TID_HUD_HYDROGEN_EXPLANATION","O <hydrogenColor>Hidrogênio</color> é usado para mover as naves pelo sistema estelar, saltar para novos sistemas estelares e ativar alguns módulos."
"TID_HUD_CRYSTAL_EXPLANATION","Os <crystalColor>Cristais</color> podem ser usados para comprar Créditos e Hidrogênio, e para acelerar várias operações."
"TID_HUD_ADD_CRYSTALS","ADICIONAR CRISTAIS"
"TID_HUD_MAX_STORAGE","CAPACIDADE MÁXIMA"
"TID_HUD_INCOME_PER_HR","RENDA POR HORA"
"TID_HUD_NEXT_INSTALLMENT","PRÓXIMO PAGAMENTO"
"TID_HUD_STORAGE_FULL","Reserva cheia. Melhore seus planetas para aumentar a capacidade de armazenamento."
"TID_HUD_PLACE_BUILDING_PROMPT","SELECIONE UMA LOCALIZAÇÃO PARA: {0}"
"TID_HUD_PLACE_SRS_CONFIRM","Deseja mesmo posicionar seu Sensor de Curto Alcance neste setor? Esta localização não é ideal."
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","SELECIONE UMA LOCALIZAÇÃO PARA: {0} II"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","SELECIONE O DESTINO"
"TID_HUD_PLACEMENT_WAYPOINT","SELECIONE A PRÓXIMA PARADA"
"TID_HUD_PICK_TELEPORT_TARGET","SELECIONE O ALVO DO TELETRANSPORTE"
"TID_HUD_PICK_SUPRESS_TARGET","SELECIONE O ALVO DA SUPRESSÃO"
"TID_HUD_PICK_MODULE_TARGET","SELECIONAR ALVO"
"TID_HUD_PICK_ENTRUST_TARGET","SELECIONAR ALVO: ENCARREGAR"
"TID_HUD_PICK_WARP_LANE_TARGET","SELECIONE A PLATAFORMA DE DESTINO"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","Objeto inválido. Selecione outra Plataforma."
"TID_HUD_CONFIRM_WARP_LANE_LINK","Criar uma Via de Dobra Espacial entre essas Plataformas por {0}?"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","Deseja mesmo desvincular esta Via de Dobra Espacial antes dela expirar?"
"TID_HUD_CONFIRM_BUILDING_MOVE","Mover esta estação para a nova localização?"
"TID_HUD_MOVETO_POPUP_DESTINATION","Mover para {0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","{0}UA de distância"
"TID_HUD_MOVETO_CANCEL_MOVE","CANCELAR"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","Mover o cargueiro antes de concluir o carregamento da Relíquia a deixará para trás. Continuar?"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","Seu cargueiro está carregando Artefatos. Se partir agora, os Artefatos em processamento e na fila serão deixados."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","PARTIR AGORA"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","PARTIR QUANDO TODOS ARTEFATOS ESTIVEREM NO CARGUEIRO"
"TID_HUD_MSG_STAR_DESTROYED","O sistema estelar que estava aqui foi destruído. Não sobrou nada..."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","SELECIONE O POSTO AVANÇADO"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","SELECIONE A ESTAÇÃO COMERCIAL"
"TID_HUD_PICK_ROCKET_TARGET","SELECIONE O ALVO DO FOGUETE"
"TID_HUD_PICK_DRONE_TARGET","SELECIONE O DESTINO DO DRONE"
"TID_HUD_PICK_MINING_SECTOR","ESCOLHA O SETOR DE MINERAÇÃO {0} DE {1}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","Você designou uma rota completa para sua nave mineradora. Selecione um setor ativo para redefinir a rota."
"TID_HUD_ROUTE_DONE","ROTA DEFINIDA. TOQUE NUM SETOR DA ROTA PARA REDEFINIR"
"TID_HUD_FINALIZE_MINER_ROUTE","FINALIZAR ROTA"
"TID_STATUS_MINING_SECTOR","Setor de Mineração"
"TID_STATUS_MINING_SINGLE","Mineração"
"TID_STATUS_MINING","Setor de Mineração {0} de {1}"
"TID_STATUS_LOADING_ARTIFACT","Carregando artefato"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","Carregando {0} Artefatos"
"TID_STATUS_DEPARTING","Partindo para {0}"
"TID_STATUS_MOVING","Movendo para {0}"
"TID_OBJ_EMPTY_SPACE","espaço vazio"
"TID_STATUS_DOCKED","Atracada em {0}"
"TID_STATUS_DISABLED","<color>Incapacitada</color>"
"TID_STATUS_REPAIRING","Em conserto"
"TID_STATUS_DESTROYING_PLANET","Destruindo planeta"
"TID_STATUS_ACTIVATING_MODULE","Ativando {0}"
"TID_STATUS_DRONE_EXPIRY","Expira em {0}"
"TID_MULTIPLE_SHIPS_SELECTED","{0} naves selecionadas"
"TID_STATUS_NOT_TRIGGERED","Não acionada"
"TID_STATUS_TRIGGERING","Acionando..."
"TID_OBJ_ACTION_VIEW_MISSION","ESCANEAR"
"TID_OBJ_ACTION_EXPLORE_SECTOR","REVELAR"
"TID_OBJ_ACTION_FINISH_NOW","CONCLUIR AGORA"
"TID_OBJ_ACTION_VIEW_RESEARCH","PESQUISAR"
"TID_OBJ_ACTION_CANCEL_BUILD","CANCELAR CONSTRUÇÃO"
"TID_OBJ_CANCEL_BUILD_CONFIRM","Deseja mesmo cancelar a construção? Você receberá de volta {0}% do custo."
"TID_OBJECT_NAME_WITH_LEVEL","{0} (Nível {1})"
"TID_TRADE_STATION_NAME","ESTAÇÃO COMERCIAL {0}"
"TID_PLANET_COLONIZED_BY","Colonizado por {0}"
"TID_PLANET_NOT_COLONIZED","Não colonizado"
"TID_OBJECT_ACTION_UPGRADE","MELHORAR"
"TID_OBJECT_ACTION_CANCEL_DEPARTURE","CANCELAR MOVIMENTO"
"TID_OBJECT_ACTION_FORCE_DEPARTURE","PARTIR AGORA"
"TID_OBJECT_ACTION_COLONIZE","COLONIZAR"
"TID_OBJECT_ACTION_CLEAR_WAYPOINTS","CANCELAR ÚLTIMA PARADA"
"TID_OBJECT_ACTION_MOVE","MOVER"
"TID_OBJECT_ACTION_ADD_WAYPOINT","ADICIONAR PARADA"
"TID_OBJECT_ACTION_PLAYER_INFO","INFO DO JOGADOR"
"TID_OBJECT_ACTION_VISIT_STAR","IR PARA ESTRELA"
"TID_OBJECT_ACTION_TRADE_JOBS","CARREGAMENTOS"
"TID_OBJECT_ACTION_ARTIFACTS","ARTEFATOS"
"TID_OBJECT_ACTION_PRODUCTION","CONSTRUIR"
"TID_OBJECT_ACTION_ACTIVATE","ATIVAR"
"TID_OBJECT_ACTION_DEACTIVATE","DESATIVAR"
"TID_OBJECT_ACTION_LINK","CONECTAR"
"TID_OBJECT_ACTION_UNLINK","DESVINCULAR"
"TID_OBJECT_ACTION_SHIP_UPGRADE","MÓDULOS"
"TID_OBJECT_ACTION_USE_STARGATE","SALTAR"
"TID_OBJECT_ACTION_SPEEDUP_BUILDING_CONSTRUCTION","CONCLUIR"
"TID_OBJECT_ACTION_VIEW_ALLIANCE_STAR","ESTRELA"
"TID_OBJECT_ACTION_FINISH_PLANET_UPGRADE","CONCLUIR"
"TID_CERBERUS_STATION_SPAWNING_IN","Gerando novos caças em {0}"
"TID_OBJECT_ACTION_VIEW_DIPLOMACY_LINK","VER DIPLOMACIA"
"TID_OBJECT_ACTION_VIEW_RED_STAR_STATUS","STATUS DO SENSOR"
"TID_OBJECT_ACTION_INFO","INFORMAÇÕES"
"TID_OBJECT_INFO_UNDER_CONSTRUCTION","Em construção"
"TID_OBJECT_INFO_UPGRADING_TO_LEVEL","Melhorando para nível {0}"
"TID_OBJECT_INFO_UPGRADING_SHIP_TO_LEVEL","Melhorando {0}"
"TID_RESEARCHING","Pesquisando Artefato..."
"TID_SCOUTING","Escaneando..."
"TID_UNLOCK_SECTOR_CONFIRM","Começar a escanear este setor?"
"TID_CONFIRM_SECTOR_SPEEDUP","Terminar de escanear este setor?"
"TID_WARP_HUB_LINKED","Conectada"
"TID_WARP_HUB_NOT_LINKED","Não conectada"
"TID_CR_ASTEROID_CONTAINS","Contém <quad class=''cr''> <color>{0}</color>."
"TID_ASTEROID_HYDROGEN_REMAINING","<quad class=''fuel''> <color>{0}</color> restante"
"TID_SELECT_REVEAL_SECTOR","SELECIONE UM SETOR ADJACENTE PARA REVELAR"
"TID_SECTOR_NOT_ADJACENT","Este setor não é adjacente ao sensor."
"TID_SECTOR_ALREADY_EXPLORED","Este setor já foi escaneado."
"TID_SCANNER_BUSY","Aguarde o sensor concluir a operação atual."
"TID_READY_TO_USE","Pronto para uso"
"TID_RECHARGING","Recarregando..."
"TID_ACTIVE","Ativo"
"TID_OBJECT_ACTION_PROGRAM_MINER","DEFINIR ROTA DE MINERAÇÃO"
"TID_OBJECT_ACTION_SUMMON_FLAGSHIP","CHAMAR NAVE-CHEFE"
"TID_DIPLOMACY_LINK_DLG_TITLE","ESTAÇÃO DIPLOMÁTICA"
"TID_DIPLOMACY_LINK_DLG_RECOMMENDED_PLAYERS_TAB","RECOMENDAÇÕES"
"TID_DIPLOMACY_LINK_DLG_FRIENDS_TAB","AMIGOS"
"TID_DIPLOMACY_DLG_EMPTY_PROMPT","Selecione um dos jogadores recomendados parar solicitar relações diplomáticas.\n\nTambém é possível enviar uma solicitação para qualquer outro jogador a partir da janela de perfil dele."
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_TEXT","SOLICITAÇÕES RECEBIDAS"
"TID_DIPLOMACTY_DLG_OUTGOING_REQUEST_TEXT","SOLICITAÇÕES ENVIADAS"
"TID_DIPLOMACY_DLG_CANCEL_REQUEST","CANCELAR"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_ACCEPT","ACEITAR"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_REJECT","RECUSAR"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_PLAYER_INFO","INFO DO JOGADOR"
"TID_DIPLOMACY_DLG_LINKED_TO","Sua estação está conectada a:"
"TID_DIPLOMACY_DLG_CONFIRM_END_RELATIONS","Deseja mesmo encerrar relações diplomáticas com este jogador? Todas as naves serão devolvidas a seus sistemas estelares de origem."
"TID_DIPLOMACY_DLG_REQUEST_BUTTON","SOLICITAR"
"TID_MSG_REQUEST_SENT","Solicitação de relações diplomáticas enviada com sucesso."
"TID_MSG_REQUEST_OTHER_PLAYER_SLOTS_FULL","Não foi possível enviar a solicitação. O centro de diplomacia do jogador está cheio."
"TID_MSG_REQUEST_OTHER_PLAYER_INBOX_FULL","Não foi possível enviar a solicitação. A caixa de entrada do jogador está cheia."
"TID_MSG_REQUEST_ALREADY_WAITING_FOR_RESPONSE","Não é possível enviar a solicitação, você já está aguardando uma resposta deste jogador."
"TID_DIPLOMACY_LINK_DLG_NO_RECOMMENDED_PLAYERS","Nenhum jogador disponível"
"TID_OFFLINE_REPORT_DLG_TITLE","RELATÓRIO DE PROGRESSO"
"TID_OFFLINE_REPORT_DLG_LAST_LOGIN","Ultimo login: {0} atrás"
"TID_OFFLINE_SECTION_TITLE_RESOURCES_COLLECTED","RECURSOS"
"TID_OFFLINE_REPORT_DLG_CR_FROM_SHIPMENTS","+{0} Créditos de carregamentos entregues"
"TID_OFFLINE_REPORT_DLG_FUEL_FROM_SHIPMENTS","+{0} de Hidrogênio da mineração"
"TID_OFFLINE_REPORT_DLG_CR_FROM_TAX","+{0} Créditos de carregamentos entregues por aliados diplomáticos"
"TID_OFFLINE_SECTION_TITLE_SUPERNOVA","A ESTRELA ENTROU EM SUPERNOVA"
"TID_OFFLINE_SECTION_SUPERNOVA_VIEW","VER"
"TID_OFFLINE_REPORT_DLG_DISMISS_BUTTON","FECHAR"
"TID_OFFLINE_REPORT_DLG_PLANET_UPGRADED","{0} agora é um planeta nível {1}"
"TID_OFFLINE_REPORT_SHIP_LOST","NAVE PERDIDA"
"TID_MISSING_RES_DLG_NOT_ENOUGH_CR_TITLE","CRÉDITOS INSUFICIENTES"
"TID_MISSING_RES_DLG_BUY_MISSING_CR","Comprar o que falta?   <quad class=''cr''> <color>{0}</color>"
"TID_MISSING_RES_DLG_NOT_ENOUGH_FUEL_TITLE","HIDROGÊNIO INSUFICIENTE"
"TID_MISSING_RES_DLG_BUY_MISSING_FUEL","Comprar o que falta?   <quad class=''fuel''> <color>{0}</color>"
"TID_NOT_ENOUGH_CRYSTALS_DLG_TITLE","CRISTAIS INSUFICIENTES"
"TID_NOT_ENOUGH_CRYSTALS_BUY_MORE_PROMPT","Compre mais Cristais na loja."
"TID_NOT_ENOUGH_CRYSTALS_ENTER_STORE_BUTTON","ENTRAR NA LOJA"
"TID_PURCHASES_DISABLED","Compras desativadas no modo Alpha"
"TID_PURCHASING_FAILED_DISABLED","As compras foram desativadas nas configurações do seu dispositivo."
"TID_PURCHASING_FAILED_NO_PRODUCTS_FOUND","Compra indisponível: nenhum produto encontrado."
"TID_PURCHASING_FAILED_UNKNOWN_GAME","Compra indisponível: Aplicativo desconhecido"
"TID_PURCHASING_NOT_INITIALIZED","Ainda não é possível realizar compras, tente novamente mais tarde."
"TID_PURCHASE_IN_PROGRESS","Uma compra já está sendo processada, aguarde."
"TID_PURCHASE_FAIL_EXISTING_PENDING","Falha na compra: Compra anterior pendente"
"TID_PURCHASE_FAIL_PAYMENTDECLINED","Falha na compra: pagamento rejeitado"
"TID_PURCHASE_FAIL_PRODUCTUNAVAILABLE","Falha na compra: produto indisponível"
"TID_PURCHASE_FAIL_PURCHASINGUNAVAILABLE","Falha na compra: compra indisponível"
"TID_PURCHASE_FAIL_SIGNATUREINVALID","Falha na compra: assinatura inválida"
"TID_PURCHASE_FAIL_USERCANCELLED","Falha na compra: cancelada pelo usuário"
"TID_PURCHASE_FAIL_UNKNOWN","Falha na compra: motivo desconhecido"
"TID_PURCHASE_STEAM_NO_OVERLAY","Ative o painel do Steam para efetuar compras."
"TID_PURCHASE_OFFER_EXPIRED","Esta oferta expirou"
"TID_SETTINGS_DLG_TITLE","AJUSTES"
"TID_SETTINGS_DLG_ACCOUNT","CONTA"
"TID_SETTINGS_DLG_NOT_SIGNED_IN","Não conectado"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_APPLE","Faça login no GameCenter para salvar seu progresso e acessar o jogo de outro iPhone ou iPad."
"TID_SETTINGS_DLG_NOT_SIGNED_IN_GOOGLE","Faça login no Google Play Games para salvar seu progresso e acessar o jogo de outro dispositivo Android."
"TID_SETTINGS_DLG_SIGN_IN","Entrar"
"TID_SETTINGS_DLG_SIGN_OUT","Sair"
"TID_SETTINGS_DLG_CONTACT_SUPPORT","Ajuda e Suporte"
"TID_SETTINGS_DLG_LINK_DEVICE","Vincular outro dispositivo"
