"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","您必须有船舰泊靠在星球时才可进行殖民"
"TID_HUD_MSG_CORP_JOINED","您已加入了“{0}”星际集团"
"TID_HUD_MSG_CORP_LEFT","您已退出一个星际集团"
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","无法加入星际集团：您已是该集团成员"
"TID_HUD_MSG_CORP_JOIN_WAIT","您必须等待一段时间才能再次加入该星际集团。"
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","无法加入：星际集团已经封闭"
"TID_HUD_MSG_CORP_CANTJOIN_FULL","无法加入星际集团：成员已满"
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","无法加入星际集团：请稍候再试"
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","无法加入星际集团：您未能达到最低影响力要求"
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","已发送加入星际集团请求"
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","选择模组范围内的一个物体"
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","火力压制只对敌舰起效"
"TID_HUD_MSG_MODULE_INVALID_TARGET","这个目标对当前模组无效"
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","无法传送到蓝星坍缩区域之外"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","无法发射更多此类船舰"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","该模组只能在船舰移动时激活"
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","该模组只能在当前星区有小行星时激活"
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","您必须等待冷却完成才能在该星区再次使用此模组"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","您的船舰需要更靠近这颗恒星才能激活该模组"
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","您在该星区中不需要短距扫描仪"
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","您的氢气储量不足以激活该模组"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","您必须选择一个存有货物的哨站"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","您的存储空间不足，无法将货物传送至该舰"
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","您必须选择一个太空贸易站"
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","已经在激活一个模组"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","选择一个位置让无人舰开始运送货物"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","正在等待瞬间传送的船舰无法激活捆绑模组"
"TID_HUD_MSG_CANT_BOND_TELEPORT_CERB_PRS","在公共红巨星中使用捆绑时无法传送"
"TID_HUD_MSG_BS_WON","您赢得了这次蓝星任务！"
"TID_HUD_MSG_BS_END","蓝星任务已结束。您最终排名第{0}位。"
"TID_HUD_MSG_DISPATCH_NO_TARGET","找不到有效的调度目标"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","只有在星区中存在敌对冥犬船舰时，该模组才能被激活。"
"TID_HUD_CREDITS","星币"
"TID_HUD_HYDROGEN","氢气"
"TID_HUD_CRYSTALS","水晶"
"TID_HUD_CREDITS_EXPLANATION","<creditColor>星币</color>是一种主要货币，可用来购买船舰、解锁模组、建造并升级基础设施。"
"TID_HUD_HYDROGEN_EXPLANATION","<hydrogenColor>氢气</color>可用来在恒星系统中移动船舰、让船舰跳跃至新的恒星系统或激活特定的模组。"
"TID_HUD_CRYSTAL_EXPLANATION","<crystalColor>水晶</color>可用来购买星币和氢气，并可加速完成各类操作。"
"TID_HUD_ADD_CRYSTALS","添加水晶"
"TID_HUD_MAX_STORAGE","最大储存空间"
"TID_HUD_INCOME_PER_HR","每小时收入"
"TID_HUD_NEXT_INSTALLMENT","下一批"
"TID_HUD_STORAGE_FULL","储存空间已满。升级您的星球以增加储存空间。"
"TID_HUD_PLACE_BUILDING_PROMPT","为{0}选择安置地点"
"TID_HUD_PLACE_SRS_CONFIRM","您确定要将短距扫描仪安置在该星区中吗？这可能不是最佳位置。"
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","为第二个{0}选择安置地点"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","选择目的地"
"TID_HUD_PLACEMENT_WAYPOINT","选择下一个路径点"
"TID_HUD_PICK_TELEPORT_TARGET","选择瞬间传送目标"
"TID_HUD_PICK_SUPRESS_TARGET","选择火力压制目标"
"TID_HUD_PICK_MODULE_TARGET","选择目标"
"TID_HUD_PICK_ENTRUST_TARGET","选择委任目标"
"TID_HUD_PICK_WARP_LANE_TARGET","选择目标枢纽以链接"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","无效物体，请选择另一个太空曲道枢纽"
"TID_HUD_CONFIRM_WARP_LANE_LINK","是否在这两个枢纽之间建立一个持续 {0}的太空曲道？"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","您确定要在该太空曲道过期前解除其链接吗？"
"TID_HUD_CONFIRM_BUILDING_MOVE","将该太空站移至新地点？"
"TID_HUD_MOVETO_POPUP_DESTINATION","移动至{0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","距离{0}天文单位"
"TID_HUD_MOVETO_CANCEL_MOVE","取消"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","在装载完成前就移动运输舰会丢下圣物。要继续吗？"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","您的运输舰正在装载神器。如果现在启航，装载中和队列中的神器都将被抛下。"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","立刻启航"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","装载完所有神器后启航"
"TID_HUD_MSG_STAR_DESTROYED","曾在此处的恒星系统已被摧毁，什么都没有留下……"
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","选择目标哨站"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","选择目标太空贸易站"
"TID_HUD_PICK_ROCKET_TARGET","选择火箭目标"
"TID_HUD_PICK_DRONE_TARGET","选择无人舰目的地"
"TID_HUD_PICK_MINING_SECTOR","选择采矿星区{1}之{0}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","您已为自己的采矿舰指定了一条完整的路线。选择一处已激活星区，进行路线重置。"
"TID_HUD_ROUTE_DONE","路线已设定，点击一处路线所在的星区以重置"
"TID_HUD_FINALIZE_MINER_ROUTE","敲定路线"
"TID_STATUS_MINING_SECTOR","采矿星区"
"TID_STATUS_MINING_SINGLE","正在采矿"
"TID_STATUS_MINING","采矿星区{1}之{0}"
"TID_STATUS_LOADING_ARTIFACT","正在装载神器"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","正在加载{0}件神器"
"TID_STATUS_DEPARTING","启航去{0}"
"TID_STATUS_MOVING","移动至{0}"
"TID_OBJ_EMPTY_SPACE","真空区"
"TID_STATUS_DOCKED","泊靠在{0}"
"TID_STATUS_DISABLED","<color>已瘫痪</color>"
"TID_STATUS_REPAIRING","正在维修"
"TID_STATUS_DESTROYING_PLANET","正在摧毁星球"
"TID_STATUS_ACTIVATING_MODULE","正在激活{0}"
"TID_STATUS_DRONE_EXPIRY","剩余时间：{0}"
"TID_MULTIPLE_SHIPS_SELECTED","已选择{0}艘船"
"TID_STATUS_NOT_TRIGGERED","未触发"
"TID_STATUS_TRIGGERING","触发中……"
"TID_OBJ_ACTION_VIEW_MISSION","扫描"
"TID_OBJ_ACTION_EXPLORE_SECTOR","揭示"
"TID_OBJ_ACTION_FINISH_NOW","立刻完成"
"TID_OBJ_ACTION_VIEW_RESEARCH","研究"
"TID_OBJ_ACTION_CANCEL_BUILD","取消建造"
"TID_OBJ_CANCEL_BUILD_CONFIRM","您确定要取消建造吗？您将获得{0}%的成本返还。"
"TID_OBJECT_NAME_WITH_LEVEL","{0}（等级{1}）"
"TID_TRADE_STATION_NAME","太空贸易站{0}"
"TID_PLANET_COLONIZED_BY","由{0}殖民"
"TID_PLANET_NOT_COLONIZED","尚未殖民"
"TID_OBJECT_ACTION_UPGRADE","升级"
"TID_OBJECT_ACTION_CANCEL_DEPARTURE","取消移动"
"TID_OBJECT_ACTION_FORCE_DEPARTURE","立刻启航"
"TID_OBJECT_ACTION_COLONIZE","殖民"
"TID_OBJECT_ACTION_CLEAR_WAYPOINTS","清除上一个路径点"
"TID_OBJECT_ACTION_MOVE","移动"
"TID_OBJECT_ACTION_ADD_WAYPOINT","添加路径点"
"TID_OBJECT_ACTION_PLAYER_INFO","玩家信息"
"TID_OBJECT_ACTION_VISIT_STAR","前往恒星"
"TID_OBJECT_ACTION_TRADE_JOBS","货物"
"TID_OBJECT_ACTION_ARTIFACTS","神器"
"TID_OBJECT_ACTION_PRODUCTION","建造"
"TID_OBJECT_ACTION_ACTIVATE","激活"
"TID_OBJECT_ACTION_DEACTIVATE","解除"
"TID_OBJECT_ACTION_LINK","链接"
"TID_OBJECT_ACTION_UNLINK","解除链接"
"TID_OBJECT_ACTION_SHIP_UPGRADE","模组"
"TID_OBJECT_ACTION_USE_STARGATE","跳跃"
"TID_OBJECT_ACTION_SPEEDUP_BUILDING_CONSTRUCTION","完成"
"TID_OBJECT_ACTION_VIEW_ALLIANCE_STAR","恒星"
"TID_OBJECT_ACTION_FINISH_PLANET_UPGRADE","完成"
"TID_CERBERUS_STATION_SPAWNING_IN","{0}内将生成新的战斗舰"
"TID_OBJECT_ACTION_VIEW_DIPLOMACY_LINK","查看外交"
"TID_OBJECT_ACTION_VIEW_RED_STAR_STATUS","扫描仪状态"
"TID_OBJECT_ACTION_INFO","信息"
"TID_OBJECT_INFO_UNDER_CONSTRUCTION","正在建造"
"TID_OBJECT_INFO_UPGRADING_TO_LEVEL","正升级至等级{0}"
"TID_OBJECT_INFO_UPGRADING_SHIP_TO_LEVEL","正在升级{0}"
"TID_RESEARCHING","正在研究神器……"
"TID_SCOUTING","正在扫描..."
"TID_UNLOCK_SECTOR_CONFIRM","开始扫描该星区？"
"TID_CONFIRM_SECTOR_SPEEDUP","完成扫描该星区？"
"TID_WARP_HUB_LINKED","已链接"
"TID_WARP_HUB_NOT_LINKED","未链接"
"TID_CR_ASTEROID_CONTAINS","包含  <quad class=''cr''><color>{0}</color>。"
"TID_ASTEROID_HYDROGEN_REMAINING","<quad class=''fuel''>剩余<color>{0}</color>"
"TID_SELECT_REVEAL_SECTOR","选择一个相邻星区来揭示"
"TID_SECTOR_NOT_ADJACENT","该星区与扫描仪不相邻"
"TID_SECTOR_ALREADY_EXPLORED","该星区已扫描过"
"TID_SCANNER_BUSY","您必须等待扫描仪完成当前操作"
"TID_READY_TO_USE","已就绪"
"TID_RECHARGING","正在充能……"
"TID_ACTIVE","已激活"
"TID_OBJECT_ACTION_PROGRAM_MINER","设置采矿路线"
"TID_OBJECT_ACTION_SUMMON_FLAGSHIP","召唤旗舰"
"TID_DIPLOMACY_LINK_DLG_TITLE","太空外交站"
"TID_DIPLOMACY_LINK_DLG_RECOMMENDED_PLAYERS_TAB","推荐"
"TID_DIPLOMACY_LINK_DLG_FRIENDS_TAB","好友"
"TID_DIPLOMACY_DLG_EMPTY_PROMPT","选择一位推荐玩家请求建立外交关系。\n\n您也可以通过任何其他玩家的档案窗口发送请求。"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_TEXT","收到的请求"
"TID_DIPLOMACTY_DLG_OUTGOING_REQUEST_TEXT","发送的请求"
"TID_DIPLOMACY_DLG_CANCEL_REQUEST","取消"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_ACCEPT","接受"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_REJECT","拒绝"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_PLAYER_INFO","玩家信息"
"TID_DIPLOMACY_DLG_LINKED_TO","您的太空站已链接到："
"TID_DIPLOMACY_DLG_CONFIRM_END_RELATIONS","您确定要中断与该玩家的外交关系吗？所有船舰将返回自己的母星系"
"TID_DIPLOMACY_DLG_REQUEST_BUTTON","请求"
"TID_MSG_REQUEST_SENT","外交请求已成功发送"
"TID_MSG_REQUEST_OTHER_PLAYER_SLOTS_FULL","无法发送请求，玩家外交中心已满"
"TID_MSG_REQUEST_OTHER_PLAYER_INBOX_FULL","无法发送请求，玩家收件箱已满"
"TID_MSG_REQUEST_ALREADY_WAITING_FOR_RESPONSE","无法发送请求，已在等待该玩家回应"
"TID_DIPLOMACY_LINK_DLG_NO_RECOMMENDED_PLAYERS","没有可用玩家"
"TID_OFFLINE_REPORT_DLG_TITLE","进度报告"
"TID_OFFLINE_REPORT_DLG_LAST_LOGIN","上次登录：{0}之前"
"TID_OFFLINE_SECTION_TITLE_RESOURCES_COLLECTED","资源"
"TID_OFFLINE_REPORT_DLG_CR_FROM_SHIPMENTS","货运获得+{0}星币"
"TID_OFFLINE_REPORT_DLG_FUEL_FROM_SHIPMENTS","采矿获得+{0}氢气"
"TID_OFFLINE_REPORT_DLG_CR_FROM_TAX","外交伙伴货运获得+{0}星币"
"TID_OFFLINE_SECTION_TITLE_SUPERNOVA","恒星已发生超新星爆炸"
"TID_OFFLINE_SECTION_SUPERNOVA_VIEW","查看"
"TID_OFFLINE_REPORT_DLG_DISMISS_BUTTON","关闭"
"TID_OFFLINE_REPORT_DLG_PLANET_UPGRADED","{0}已成为等级{1}星球"
"TID_OFFLINE_REPORT_SHIP_LOST","船舰损失"
"TID_MISSING_RES_DLG_NOT_ENOUGH_CR_TITLE","星币不足"
"TID_MISSING_RES_DLG_BUY_MISSING_CR","购买不足的<quad class=''cr''><color>{0}</color>？"
"TID_MISSING_RES_DLG_NOT_ENOUGH_FUEL_TITLE","氢气不足"
"TID_MISSING_RES_DLG_BUY_MISSING_FUEL","购买不足的<quad class=''fuel''><color>{0}</color>？"
"TID_NOT_ENOUGH_CRYSTALS_DLG_TITLE","水晶不足"
"TID_NOT_ENOUGH_CRYSTALS_BUY_MORE_PROMPT","您可以在商店额外购买水晶"
"TID_NOT_ENOUGH_CRYSTALS_ENTER_STORE_BUTTON","进入商店"
"TID_PURCHASES_DISABLED","A测版本中已禁用购买"
"TID_PURCHASING_FAILED_DISABLED","您的设备设置已禁用购买"
"TID_PURCHASING_FAILED_NO_PRODUCTS_FOUND","购买不可用：找不到商品"
"TID_PURCHASING_FAILED_UNKNOWN_GAME","购买不可用：未知应用"
"TID_PURCHASING_NOT_INITIALIZED","购买暂不可用，请稍后再试"
"TID_PURCHASE_IN_PROGRESS","已有订单在进行中，请等待其处理完成"
"TID_PURCHASE_FAIL_EXISTING_PENDING","购买失败：上一次购买尚在处理中"
"TID_PURCHASE_FAIL_PAYMENTDECLINED","购买失败：付款已被拒绝"
"TID_PURCHASE_FAIL_PRODUCTUNAVAILABLE","购买失败：商品不可用"
"TID_PURCHASE_FAIL_PURCHASINGUNAVAILABLE","购买失败：购买不可用"
"TID_PURCHASE_FAIL_SIGNATUREINVALID","购买失败：无效签名"
"TID_PURCHASE_FAIL_USERCANCELLED","购买失败：用户已取消"
"TID_PURCHASE_FAIL_UNKNOWN","购买失败：未知原因"
"TID_PURCHASE_STEAM_NO_OVERLAY","需要启用Steam界面进行购买。"
"TID_PURCHASE_OFFER_EXPIRED","该优惠已过期"
"TID_SETTINGS_DLG_TITLE","设置"
"TID_SETTINGS_DLG_ACCOUNT","账户"
"TID_SETTINGS_DLG_NOT_SIGNED_IN","未登录"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_APPLE","登录GameCenter以保存进度，并从其他iPhone或iPad设备上访问您的账户"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_GOOGLE","登录Google Play Games以保存进度，并从其他安卓设备上访问您的账户"
"TID_SETTINGS_DLG_SIGN_IN","登录"
"TID_SETTINGS_DLG_SIGN_OUT","登出"
"TID_SETTINGS_DLG_CONTACT_SUPPORT","帮助和支持"
"TID_SETTINGS_DLG_LINK_DEVICE","连接另一个设备"
"TID_LINK_DEVICE_ERR_SIGN_GP","在连接到另一个设备前必须先登录Google Play"
"TID_LINK_DEVICE_ERR_SIGN_GC","在连接到另一个设备前必须先登录GameCenter"
"TID_SETTINGS_FULLSCREEN","全屏显示"
"TID_SETTINGS_DLG_CREDITS","开发人员"
"TID_CREDITS_SCREEN_SPECIAL_THANKS","特别鸣谢"
"TID_CREDITS_SCREEN_DESIGN_SECTION","用户界面与品牌设计"
"TID_CREDITS_SCREEN_FOOTER","(c) 2016-2020 Parallel Space Inc. 保留所有权利"
"TID_CREDITS_PC_MUSIC","原创音乐创作：\nWinifred Phillips\n\n音乐制作：Winnie Waldron"
"TID_SETTINGS_SUPPORT_EMAIL_HEADER","游戏内客服支持请求"
"TID_SETTINGS_SUPPORT_EMAIL_BODY1","请在这里描述您的问题："
"TID_SETTINGS_SUPPORT_EMAIL_BODY2","请勿删除此行下方的内容"
"TID_SETTINGS_DLG_MUSIC","音乐"
"TID_SETTINGS_DLG_BATTERY_SAVER","省电模式"
"TID_SETTINGS_DLG_LANDSCAPE","横屏模式"
"TID_HIGH_QUALITY_RENDERING","高的画面质量"
"TID_SETTINGS_DLG_SFX","音效"
"TID_SETTINGS_DLG_BTN_PRIVACY","隐私政策"
"TID_SETTINGS_DLG_BTN_TERMS","服务条款"
"TID_SETTINGS_DLG_SIGN_IN_TO_GAMECENTER","启动游戏前先登录GameCenter以保存您的进度并在多个设备上游戏"
"TID_SETTINGS_DLG_SIGN_IN_TO_GOOGLE_PLAY","启动游戏前先登录Google Play Games以保存您的进度并在多个设备上游戏"
"TID_SETTINGS_DLG_ACCOUNT_STATUS_SYNCED","正在保存您的进度"
"TID_SETTINGS_DLG_LANGUAGE","更改语言"
"TID_SETTINGS_QUIT_GAME","退出游戏"
"TID_SETTINGS_DLG_RATE_US","评价Hades' Star"
"TID_LANDSCAPE_WARNING","横屏模式尚处于试验阶段，可能出现问题。只建议如平板电脑类的较大设备使用。"
"TID_LANDSCAPE_CONFIRM","您确定要更改画面方向吗？游戏将需要重启。"
"TID_UNLINK_STEAM","重置游戏进度"
"TID_UNLINK_STEAM_DONE","游戏现在将会关闭。要在全新恒星上开始游戏，请从Steam中重新启动《Hades' Star》。"
"TID_UNLINK_STEAM_PROMPT_1","此过程会抹掉您所有的Steam进度，并在您当前的Steam账户下开始一个新游戏。您将永远无法进入这个游戏。"
"TID_UNLINK_STEAM_PROMPT_2","您将无法将任何资源（包括通过应用内购买得到的资源）转移到新的游戏。"
"TID_UNLINK_STEAM_PROMPT_3","只有您的Steam进度会被重置。如果您有其他与这个游戏相关的平台，您仍然可以从这些平台上访问它。无法在其他平台上重启游戏。更多信息，请参见设置窗口中的“帮助和支持”链接。"
"TID_UNLINK_STEAM_PROMPT_4","这是您的最后确认。如果继续，当前的游戏将会丢失。"
"TID_UNLINK_STEAM_PROMPT_TOGGLE","我了解并希望继续。"
"TID_SETTINGS_SCREEN_RES","分辨率"
"TID_RESOLUTION_DIALOG_TITLE","选择分辨率"
"TID_CURRENT_RESOLUTION","当前分辨率：\n{0} x {1}"
"TID_SETTINGS_DLG_NEWSLETTER","资讯简报"
"TID_LANG_DLG_TITLE","选择语言"
"TID_CHANGE_LANGUAGE_CONFIRM","您确定要更改语言吗？游戏将需要重启。"
"TID_LINK_DEVICE_DLG_TITLE","连接另一个设备"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_DESCR","如果您想从另一台设备上访问自己的账户，请使用这个页面。\n\n您当前正在使用哪台设备？"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_OLD_DEVICE_BUTTON","正在使用旧设备"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_NEW_DEVICE_BUTTON","正在使用新设备"
"TID_LINK_DEVICE_DLG_PLATFORM_SELECTION_PROMPT","您想连接到哪种新设备？"
"TID_LINK_DEVICE_TYPE_IOS","iPhone或iPad"
"TID_LINK_DEVICE_TYPE_ANDROID","安卓设备"
"TID_LINK_DEVICE_TYPE_PC_OR_MAC","PC或Mac"
"TID_LINK_DEVICE_TYPE_OTHER","其他"
"TID_LINK_DEVICE_DLG_INFO_ANDROID","若要在多个安卓设备上游戏，请确保在设置窗口中登录您的Google账户。\n\n在新设备上，登录同一个Google账户。您将被问及是否想切换到其他账户。选择确认以同步您的进度。"
"TID_LINK_DEVICE_DLG_INFO_IOS","若要在多个iOS设备上游戏，请确保先登录您的GameCenter账户。\n\n在新设备上启动游戏之前，先登录同一个GameCenter账户。您将被问及是否想切换到其他账户。选择确认以同步您的进度。"
"TID_LINK_DEVICE_DLG_INFO_STEAM","您可以从运行Steam的任何PC或Mac上访问您的游戏。只需使用您的Steam帐户登录并启动游戏即可。"
"TID_LINK_DEVICE_ENTER_CODE_PAGE_PROMPT","输入连接码："
"TID_LINK_DEVICE_ENTER_CODE_PAGE_HINT","要获得连接码，请前往旧设备的设置窗口，选择连接另一个设备，然后选择“正在使用旧设备”"
"TID_LINK_DEVICE_DLG_VIEW_CODE_PROMPT","不要关闭这个界面。在新设备上，前往连接界面，然后选择“正在使用新设备”选项。\n\n然后输入这个代码："
"TID_LINK_DEVICE_DLG_CODE_EXPIRES","代码有效时限： "
"TID_MSG_DEVICE_LINK_CODE_NOT_FOUND","无法找到连接码，请再试一次"
"TID_MSG_ACCOUNT_ALREADY_LINKED","账户已连接"
"TID_MSG_CANT_LINK_NOT_LOGGEDIN","尚未登录，无法连接"
"TID_MSG_ERROR_GENERATING_CODE","生成连接码出错"
"TID_LINK_DEVICE_DLG_SUBMIT_CODE_BTN","提交"
"TID_LINK_DEVICE_WARNING","您将失去当前的游戏进展（<color>{0}</color>，等级<color>{1}</color>）。\n\n要继续“连接另一个设备”的操作吗？"
"TID_CORP_DIALOG_TITLE","星际集团"
"TID_CORP_TAB_MY_CORP","我的星际集团"
"TID_CORP_TAB_OTHER_CORP","星际集团信息"
"TID_CORP_TAB_SEARCH_CORP","推荐"
"TID_CORP_TAB_SEARCH_NEW","搜索"
"TID_CORP_TAB_CREATE_CORP","创建"
"TID_CORP_CREATE_BUTTON","创建"
"TID_CORP_APPLY_CHANGES_BUTTON","应用"
"TID_HUD_CORP_NAME_TOO_SHORT","星际集团名称过短"
"TID_CORP_NAME_LABEL","名称"
"TID_CORP_DESCR_LABEL","描述"
"TID_CORP_JOIN_TYPE_LABEL","加入类型"
"TID_CORP_REGION_LABEL","地区"
"TID_CORP_MININFLUENCE_LABEL","需要影响力"
"TID_CORP_INFO_MININFLUENCE_VAL","需要影响力：{0}"
"TID_CORP_INFO_WS_WINS","白星胜利：{0}"
"TID_CORP_SELECT_REGION","选择地区"
"TID_RECOMMENDED_CORPS_REGION","地区："
"TID_NO_RECOMMENDED_FOUND","找不到推荐的星际集团。\n\n请尝试更换地区。"
"TID_CORP_TYPE_OPEN","开放加入"
"TID_CORP_TYPE_REQUEST","申请加入"
"TID_CORP_TYPE_CLOSED","封闭型"
"TID_CORP_EMBLEM_LABEL","徽章"
"TID_ALLIANCE_ITEM_MEMBERS_COUNT","{0}位成员"
"TID_ALLIANCE_ITEM_VIEW","查看"
"TID_CORP_DIALOG_EDIT","编辑"
"TID_CORP_DIALOG_LEAVE","离开"
"TID_CORP_LEAVE_WS_WARNING","如果您在参加白星任务时离开了星际集团，那么即便您以后重新加入该集团，也可能会失去白星奖励。要继续吗？"
"TID_CORP_DIALOG_JOIN","加入"
"TID_CORP_DIALOG_SEND_MESSAGE","消息"
"TID_CORP_LEAVE_CONFIRM","您确定要离开该星际集团吗？"
"TID_CORP_EDIT_BADGE","编辑"
"TID_CORP_EDIT_BADGE_DONE","应用"
"TID_CORP_EDIT_BADGE_SYMBOL","符号"
"TID_CORP_EDIT_BADGE_SHAPE","形状"
"TID_CORP_EDIT_BADGE_COLOR1","颜色1"
"TID_CORP_EDIT_BADGE_COLOR2","颜色2"
"TID_CORP_SEND_MESSAGE_TITLE","发送消息"
"TID_CORP_SEND_MESSAGE_HINT","输入一条消息，发送给所有星际集团成员："
"TID_CORP_MESSAGE_ERROR_TOO_SHORT","消息过短"
"TID_CORP_MESSAGE_ERROR_TOO_LONG","消息过长"
"TID_CORP_MESSAGE_SENT","消息已发送"
"TID_CORP_SEARCH_NAME_CONTAINS","包含名称"
"TID_CORP_SEARCH_INFLUENCE_RANGE","影响力"
"TID_CORP_SEARCH_MEMBERS_RANGE","成员"
"TID_CORP_SEARCH_RECENT_ACTIVITY","最近活动"
"TID_CORP_BUTTON_SEARCH","搜索"
"TID_CORP_NO_SEARCH_RESULTS_FOUND","找不到搜索结果。"
"TID_CORP_REGION_ANY","任意"
"TID_CORP_LEVEL","等级{0}星际集团"
"TID_INACTIVITY_TOLERANCE","闲置容忍度"
"TID_INACTIVITY_TOLERANCE_NONE","允许任何时长的闲置"
"TID_INACTIVITY_RESET_WARNING","如果您将“闲置容忍度”设定为更严格的值，那么星际集团所有成员的闲置计时器都将重置。您想继续吗？"
"TID_PLAYER_INFO_DLG_TAB_EMPIRE_OVERVIEW","您的帝国"
"TID_SHIP_PLANET_PLAYER_RENAME_BUTTON","重命名"
"TID_PLAYER_INFO_XP_TITLE","经验等级"
"TID_PLAYER_INFO_XP_DESCR","经验等级表示一位玩家在宇宙中的整体进度。运送货物并升级星球可提高经验等级。"
"TID_PLAYER_INFO_INFLUENCE_TITLE","影响力"
"TID_PLAYER_INFO_INFLUENCE_DESCR","影响力代表着玩家的行动能力。参加红巨星任务可赢得（或失去）影响力。"
"TID_PLAYER_INFO_DLG_TAB_ACHIEVEMENTS","成就"
"TID_PLAYER_INFO_CORP_NONE","无"
"TID_PLAYER_INFO_CORP_VIEW","查看"
"TID_PLAYER_INFO_DLG_CREDIT_INCOME","星币收支"
"TID_PLAYER_INFO_DLG_HYDRO_INCOME","氢气收支"
"TID_ACHIEVEMENT_COMPLETE","已完成该成就"
"TID_PLAYER_INFO_SECTION_BADGES","头衔"
"TID_ACHIEVEMENT_CLAIM_REWARD","获取"
"TID_ACHIEVEMENT_REWARD_LABEL","奖励："
"TID_ACHIEVEMENT_REWARD_XP_LABEL","经验："
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_WEAPONS","武器"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SHIELDS","护盾"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_TRADE","交易"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_MINING","采矿"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SUPPORT","支持"
"TID_MODULE_BLUEPRINT_POPUP_MAX_LEVEL","最大等级：{0}"
"TID_MODULE_CANT_UPGRADE_NOT_ENOUGH_BLUEPRINTS","您需要收集更多蓝图才能增加该模组最大等级"
"TID_MODULE_BLUEPRINTS_TITLE","模组已解锁：<color>{0}/{1}</color>"
"TID_MODULE_BLUEPRINTS_LOCKED_MODULE_INFO","研究更多的{0}即有机会发现该模组"
"TID_MODULE_BLUEPRINTS_DLG_TITLE","模组蓝图"
"TID_MODULE_BLUEPRINTS_INFO","该界面显示了可用的模组。\n\n要发现新模组或升级已有模组，您需要研究从红巨星获得的神器以找到蓝图。\n\n您必须先研究新发现的模组才能将其安装在船舰上。"
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","下一次升级的蓝图进度："
"TID_MODULE_UPGRADE_IN_PROGRESS","正在升级"
"TID_MODULE_UPGRADE_FINISH_NOW","立刻完成"
"TID_MODULE_FULLY_UPGRADED","该模组已完全升级"
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","您必须收集{0}份蓝图才能升级该模组"
