"TID_INTRO_MESSAGE_TITLE","Hades' Starへようこそ"
"TID_PRODUCTION_SPEED_UP_CONFIRM","生産を今すぐ完了しますか？"
"TID_PRODUCTION_SHIPS_BUILT","建造済み"
"TID_PRODUCTION_STATIONS_BUILT","建造済み"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","最大艦船数"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","今すぐ完了"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","設計をアップグレード"
"TID_UPGRADE_TRANSPORT_DESIGN","一度実行すると元には戻せません。\n輸送船をレベル{0}にアップグレードしますか？"
"TID_UPGRADE_MINER_DESIGN","一度実行すると元には戻せません。\n採掘船をレベル{0}にアップグレードしますか？"
"TID_UPGRADE_BS_DESIGN","一度実行すると元には戻せません。\n戦艦をレベル{0}にアップグレードしますか？"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","設計をアップグレードしました"
"TID_STAT_SHIP_DESIGN_BUILD_COST","生産コスト"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","このタイプの船を一隻建造するのに必要なクレジット数。"
"TID_FINISH_SHIP_UPG_CONFIRM","設計のアップグレードを今すぐ完了しますか？"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","別のアップグレードが進行中のため、アップグレードを開始できません"
"TID_STARTER_PACK_ACTIVE","スターターパック割引中(-{0}%)"
"TID_TRADE_DLG_TITLE","貨物"
"TID_TRADE_DLG_TITLE_REDSTAR","アーティファクト"
"TID_TRADE_DLG_ARTIFACTS_TITLE","惑星上のアーティファクト"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","輸送船が軌道上にありません。"
"TID_TRADE_DLG_BRING_TRANSPORT","貨物を積み込むためには、輸送船を惑星まで移動させる必要があります。"
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","この貨物を積み込むための十分な容量がありません。"
"TID_TRADE_DLG_CONFIRM_REFRESH","この惑星の貨物を今すぐ増やしますか？"
"TID_TRADE_DLG_ITEM_WEIGHT","{0}トン"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1トン"
"TID_TRADE_DLG_ITEM_DISTANCE","距離：{0}AU"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","この場所を所有するプレーヤーとの外交関係を樹立しない限り、貨物を積み込むことはできません。"
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","貨物の増加まで："
"TID_TRADE_DLG_ADD_MORE_NOW","追加"
"TID_NO_SHIPMENTS_INFO","使用可能な貨物がありません。新たな貨物は時間が経つと登場します。\n\n惑星をアップグレードすることで、惑星とその衛星の貨物量を増やすことができます。"
"TID_NO_SHIPMENTS_RED_STAR","アーディファクトはありません。"
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","最初のアーティファクトの積み込みが完了するまで待機する必要があります。"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","外交システムの貨物"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","これらの貨物は別のプレーヤーの入植地で生産されたものです。貨物を運搬することで少額の手数料を獲得できます。貨物を所有するプレーヤーは報酬を全額受け取れます。"
"TID_TRADE_DLG_SHIPMENT_COLUMN","貨物"
"TID_TRADE_DLG_DESTINATION_COLUMN","目的地"
"TID_TRADE_DLG_DISTANCE_COLUMN","距離"
"TID_TRADE_DLG_REWARD_COLUMN","報酬"
"TID_TRADE_DLG_COMISSION_COLUMN","手数料"
"TID_STORING_ARTIFACT_WARNING","アーティファクトを1つでも保管している入植地は、新たな貨物を生産しません。"
"TID_CAPACITY_FULL_WARNING","貨物が満杯です。貨物を積み込むことで、新たな貨物を生産できるようになります。"
"TID_LOADALL_TOOLTIP","輸送船の容量内で、できるだけの貨物を積載しましょう。積荷は上のソートリストに表示されている順序で積み込まれます。"
"TID_UNLOADALL_TOOLTIP","輸送船のすべての積荷を降ろす"
"TID_ARTIFACT_QUEUED","順番待ち"
"TID_RESEARCH_DLG_TITLE","研究"
"TID_RESEARCH_DLG_HINT","ミッション中に発見したアーティファクトはこの場所に保管され、自動的に研究されます。研究は1つずつ実施されます。\n\nアーティファクトが貴重であればあるほど、より価値が高く、ユニークな報酬を手に入れることができます。"
"TID_RESEARCH_ITEM_START_RESEARCH","研究を開始"
"TID_RESEARCH_ITEM_VIEW_RESULTS","結果を表示"
"TID_RESEARCH_ITEM_RUSH","今すぐ完了"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","このアーティファクトの研究を今すぐ完了しますか？"
"TID_RESEARCH_REWARDS_LABEL_XP","XPを獲得："
"TID_RESEARCH_REWARDS_LABEL_CREDITS","クレジットを獲得："
"TID_RESEARCH_REWARDS_LABEL_FUEL","水素を獲得："
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","新たなモジュールを研究できるようになりました！"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","モジュールの設計図を回収："
"TID_RESEARCH_ITEM_SALVAGE","サルベージ"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","このアーティファクトを破壊して、少量のクレジットと水素を回収しますか？"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","ドッキングされた船の全アーティファクトをサルベージする。"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","本当にドッキングされた船の全アーティファクトをサルベージしますか？以下の資源を獲得します：\n\n<quad class=''cr''><c1>{0}</color>    <quad class=''fuel''><c2>{1}</color>"
"TID_TECH_DLG_TITLE","テクノロジー"
"TID_MODULE_DETAILS_LOCKED_LABEL","ロックされています"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","アンロック"
"TID_BUY_ARTIFACT_DLG_TITLE","アーティファクトを購入"
"TID_BUY_ARTIFACT_DLG_HINT","研究ステーションの空きスロットに追加するアーティファクトを選択してください"
"TID_BUY_ARTIFACT_YIELD_BONUS","ここで購入したアーティファクトは研究を行うと、{0}%の追加報酬が発生します。"
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","研究によって、武装またはシールドモジュール用の設計図が合計<color>{0}</color>枚生み出されます"
"TID_BUY_ARTIFACT_CONFIRM","このアーティファクトを今すぐ購入しますか？"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","研究によって、交易または採掘モジュール用の設計図が合計<color>{0}</color>枚生み出されます"
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","研究によって、サポートモジュール用の設計図が合計<color>{0}</color>枚生み出されます"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","空きスロットが無いため、アーティファクトを購入できません"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","このアーティファクトを購入するためには、レベル{0}のレッドスター・スキャナーを所有している必要があります "
"TID_SHIP_UPGRADE_DLG_TITLE","モジュール"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","インストール"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","アップグレード"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","船が移動を完了するまでアップグレードを開始できません"
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","同じモジュールを2個インストールすることはできません"
"TID_MODULE_ONLY_FOR_BS","このモジュールは戦艦にのみインストールすることができます"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","モジュールはインストール済みです"
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","今すぐ完了"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","貨物輸送報酬ボーナス"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","追加スロット"
"TID_MODULE_MINERAL_STORAGE_STAT","追加ストレージ"
"TID_MODULE_MINING_SPEED_STAT","採掘速度"
"TID_MODULE_COOLDOWN_STAT","クールダウン"
"TID_MODULE_AOE_STAT","範囲ダメージ"
"TID_MODULE_REPAIR_STAT","修復HP"
"TID_MODULE_TIME_WARP_STAT","タイムファクター"
"TID_MODULE_RED_STAR_EXTENSION_STAT","ライフエクステンション"
"TID_MODULE_INSTALL_PRICE_STAT","インストールコスト"
"TID_MODULE_MAX_TARGETS","最大ターゲット"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","ボーナス報酬"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","航行速度"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","追加水素消費量"
"TID_MODULE_DESCR_ACTIVATION_COST","作動コスト"
"TID_MODULE_DESCR_DPS","1秒あたりダメージ"
"TID_MODULE_DESCR_DPS_PER_HR","1時間あたりダメージ"
"TID_MODULE_DESCR_DPADT","追加ダメージ"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/敵"
"TID_MODULE_DESCR_MAX_DPS","1秒あたりダメージ最大値"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","ターゲットスイッチディレイ"
"TID_MODULE_DESCR_MAX_DPS_HR","1時間あたりダメージ最大値"
"TID_MODULE_DESCR_MAX_DPS_TIME","最大ダメージまでの時間"
"TID_MODULE_SALVAGE_HULL_DESCR","破壊された艦船1隻あたりの船体修復量"
"TID_MODULE_DESCR_UNITY","1プレーヤーあたりのダメージ増加量"
"TID_MODULE_UNITY_MAX_INCREASE","最大ダメージ増加量"
"TID_MODULE_DESCR_UNITY_MINER","1プレーヤーあたりの速度上昇量"
"TID_MODULE_SPEED_INCR_ACTIVATION","速度上昇量"
"TID_MODULE_DAMAGE_REDUCTION_PCT","ダメージ軽減量"
"TID_MODULE_SHIELD_STRENGTH_STAT","シールド耐久力"
"TID_MODULE_MIRROR_DAMAGE_STAT","反射ダメージ"
"TID_MODULE_ATTACK_RANGE_DESCR","射程"
"TID_MODULE_EFFECT_RANGE_DESCR","効果範囲"
"TID_MODULE_EFFECT_DURATION_DESCR","効果持続時間"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","アップロード率"
"TID_MODULE_TRADEBURST_THRESHOLD","基準値"
"TID_MODULE_TRADEBURST_BONUS","ボーナス報酬"
"TID_MODULE_BONUS_PER_SHIPMENT","追加輸送ボーナス"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","最大貨物数"
"TID_SHIP_MODULE_TITLE","{0} レベル{1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","交易"
"TID_SHIP_MODULE_SLOT_TYPE_1","採掘"
"TID_SHIP_MODULE_SLOT_TYPE_2","サポート"
"TID_SHIP_MODULE_SLOT_TYPE_3","武装"
"TID_SHIP_MODULE_SLOT_TYPE_4","シールド"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","建設中"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","アップグレード"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","交換"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","空きモジュールスロット"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","新たなモジュールをインストール"
"TID_ADD_MODULE_DLG_TITLE","モジュールのインストール"
"TID_ADD_MODULE_DLG_PROMPT","このスロットにインストールするモジュールを選択してください"
"TID_UNINSTALL_MODULE_LABEL","アンインストール"
"TID_UNINSTALL_MODULE_CONFIRM","本当にこのスロットのモジュールをアンインストールしますか？"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","インストール済み"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","XP：{0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","レベル{0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","利用できるモジュールタイプ："
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","この船は、貨物やアーティファクトを輸送することでXPを獲得します。\n\nXPバーを満たすことで、次のレベルにアップグレードし、新たなモジュールスロットをアンロックできるようになります。"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","この船は、水素を回収、輸送することでXPを獲得します。\n\nXPバーを満たすことで、次のレベルにアップグレードし、新たなモジュールスロットをアンロックできるようになります。"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","この船は、敵艦にダメージを与えることでXPを獲得します。\n\nXPバーを満たすことで、次のレベルにアップグレードし、新たなモジュールスロットをアンロックできるようになります。"
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","スロットの追加"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","最大レベルに到達したため、これ以上アップグレードできません"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","最大レベルに到達したため、これ以上アップグレードできません"
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","コマンドに失敗しました：モジュールレベルが不適切です"
"TID_MODULE_TYPE","タイプ"
"TID_MODULE_TYPE_PASSIVE","パッシブ"
"TID_MODULE_TYPE_ACTIVATED","アクティベート"
"TID_MODULE_SHIELD_REGEN_DELAY","再生成ディレイ"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","総再生成時間"
"TID_MODULE_MASS_BATTERY","連装艦砲"
"TID_MODULE_MASS_BATTERY_DESCR","射程に入った複数の敵艦に対して同時砲撃を行う"
"TID_MODULE_DUAL_LASER","デュアルレーザー"
"TID_MODULE_DUAL_LASER_DESCR","射程に入った最大2隻の敵艦に対してレーザービームを照射する。両方のレーザービームが作動している間は、ダメージ量が時間の経過とともに増加する。"
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","このスロットにインストール可能なモジュールをアンロックするには、より多くのアーティファクトを研究する必要があります。"
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","このスロットにインストールするモジュールは、テクノロジー画面でアンロックできます。"
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>テクノロジー画面を開く</a>"
"TID_MODULE_LEAP_DISABLE_STAT","無力化時間"
"TID_MODULE_CRUNCH_MAX_AMOUNT","最大量"
"TID_MODULE_TRIGGER_TIME","起爆時間"
"TID_MODULE_PROJECTILE_DAMAGE","爆発ダメージ"
"TID_MODULE_PROJECTILE_DAMAGERANGE","爆発範囲"
"TID_MODULE_SECONDARY_DAMAGE","無力化ダメージ"
"TID_MODULE_SECONDARY_RANGE","無力化ダメージ域"
"TID_MODULE_ENRICH_INCREASE","水素増加量"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","最大エンリッチ量"
"TID_MODULE_RUSH_SPEED_INCR","速度上昇量"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0}%/貨物"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","新規小惑星限度"
"TID_MODULE_GENESIS_MAX_HYDRO","新規水素限度"
"TID_OFFLOAD_MODULE_PAYOFF","精算"
"TID_DESTINY_DISABLE_DURATION","無力化持続時間"
"TID_MODULE_ACTIVATION_PREP_TIME","作動ディレイ"
"TID_MODULE_SECTOR_COOLDOWN","セクタークールダウン"
"TID_MODULE_HULL_THRESHOLD_STAT","船体耐久力基準値"
"TID_DISPATCH_PREP_TIME","アイテムごとの準備時間"
"TID_REQUIRED_HYDROGEN","所要水素"
"TID_JUMP_DLG_TITLE","ジャンプの確認"
"TID_JUMP_DLG_INFO_SINGLE","選択した船をリンク先の恒星系へジャンプさせますか？"
"TID_JUMP_DLG_INFO_ALL","{0}に停泊している艦船をリンク先の恒星系へジャンプさせますか？"
"TID_JUMP_FLAGSHIP","このホワイトスターからフラグシップをジャンプさせますか？"
"TID_JUMP_DLG_JUMP_ALL","停泊中の艦船を全てジャンプ"
"TID_JUMP_DLG_FOLLOW_PROMPT","ターゲットの恒星へ画面切り替え"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","ジャンプすると、輸送中の貨物が全て失われます。本当にジャンプしますか？"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","スキャン開始"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","今すぐスキャンする"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","表示"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","使用可能"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","発見した恒星"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","スーパーノヴァまで：{0}"
"TID_MISSIONS_DLG_MISSION_HINT","船をこのステーションから送り出すことで、発見したレッドスターからアーティファクトを持ち帰ることができます。\n\n注意：スーパーノヴァまでに帰還できなかった艦船は全て失われます。"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","レッドスターをスキャン中\n（レベル{0}）"
"TID_MISSIONS_DLG_ABANDON_STAR","破棄"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","本当にこの恒星を破棄しますか？恒星に行くことができなくなります。"
"TID_MISSIONS_DLG_ABANDON_FAIL","あなたはこの恒星に船を持っています。この船を母星に戻すまで破棄することはできません。"
"TID_MISSIONS_DLG_NEW_SCAN_TIME","スキャナーはクールダウン中です。スキャン可能まで："
"TID_MISSIONS_DLG_SCANNER_READY","スキャン可能"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","恒星レベル："
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","検索タイプ："
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","パブリック"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","誰もがこのレッドスター・ミッションに参加できます。"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","プライベート"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","このレッドスター・ミッションにはコーポレーションのメンバーだけが参加できます。スキャンはコーポレーションのチャットページに通知されます。"
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>コーポレーションに参加して</a>個人レッドスターをアンロックしよう。"
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","最大残り時間： "
"TID_MISSIONS_DIALOG_SEARCH_HINT","このスキャナーを使用することで、離れた場所にあるレッドスターを発見できます。レッドスターは寿命が非常に短く、またケルベロス軍によって守られています。レッドスターの周辺に存在する貴重なアーティファクトは回収して研究することができます。"
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","このレベルのレッドスターからは、これ以上影響力を獲得できません。"
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","このレベルのレッドスターからは、これ以上影響力を獲得できません。スキャナーをアップグレードすることで、よりレベルの高いレッドスターに行き、さらなる影響力を獲得できるようになります。"
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","このレッドスターで十分な数のケルベロスを破壊してアーティファクトを回収することで、{0}～{1}の影響力を獲得できます。"
"TID_MISSIONS_DLG_SEARCHING_HINT_1","レッドスターでは各プレイヤーに個人用アーティファクトが与えられます。他プレイヤーのアーティファクトを盗むことはできません。ケルベロス軍には仲間と共に挑むことを推奨します。"
"TID_MISSIONS_DLG_SEARCHING_HINT_2","レッドスター・ミッションでは、プレーヤー同士の戦闘はありません。戦艦はケルベロス軍に対してのみ攻撃します。"
"TID_MISSIONS_DLG_SEARCHING_HINT_3","レッドスター・スキャナーをアップグレードすることで、よりレベルの高いレッドスターを発見できるようになります。より高いレベルのレッドスターにはより良いアーティファクトがありますが、待ち受けているケルベロス軍もより強力です。"
"TID_MISSIONS_DLG_SEARCHING_HINT_4","他のプレーヤーと協力して戦略を立てるためには、チャットウィンドウを利用しましょう。 "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","レッドスターでの主な目標はアーティファクトの回収ですが、レッドスター周辺には豊かな小惑星帯も存在します。採掘船を常に危険から遠ざけておくか、戦艦で護衛するようにしましょう。"
"TID_MISSIONS_DLG_SEARCHING_HINT_6","レッドスター・ミッションに参加することで、影響力が大きく上昇します。影響力が上昇すると、プレーヤーやコーポレーションが順位表のより高い位置にランク付けされます。"
"TID_MISSIONS_DLG_SEARCHING_HINT_7","レッドスター・スキャナーの探査中に、艦船をレッドスター・スキャナーまで移動させると良いでしょう。これによってレッドスターを発見した際にすぐにジャンプできるようになり、貴重な時間を節約できます。"
"TID_MISSIONS_DLG_SEARCHING_HINT_8","全ての艦船がレッドスターへジャンプし、安全に帰還できるように、帝国の水素量を常に確認するようにしてください。"
"TID_MISSIONS_DLG_SEARCHING_HINT_9","無傷の戦艦を先頭に配置し、敵艦の攻撃を受けさせることで、背後にいる脆弱な船を守るようにしましょう。"
"TID_MISSIONS_DLG_SEARCHING_HINT_10","一部のモジュールは、他のプレーヤーの艦船が近くにいる時に最大の効果を発揮します。"
"TID_MISSIONS_DLG_SEARCHING_HINT_11","アーティファクトは、1つずつしか積み込みできません。"
"TID_MISSIONS_DLG_SEARCHING_HINT_12","アーティファクトが大きくなればなるほど、研究によって入手できる資源や設計図の数も多くなります。"
"TID_MISSIONS_DLG_SEARCHING_HINT_13","オーブ・アーティファクトには武装とシールドのモジュール設計図が含まれています。これらのモジュールは戦艦に装備させることができます。"
"TID_MISSIONS_DLG_SEARCHING_HINT_14","ブルークリスタル・アーティファクトには輸送船と採掘船の効率を向上させるモジュールの設計図が含まれています。"
"TID_MISSIONS_DLG_SEARCHING_HINT_15","テトラヘドロン・アーティファクトには、強力なサポートモジュールの設計図が含まれています。このモジュールは戦艦および高レベルの輸送船・採掘船に装備できます。"
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","サーバーの定期メンテナンス中はレッドスターの探査を実施できません。"
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","レッドスター・ミッションの結果"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","閉じる"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","このミッションには参加しませんでした。"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","レッドスターでの活動の結果、影響力が増加しました。"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","レッドスターでの活動は、影響力を増加させるのに十分ではありませんでした。"
"TID_MISSIONS_DLG_VIEW_REPLAY","リプレイを見る"
"TID_MISSIONS_DLG_SHARE_REPLAY","リプレイをシェア"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","こののリプレイを、コーポレーション内でシェアしますか？"
"TID_MISSIONS_DLG_REPLAY_SHARED","リプレイがシェアされました"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","影響力リワード"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","すべてのレッドスターは、影響力ポイントを加算または減算することができます。影響力を得るには、十分な数のサーベラス船を撃破し、アーティファクトを入手して、星アイコンの下に表示されるスコアのしきい値を満たしましょう。"
"TID_RS_INFLUENCE_REWARD_VICTORY","勝利"
"TID_RS_INFLUENCE_REWARD_DEFEAT","敗北"
"TID_RS_CURRENT_INFLUENCE","現在の影響力"
"TID_RS_INFLUENCE_GAIN_SLOW","影響力の獲得速度が低くなります。レッドスタースキャナーをアップグレードして進捗を早めましょう。"
"TID_BS_SCANNER_BRING_SHIP","ブルースターのスキャンを有効にするには、戦艦をこのステーションに移動させてください。"
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","戦艦をこのステーションに移動させるか、以前使用したものを再建してください："
"TID_BS_SCANNER_CONFIRM_REBUILD","以前使用したデザインで新たに戦艦を再建しますか？"
"TID_BS_SCANNING","ブルースターをスキャン中"
"TID_BS_LAST_RESULTS","ブルースター・ミッションの結果"
"TID_BS_FINAL_POSITIONS","最終成績"
"TID_BS_NO_WINNER","勝者なし"
"TID_BS_BOT_SHIP_NAME","単独戦艦"
"TID_BS_SHIP_JUMP_INFO","船はブルースター発見時に自動でジャンプします。"
"TID_BS_CREDIT_REWARD_TITLE","クレジット報酬"
"TID_BS_CREDIT_REWARD_DISABLED","サンクチュアリがインストールされているため、その戦艦がクレジット報酬を受け取ることはできません。\n\nブルースターでの勝率を上げ、またどのような結果になろうともクレジット報酬を受け取ることができるように、サンクチュアリを別のモジュールに交換してください。"
"TID_BS_CREDIT_REWARD_DESCR","クレジット報酬は、ブルースターに送られた戦艦の再建コストの{0}%になります。\n\nブルースターで船を失った場合、必ずこの報酬を獲得できます。また、{1}毎のブルースターでの最初の勝利に同じ報酬を獲得できます。"
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","次のブルースター・ミッションの結果に関わらず、クレジット報酬を獲得できます。"
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","次のブルースター・ミッションに勝利すると、クレジット報酬は獲得しません。船を失っても報酬を獲得できます。次の勝利クレジット報酬を入手できるまで {0}"
"TID_BS_CANT_SEARCH_MAINTENANCE","まもなく定期メンテナンスが行われるため新たなブルースターの探査ができません。"
"TID_BS_HYDRO_REWARD_TITLE","水素報酬"
"TID_BS_HYDRO_REWARD_INFO","受け取る水素の量は、ブルースターの最終成績と、帝国のストレージ容量によって決まります。また、一日に獲得できる水素の量には上限があります。"
"TID_BS_HYDRO_REWARD_PROGRESS","一日に獲得した水素は{0}/{1}です。"
"TID_BS_HYDRO_REWARD_FULL","ブルースターで水素報酬を再び獲得するまで {0}。"
"TID_BS_FRAGMENTS_REWARD_TITLE","ブルースター・フラグメント"
"TID_BS_FRAGMENTS_REWARD_DESCR","ブルースター・ミッションに参加すると、最終成績に応じてブルースター・フラグメントが与えられます。フラグメントを回収することでで貨物リレーステーションを稼働させたり、ブルースター順位表における順位を上げたりできるほか、各ブルースター・シーズンの終わりにクリスタル報酬を確実に受け取ることができます。\n\n詳細は、<a name=''__bsldb''>ブルースター順位表</a>を見てください。"
"TID_BS_SEASON_AWARD","ブルースターのイベントシーズンが終了しました！{0}ブルースター・フラグメントを上回り、<quad class=''pc''> <c3>{1}</color>が与えられました"
"TID_WS_SEASON_AWARD","ホワイトスターイベントのシーズンが終了しました！スコアが{0}を超過し、<quad class=''pc''><c3>{1}</color>を受け取りました"
"TID_BS_SEASON_TOP_AWARD","ブルースターのイベントシーズンが終了しました！順位表で{0}位になり<quad class=''pc''> <c3>{1}</color>を受け取りました"
"TID_WS_SEASON_TOP_AWARD","ホワイトスターイベントのシーズンが終了しました！ランキングで{0}位になり、<quad class=''pc''><c3>{1}</color>を受け取りました"
"TID_BS_FINAL_STANDING","最終順位："
"TID_BS_REWARDS_RECEIVED","受け取った報酬"
"TID_BS_PARTICIPATING_SHIP","参加艦船"
"TID_BS_REWARDS_OVERFLOW","容量が足りない場合、報酬の一部が失われる可能性があります。探査を始める前にクレジット容量と水素容量が十分あることを確認してください。"
"TID_BS_SEARCHING_HINT_1","ブルースターは少しずつ崩壊していきます。恒星の中心に近い安全な場所に留まるようにしましょう。船は赤色の崩壊エリアに入った瞬間、破壊されます。"
"TID_BS_SEARCHING_HINT_2","必要がない限り、ブルースターが存在する中心セクターに入らないようにしてください。ブルースターはセクター内の全ての艦船に継続的にダメージを与えます。"
"TID_BS_SEARCHING_HINT_3","最後まで生存した戦艦がブルースター・ミッションの勝者です。最後まで残っていた複数の戦艦が同時に撃沈した場合、勝者なしの引き分けとなります。"
"TID_BS_SEARCHING_HINT_4","戦艦に適切なモジュールを装備する事が、ブルースターで勝利するための鍵です。過去のリプレイを見て他のプレーヤーの戦略を分析しましょう。また、新たなモジュールを積極的に装備してみましょう。"
"TID_BS_SEARCHING_HINT_5","ブルースターでの目標は、他の全ての戦艦より長く生存することです。ケルベロスの戦艦と戦うことを避け、可能であれば他のプレーヤーと戦わせるようにしましょう。"
"TID_RELAY_HUD_SELECT_SECTOR","リレーを作動させるセクターを選択"
"TID_OBJECT_ACTION_RELAY_STATUS","リレーの状態"
