"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","Coste en créditos para producir una nueva nave de este tipo."
"TID_FINISH_SHIP_UPG_CONFIRM","¿Acabar la mejora de este diseño de nave?"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","Imposible iniciar una nueva mejora con otra en curso."
"TID_STARTER_PACK_ACTIVE","DESCUENTO DE PAQUETE DE INICIO ACTIVO (-{0} %)"
"TID_TRADE_DLG_TITLE","ENVÍOS"
"TID_TRADE_DLG_TITLE_REDSTAR","ARTEFACTOS"
"TID_TRADE_DLG_ARTIFACTS_TITLE","ARTEFACTOS EN EL PLANETA"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","Sin naves de transporte en órbita."
"TID_TRADE_DLG_BRING_TRANSPORT","Debes llevar una nave de transporte a la superficie antes de cargar envíos."
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","No hay suficiente capacidad para cargar este envío."
"TID_TRADE_DLG_CONFIRM_REFRESH","¿Añadir más envíos a este planeta ahora?"
"TID_TRADE_DLG_ITEM_WEIGHT","{0} t"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1 t"
"TID_TRADE_DLG_ITEM_DISTANCE","A {0} UA"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","No puedes recoger envíos aquí hasta que establezcas relaciones diplomáticas con el jugador propietario."
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","Más envíos en:"
"TID_TRADE_DLG_ADD_MORE_NOW","AÑADIR MÁS"
"TID_NO_SHIPMENTS_INFO","No hay envíos disponibles en este momento. Con el tiempo aparecerán nuevos envíos.\n\nAl mejorar el planeta, también se añaden más envíos en el planeta y todas sus lunas."
"TID_NO_SHIPMENTS_RED_STAR","No hay artefactos disponibles."
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","Debes esperar hasta que el primer artefacto esté totalmente cargado."
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","ENVÍOS EN EL SISTEMA DIPLOMÁTICO"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","Estos envíos se originan en el puesto avanzado de otro jugador. Recibirás una pequeña comisión por los envíos que entregues. El jugador propietario recibirá una recompensa completa."
"TID_TRADE_DLG_SHIPMENT_COLUMN","ENVÍO"
"TID_TRADE_DLG_DESTINATION_COLUMN","DESTINO"
"TID_TRADE_DLG_DISTANCE_COLUMN","DISTANCIA"
"TID_TRADE_DLG_REWARD_COLUMN","RECOMPENSA"
"TID_TRADE_DLG_COMISSION_COLUMN","COMISIÓN"
"TID_STORING_ARTIFACT_WARNING","Los puestos avanzados que almacenen uno o más artefactos no generan nuevos envíos."
"TID_CAPACITY_FULL_WARNING","Envíos completos. Carga algunos envíos existentes para que se generen otros nuevos."
"TID_LOADALL_TOOLTIP","Carga tantos envíos como sea posible, hasta agotar la capacidad del transporte. Los envíos se cargan en el orden en el que aparecen en la lista clasificada anterior."
"TID_UNLOADALL_TOOLTIP","Descargar todos los envíos del transporte"
"TID_ARTIFACT_QUEUED","EN COLA"
"TID_RESEARCH_DLG_TITLE","INVESTIGAR"
"TID_RESEARCH_DLG_HINT","Los artefactos hallados en las misiones se almacenan aquí. Se investigan automáticamente, uno a uno.\n\nCuanto más raros sean, más valiosas y únicas serán las recompensas."
"TID_RESEARCH_ITEM_START_RESEARCH","INICIAR INVESTIGACIÓN"
"TID_RESEARCH_ITEM_VIEW_RESULTS","VER RESULTADOS"
"TID_RESEARCH_ITEM_RUSH","FINALIZAR AHORA"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","¿Terminar de investigar este artefacto ahora?"
"TID_RESEARCH_REWARDS_LABEL_XP","EXP GANADA:"
"TID_RESEARCH_REWARDS_LABEL_CREDITS","CRÉDITOS GANADOS:"
"TID_RESEARCH_REWARDS_LABEL_FUEL","HIDRÓGENO GANADO:"
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","¡NUEVO MÓDULO DISPONIBLE PARA INVESTIGAR!"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","PLANOS DEL MÓDULO RECUPERADOS:"
"TID_RESEARCH_ITEM_SALVAGE","RESCATAR"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","¿Quieres destruir este artefacto para recibir una pequeña recompensa de créditos e hidrógeno?"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","Rescatar todos los artefactos de las naves atracadas"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","¿Seguro que quieres rescatar todos los artefactos de las naves atracadas? Recibirás los recursos siguientes:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_TECH_DLG_TITLE","TECNOLOGÍA"
"TID_MODULE_DETAILS_LOCKED_LABEL","BLOQUEADO"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","DESBLOQUEAR"
"TID_BUY_ARTIFACT_DLG_TITLE","COMPRAR ARTEFACTO"
"TID_BUY_ARTIFACT_DLG_HINT","Selecciona un artefacto para una ranura vacía de tu estación de investigación."
"TID_BUY_ARTIFACT_YIELD_BONUS","Los artefactos que compres aquí producirán un {0} % de recompensas extra al investigarlos."
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","La investigación generará <color>{0}</color> planos para módulos de armas y escudos."
"TID_BUY_ARTIFACT_CONFIRM","¿Comprar este artefacto ahora?"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","La investigación generará <color>{0}</color> planos para módulos de comercio y extracción."
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","La investigación generará <color>{0}</color> planos para módulos de asistencia."
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","No se puede comprar el artefacto porque no hay una ranura de almacenamiento disponible."
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Se necesita un escáner de estrellas rojas de nivel {0} para comprar este artefacto. "
"TID_SHIP_UPGRADE_DLG_TITLE","MÓDULOS"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALAR"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","MEJORAR"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Espera a que la nave deje de moverse para iniciar una mejora."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","No puedes instalar un módulo dos veces."
"TID_MODULE_ONLY_FOR_BS","Este módulo solo puede instalarse en una nave de combate."
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","El módulo ya está instalado."
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","FINALIZAR AHORA"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","BONIF. RECOMPENSA DEL ENVÍO"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","RANURAS EXTRA"
"TID_MODULE_MINERAL_STORAGE_STAT","ALMACENAMIENTO EXTRA"
"TID_MODULE_MINING_SPEED_STAT","VELOCIDAD DE EXTRACCIÓN"
"TID_MODULE_COOLDOWN_STAT","ENFRIAMIENTO"
"TID_MODULE_AOE_STAT","DAÑO DE ÁREA"
"TID_MODULE_REPAIR_STAT","PV REPARADOS"
"TID_MODULE_TIME_WARP_STAT","FACTOR TEMPORAL"
"TID_MODULE_RED_STAR_EXTENSION_STAT","AMPLIACIÓN VITAL"
"TID_MODULE_INSTALL_PRICE_STAT","PRECIO DE INSTALACIÓN"
"TID_MODULE_MAX_TARGETS","OBJETIVOS MÁX."
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","RECOMPENSA DE BONIF."
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","VELOCIDAD DE VIAJE"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","USO DE HIDRÓGENO ADICIONAL"
"TID_MODULE_DESCR_ACTIVATION_COST","COSTE DE ACTIVACIÓN"
"TID_MODULE_DESCR_DPS","DAÑO POR SEGUNDO"
"TID_MODULE_DESCR_DPS_PER_HR","DAÑO POR HORA"
"TID_MODULE_DESCR_DPADT","DAÑO EXTRA"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/enemigo"
"TID_MODULE_DESCR_MAX_DPS","DAÑO MÁX. POR SEGUNDO"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","DEMORA DE CAMBIO DE OBJETIVO"
"TID_MODULE_DESCR_MAX_DPS_HR","DAÑO MÁXIMO POR HORA"
"TID_MODULE_DESCR_MAX_DPS_TIME","TIEMPO HASTA DAÑO MÁX."
"TID_MODULE_SALVAGE_HULL_DESCR","CASCO REPARADO POR NAVE DESTRUIDA"
"TID_MODULE_DESCR_UNITY","AUMENTO DE DAÑO POR JUGADOR"
"TID_MODULE_UNITY_MAX_INCREASE","AUMENTO DE DAÑO MÁXIMO"
"TID_MODULE_DESCR_UNITY_MINER","AUMENTO DE VEL. POR JUGADOR"
"TID_MODULE_SPEED_INCR_ACTIVATION","AUMENTO DE VELOCIDAD"
"TID_MODULE_DAMAGE_REDUCTION_PCT","REDUCCIÓN DE DAÑO"
"TID_MODULE_SHIELD_STRENGTH_STAT","FUERZA DE ESCUDO"
"TID_MODULE_MIRROR_DAMAGE_STAT","DAÑO REFLEJADO"
"TID_MODULE_ATTACK_RANGE_DESCR","DISTANCIA DE ATAQUE"
"TID_MODULE_EFFECT_RANGE_DESCR","DISTANCIA DE EFECTO"
"TID_MODULE_EFFECT_DURATION_DESCR","DURACIÓN DE EFECTO"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PORCENTAJE CARGADO"
"TID_MODULE_TRADEBURST_THRESHOLD","UMBRAL"
"TID_MODULE_TRADEBURST_BONUS","RECOMPENSA DE BONIF."
"TID_MODULE_BONUS_PER_SHIPMENT","BONIFICACIÓN POR ENVÍO EXTRA"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","ENVÍOS MÁXIMOS"
"TID_SHIP_MODULE_TITLE","{1} de nivel {0}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Comercio"
"TID_SHIP_MODULE_SLOT_TYPE_1","Extracción"
"TID_SHIP_MODULE_SLOT_TYPE_2","Asistencia"
"TID_SHIP_MODULE_SLOT_TYPE_3","Arma"
"TID_SHIP_MODULE_SLOT_TYPE_4","Escudo"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","EN CONSTRUCCIÓN"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","MEJORAR"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","REEMPLAZAR"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","RANURA DE MÓDULO VACÍA"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALAR MÓDULO NUEVO"
"TID_ADD_MODULE_DLG_TITLE","INSTALAR MÓDULO"
"TID_ADD_MODULE_DLG_PROMPT","Selecciona un módulo para instalarlo en esta ranura."
"TID_UNINSTALL_MODULE_LABEL","DESINSTALAR"
"TID_UNINSTALL_MODULE_CONFIRM","¿Seguro que quieres desinstalar el módulo de esta ranura?"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","YA ESTÁ INSTALADO"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","EXP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","NIVEL {0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Tipo de módulo compatible:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Esta nave obtiene EXP al entregar envíos y artefactos.\n\nLlena la barra de EXP para subir de nivel y desbloquear una ranura de módulos."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Esta nave obtiene EXP al recoger y entregar hidrógeno.\n\nLlena la barra de EXP para subir de nivel y desbloquear una ranura de módulos."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Esta nave obtiene EXP al infligir daño a otras naves.\n\nLlena la barra de EXP para subir de nivel y desbloquear una ranura de módulos."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","AÑADIR RANURA"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Esta nave está al nivel de mejora máximo."
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Este módulo está al nivel de mejora máximo."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Orden fallida: Nivel de módulo incorrecto"
"TID_MODULE_TYPE","TIPO"
"TID_MODULE_TYPE_PASSIVE","Pasivo"
"TID_MODULE_TYPE_ACTIVATED","Activado"
"TID_MODULE_SHIELD_REGEN_DELAY","DEMORA EN LA REGENERACIÓN"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TIEMPO DE REGENERACIÓN COMPLETA"
"TID_MODULE_MASS_BATTERY","BATERÍA MÚLTIPLE"
"TID_MODULE_MASS_BATTERY_DESCR","Dispara simultáneamente a varios enemigos al alcance."
"TID_MODULE_DUAL_LASER","LÁSER DUAL"
"TID_MODULE_DUAL_LASER_DESCR","Dispara un rayo láser contra un máximo de dos enemigos al alcance. El daño aumenta con el tiempo si ambos rayos están activos."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Investiga más artefactos para desbloquear módulos que se pueden instalar en esta ranura."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Puedes desbloquear módulos para instalarlos en esta ranura, en la ventana Tecnología."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>Abrir ventana Tecnología</a>"
"TID_MODULE_LEAP_DISABLE_STAT","TIEMPO DE DESACTIVACIÓN"
"TID_MODULE_CRUNCH_MAX_AMOUNT","CANTIDAD MÁXIMA"
"TID_MODULE_TRIGGER_TIME","TIEMPO DE ACTIVACIÓN"
"TID_MODULE_PROJECTILE_DAMAGE","DAÑO DE EXPLOSIÓN"
"TID_MODULE_PROJECTILE_DAMAGERANGE","ALCANCE DE EXPLOSIÓN"
"TID_MODULE_SECONDARY_DAMAGE","DAÑO NEUTRALIZADO"
"TID_MODULE_SECONDARY_RANGE","DISTANCIA DE DAÑO NEUTRALIZADO"
"TID_MODULE_ENRICH_INCREASE","AUMENTO DE HIDRÓGENO"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","CANTIDAD MÁXIMA DE ENRIQUECIMIENTO"
"TID_MODULE_RUSH_SPEED_INCR","AUMENTO DE VELOCIDAD"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0} % / ENVÍO"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","NUEVOS ASTEROIDES MÁX."
"TID_MODULE_GENESIS_MAX_HYDRO","NUEVO HIDRÓGENO MÁX."
"TID_OFFLOAD_MODULE_PAYOFF","PAGO"
"TID_DESTINY_DISABLE_DURATION","DESHABILITAR DURACIÓN"
"TID_MODULE_ACTIVATION_PREP_TIME","DEMORA DE ACTIVACIÓN"
"TID_MODULE_SECTOR_COOLDOWN","ENFRIAMIENTO DE SECTOR"
"TID_MODULE_HULL_THRESHOLD_STAT","UMBRAL FUERZA DEL CASCO"
"TID_DISPATCH_PREP_TIME","TIEMPO DE PREPARACIÓN POR OBJETO"
"TID_REQUIRED_HYDROGEN","HIDRÓGENO NECESARIO"
"TID_JUMP_DLG_TITLE","CONFIRMAR SALTO"
"TID_JUMP_DLG_INFO_SINGLE","¿Hacer saltar la nave seleccionada al sistema estelar enlazado?"
"TID_JUMP_DLG_INFO_ALL","¿Hacer saltar {0} naves atracadas en el sistema estelar enlazado?"
"TID_JUMP_FLAGSHIP","¿Quieres que la nave insignia salte desde esta estrella blanca?"
"TID_JUMP_DLG_JUMP_ALL","Haz saltar a todas las naves atracadas."
"TID_JUMP_DLG_FOLLOW_PROMPT","Sigue hasta la estrella objetivo."
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Todos los envíos que lleves se perderán durante el salto. ¿Seguro que quieres continuar con el salto?"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","INICIAR ESCANEO"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","ESCANEAR AHORA"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITAR"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponible"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","ESTRELLA DETECTADA"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA EN {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Puedes enviar naves a través de esta estación para recuperar artefactos en la estrella roja detectada.\n\nTen cuidado: Las naves, que no consigan volver antes de que la estrella se convierta en supernova, se perderán para siempre."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","ESCANEANDO EN BUSCA DE LA ESTRELLA ROJA (NIVEL {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDONAR"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","¿Seguro que quieres abandonar esta estrella? Perderás el acceso a ella permanentemente."
"TID_MISSIONS_DLG_ABANDON_FAIL","Todavía tienes naves en esta estrella. No puedes abandonarla hasta que las naves vuelvan a tu estrella natal."
"TID_MISSIONS_DLG_NEW_SCAN_TIME","El escáner se está enfriando. Nuevo escaneo disponible en:"
"TID_MISSIONS_DLG_SCANNER_READY","LISTO PARA ESCANEAR"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","NIVEL DE ESTRELLA:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","TIPO DE BÚSQUEDA:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","Pública"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","Cualquiera puede unirse a esta estrella roja."
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","Privada"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","Solo los miembros de la corporación pueden unirse a esta estrella roja. El escaneo se publicará en el chat de la corporación."
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>Únete a una corporación</a> para desbloquear estrellas rojas privadas."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Tiempo restante máx.: "
"TID_MISSIONS_DIALOG_SEARCH_HINT","Este escáner te permite encontrar estrellas rojas lejanas. Estas estrellas tienen una esperanza de vida muy corta, albergan artefactos valiosos que puedes investigar y que suelen estar custodiados por fuerzas de Cerbero."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","No puedes recibir más influencia con este nivel de la estrella roja."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","No puedes recibir más influencia con este nivel de la estrella roja. Mejora el escáner para obtener acceso a estrellas de más nivel que te darán más influencia."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Destruye suficientes naves Cerbero y recupera artefactos en esta estrella roja para recibir {0}-{1} de influencia."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Cada jugador recibe sus propios artefactos en las estrellas rojas. No puedes robar los artefactos de otros jugadores. La mejor estrategia es derrotar a las fuerzas de Cerbero juntos."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","No hay combates entre las naves del jugador en las estrellas rojas. Tus naves de combate solo dispararán contra las fuerzas de Cerbero."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Si mejoras el escáner de estrellas rojas, encontrarás estrellas rojas de más nivel. Las estrellas de más nivel albergan mejores artefactos, pero están custodiadas por fuerzas de Cerbero."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Usa la ventana Chat para coordinar estrategias con otros jugadores. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Aunque recuperar artefactos es la meta principal, las estrellas rojas también son ricas en campos de asteroides. Asegúrate de que tus naves mineras estén fuera de peligro o protégelas con tus naves de combate."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Las misiones de estrellas rojas son una buena forma de ganar influencia. Os servirá a tu corporación y a ti para escalar por los marcadores."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Es buena idea mover algunas naves al escáner de estrellas rojas mientras la búsqueda está en curso. Así, podrás hacerlas saltar en cuanto encuentres la estrella sin perder tu valioso tiempo."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Comprueba que tienes suficiente hidrógeno en tu imperio para que todas tus naves salten a la estrella roja y estén a salvo."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Pon las naves de combate intactas en primera fila para que reciban la mayor parte del fuego enemigo y protege a las más vulnerables detrás."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Algunos módulos funcionan mejor si las naves de otros jugadores están cerca."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Solo puede haber un artefacto cargando en una nave de transporte a la vez."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Cuanto mayor sea el artefacto, más recursos y planos proporcionará al investigarlo."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Los artefactos de orbe contienen planos para módulos de escudos y armas que puedes instalar en naves de combate."
"TID_MISSIONS_DLG_SEARCHING_HINT_14","Los artefactos de cristal azul contienen planos para módulos que aumentan la eficiencia de tus naves mineras y de transporte."
"TID_MISSIONS_DLG_SEARCHING_HINT_15","Los artefactos de tetrahedro contienen planos para módulos de asistencia potentes que se equipan en naves mineras, de combate y transporte."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","No puede iniciarse una búsqueda de estrellas rojas durante el mantenimiento programado del servidor."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","ÚLTIMOS RESULTADOS DE ESTRELLAS ROJAS"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","CERRAR"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","No has participado en operaciones de esta estrella."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","A raíz de tu actividad en esta estrella roja, has aumentado tu influencia."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Tu actividad en esta estrella roja es insuficiente para aumentar tu influencia."
"TID_MISSIONS_DLG_VIEW_REPLAY","VER REPETICIÓN"
"TID_MISSIONS_DLG_SHARE_REPLAY","COMPARTIR REP."
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","¿Seguro que quieres compartir esta repetición con tu corporación?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Se ha compartido tu repetición."
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RECOMPENSAS DE INFLUENCIA"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Cada estrella roja puede otorgar o quitar puntos de influencia. Para ganar influencia, destruye suficientes naves Cerbero y recoge artefactos para alcanzar el umbral de puntos que se muestra bajo el icono de la estrella."
"TID_RS_INFLUENCE_REWARD_VICTORY","VICTORIA"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DERROTA"
"TID_RS_CURRENT_INFLUENCE","INFLUENCIA ACTUAL"
"TID_RS_INFLUENCE_GAIN_SLOW","Estás ganando influencia a una velocidad reducida. Mejora tu escáner de estrellas rojas para avanzar más rápido."
"TID_BS_SCANNER_BRING_SHIP","Trae una nave de combate a esta estación para poder escanear en busca de estrellas azules."
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","Trae una nave de combate a esta estación o reconstruye una usada anteriormente:"
"TID_BS_SCANNER_CONFIRM_REBUILD","¿Reconstruir una nueva nave de combate con un diseño ya usado?"
"TID_BS_SCANNING","BUSCANDO ESTRELLAS AZULES"
"TID_BS_LAST_RESULTS","RESULTADOS ESTRELLAS AZULES (ÚLT.)"
"TID_BS_FINAL_POSITIONS","POSICIONES FINALES"
"TID_BS_NO_WINNER","NINGÚN GANADOR"
"TID_BS_BOT_SHIP_NAME","Nave solitaria"
"TID_BS_SHIP_JUMP_INFO","Tu nave saltará automáticamente al descubrirse una estrella azul."
"TID_BS_CREDIT_REWARD_TITLE","RECOMPENSA CRÉDITOS"
"TID_BS_CREDIT_REWARD_DISABLED","Tu nave de combate no es compatible con la recompensa de créditos porque tiene instalado SANTUARIO.\n\nReemplaza SANTUARIO por otro módulo para tener más posibilidades de ganar la estrella azul y recibir recompensas de créditos, sea cual sea el resultado."
"TID_BS_CREDIT_REWARD_DESCR","La recompensa de créditos equivale a un {0} % del coste de reconstrucción de la nave de combate enviada a la estrella azul.\n\nSi pierdes la nave en la estrella azul, siempre recibirás la recompensa. También la recibirás por la primera victoria de estrella azul cada {1}."
"TID_BS_CREDIT_REWARD_1ST_ACTIVE","Recibirás toda la recompensa de créditos sin importar el resultado de la próxima misión de estrella azul."
"TID_BS_CREDIT_REWARD_1ST_INACTIVE","No recibirás ninguna recompensa de créditos si ganas la próxima misión de estrella azul. Recibirás la recompensa incluso si pierdes tu nave. La próxima oportunidad para ganar recompensas de créditos ocurrirá en {0}."
"TID_BS_CANT_SEARCH_MAINTENANCE","No puedes iniciar una nueva búsqueda de estrellas azules con el mantenimiento planeado tan cerca."
"TID_BS_HYDRO_REWARD_TITLE","RECOMPENSA DE HIDRÓGENO"
"TID_BS_HYDRO_REWARD_INFO","El hidrógeno obtenido depende de tu posición final en la estrella azul y de la capacidad máxima de almacenamiento de tu imperio. Además, hay una cantidad máxima de hidrógeno que puedes ganar cada día."
"TID_BS_HYDRO_REWARD_PROGRESS","Has ganado {0}/{1} de hidrógeno por hoy."
"TID_BS_HYDRO_REWARD_FULL","Volverás a ganar recompensas de hidrógeno en estrellas azules en {0}."
"TID_BS_FRAGMENTS_REWARD_TITLE","FRAGMENTOS DE ESTRELLA AZUL"
"TID_BS_FRAGMENTS_REWARD_DESCR","En cada misión conseguirás fragmentos de estrella azul según tu posición final. Consigue estos fragmentos para activar la estación del relé de envíos, subir en los marcadores de las estrellas azules y recibir recompensas garantizadas de cristales al acabar cada temporada.\n\nPara más información, <a name=''__bsldb''>mira los marcadores de las estrellas azules</a>."
"TID_BS_SEASON_AWARD","¡Fin de temporada de eventos de estrellas azules! Tienes {0} fragmentos de estrella azul de más y has ganado <quad class=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_AWARD","¡Fin de temporada de eventos de estrellas blancas! Tu puntuación es superior a {0}, por lo que recibes <quad class=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","¡Fin de temporada de eventos de estrellas azules! Estás en el {0}.º puesto de los marcadores y has recibido <quad class=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","¡Fin de temporada de eventos de estrellas blancas! Estás en la {0}.ª posición de los marcadores y has recibido <quad class=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","POSICIÓN FINAL:"
"TID_BS_REWARDS_RECEIVED","RECOMPENSAS RECIBIDAS"
"TID_BS_PARTICIPATING_SHIP","NAVE PARTICIPANTE"
"TID_BS_REWARDS_OVERFLOW","Podrías perder ciertas recompensas por problemas de capacidad. Asegúrate de tener suficientes créditos y capacidad para hidrógeno antes de iniciar la búsqueda."
"TID_BS_SEARCHING_HINT_1","Las estrellas azules implosionan constantemente. Mantente en la zona segura, hacia el centro de la estrella. Las naves que estén en la zona roja implosiva serán destruidas instantáneamente."
"TID_BS_SEARCHING_HINT_2","No entres en el sector central que contiene la estrella azul a menos que sea totalmente necesario. La estrella azul infligirá un daño constante a todas las naves dentro de su sector."
