"TID_INTRO_MESSAGE_TITLE","BIENVENUE DANS HADES' STAR"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","CARGAISONS MAX"
"TID_SHIP_MODULE_TITLE","{0} niveau {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Transport"
"TID_SHIP_MODULE_SLOT_TYPE_1","Forage"
"TID_SHIP_MODULE_SLOT_TYPE_2","Combat"
"TID_SHIP_MODULE_SLOT_TYPE_3","Arme"
"TID_SHIP_MODULE_SLOT_TYPE_4","Bouclier"
"TID_SHIP_MODULE_SLOT_TYPE_5","Drone"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","EN CONSTRUCTION"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","AMÉLIORER"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","REMPLACER"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","EMPL. DE MODULE VIDE"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALLER UN NOUVEAU MODULE"
"TID_ADD_MODULE_DLG_TITLE","INSTALLER UN MODULE"
"TID_ADD_MODULE_DLG_PROMPT","Sélectionnez un module à installer dans cet emplacement."
"TID_UNINSTALL_MODULE_LABEL","DÉSINSTALLER"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","DÉJÀ INSTALLÉ"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","EXP : {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","NIVEAU {0} / {1}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Type de module compatible :"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Ce vaisseau gagne de l'EXP en livrant des cargaisons et des artéfacts.\n\nRemplissez la jauge d'EXP pour le faire passer au niveau suivant et débloquer un nouvel emplacement de module."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Ce vaisseau gagne de l'EXP en récupérant et en livrant de l'hydrogène.\n\nRemplissez la jauge d'EXP pour le faire passer au niveau suivant et débloquer un nouvel emplacement de module."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Ce vaisseau gagne de l'EXP en infligeant des dégâts aux autres vaisseaux.\n\nRemplissez la jauge d'EXP pour le faire passer au niveau suivant et débloquer un nouvel emplacement de module."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","AJOUTER EMPL."
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Ce vaisseau est déjà au niveau d'amélioration maximum."
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Ce module est déjà au niveau d'amélioration maximum."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Échec de l'ordre : Niveau de module erroné"
"TID_MODULE_TYPE","TYPE"
"TID_MODULE_TYPE_PASSIVE","Passif"
"TID_MODULE_TYPE_ACTIVATED","Activable"
"TID_MODULE_SHIELD_REGEN_DELAY","DÉLAI DE RÉGÉNÉRATION"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TEMPS DE RÉGÉNÉRATION COMPLET"
"TID_MODULE_MASS_BATTERY","BATTERIE MULTIPLE"
"TID_MODULE_MASS_BATTERY_DESCR","Tire simultanément sur plusieurs ennemis à portée."
"TID_MODULE_DUAL_LASER","DOUBLE LASER"
"TID_MODULE_DUAL_LASER_DESCR","Tire des rayons laser sur jusqu'à deux ennemis à portée. Les dégâts augmentent progressivement si les deux rayons sont actifs."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Recherchez d'autres artéfacts pour débloquer des modules à installer dans cet emplacement."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Déverrouillez des modules à installer dans cet emplacement dans la fenêtre de MODULES."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","Ouvrez la fenêtre de MODULES"
"TID_MODULE_LEAP_DISABLE_STAT","DURÉE DE DÉSACTIVATION"
"TID_MODULE_CRUNCH_MAX_AMOUNT","QUANTITÉ MAX"
"TID_MODULE_TRIGGER_TIME","TEMPS D'ACTIVATION"
"TID_MODULE_PROJECTILE_DAMAGE","DÉGÂTS D'EXPLOSION"
"TID_MODULE_PROJECTILE_DAMAGERANGE","PORTÉE D'EXPLOSION"
"TID_MODULE_SECONDARY_DAMAGE","DÉGÂTS NEUTRALISÉS"
"TID_MODULE_SECONDARY_RANGE","PORTÉE DES DÉGÂTS NEUTRALISÉS"
"TID_MODULE_ENRICH_INCREASE","AUGMENTATION D'HYDROGÈNE"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","QUANTITÉ D'ENRICHISSEMENT MAX"
"TID_MODULE_RUSH_SPEED_INCR","AUGMENTATION DE VITESSE"
"TID_MODULE_RUSH_HYDRO_REDUCT","REMISE SUR L'HYDROGÈNE"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT_WS","+{0} % / RELIQUE"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","NOUVEAUX ASTÉROÏDES MAX"
"TID_MODULE_GENESIS_MAX_HYDRO","NOUVEAU HYDROGÈNE MAX"
"TID_MODULE_GENESIS_WS_PLANET_MOD","MODIFICATEUR DE PLANÈTE DE NIVEAU {0}"
"TID_DESTINY_DISABLE_DURATION","DURÉE DE DÉSACTIVATION"
"TID_MODULE_ACTIVATION_PREP_TIME","Délai d'activation"
"TID_MODULE_ACTIVATION_PREP_TIME_LEAP","DÉLAI DE TÉLÉPORTATION"
"TID_MODULE_SECTOR_COOLDOWN","TEMPS DE RÉCUPÉRATION DU SECTEUR"
"TID_MODULE_USES_TILL_COOLDOWN","UTILISATIONS AVANT TEMPS DE RÉCUPÉRATION"
"TID_MODULE_HULL_THRESHOLD_STAT","SEUIL D'INTÉGRITÉ DE COQUE"
"TID_DISPATCH_PREP_TIME","TEMPS DE PRÉPARATION PAR OBJET"
"TID_DISPATCH_PREP_TIME_FIXED","TEMPS DE PRÉPARATION"
"TID_REQUIRED_HYDROGEN","HYDROGÈNE REQUIS"
"TID_MODULE_SWAP_TEXT","ÉCHANGE"
"TID_MODULE_RELIC_DRONE_CAPACITY","CAPACITÉ DE RELIQUES"
"TID_MODULE_RELIC_DRONE_SPEED","TEMPS DE CHARGEMENT PAR RELIQUE"
"TID_MODULE_SUPPORT_ADDITIONAL_DPS","DÉGÂTS AJOUTÉS (SOUTIEN)"
"TID_MODULE_SUPPORT_ADDITIONAL_RANGE","PORTÉE AJOUTÉE (SOUTIEN)"
"TID_MODULE_MAX_LINK_RANGE","PORTÉE MAX DE SOUTIEN"
"TID_MODULE_INSTALLED_LABEL","MODULE INSTALLÉ"
"TID_MODULE_IMPULSE_SPEEDUP","BONUS DE VITESSE D'IMPULSION"
"TID_MODULE_ARTIFACT_BOOST_BONUS","BONUS DE RECHERCHE AJOUTÉ"
"TID_MODULE_ONBOARD_HYDRO_USE","HYDROGÈNE UTILISÉ À BORD"
"TID_MOD_REP_DRONE_REP_EXPIRE","MONTANT DE RÉPARATION DE BASE"
"TID_MOD_REP_DRONE_REP_COMBAT","MONTANT DE RÉPARATION MAX"
"TID_MOD_REP_DRONE_RANGE","PORTÉE DE RÉPARATION"
"TID_MODULE_ROCKET_STATS","STATS DE LA ROQUETTE TIRÉE"
"TID_MODULE_STAT_TELEPORT_DAMAGE","DÉGÂTS DE TÉLÉPORTATION"
"TID_JUMP_DLG_TITLE","CONFIRMER SAUT"
"TID_JUMP_DLG_INFO_SINGLE","Envoyer le vaisseau sélectionné vers le système stellaire relié ?"
"TID_JUMP_DLG_INFO_ALL","Envoyer {0} vaisseaux amarrés vers le système stellaire relié ?"
"TID_JUMP_FLAGSHIP","Faire sauter le vaisseau amiral pour quitter cette étoile blanche ?"
"TID_JUMP_DLG_JUMP_ALL","Envoyer tous les vaisseaux amarrés"
"TID_JUMP_DLG_FOLLOW_PROMPT","Suivre jusqu'à l'étoile cible"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Toutes les cargaisons transportées seront perdues lors du saut. Voulez-vous vraiment exécuter le saut ?"
"TID_JUMP_ALL_CARGO_LOST_CONFIRM","Toute cargaison à bord du vaisseau de transport sera perdue lors du saut. Continuer ?"
"TID_JUMP_DLG_JUMP_BATTLESHIPS","Téléportez les cuirassés"
"TID_JUMP_DLG_BRING_SHIPS","Amenez des vaisseaux à cette station."
"TID_JUMP_DLG_SELECT_SHIPS","Sélectionnez les vaisseaux pour effectuer le saut :"
"TID_JUMP_RS_DLG_HYDRO_HINT","Le coût en hydrogène d'un saut de vaisseau vers une étoile rouge dépend du type du vaisseau, du niveau de l'étoile rouge, et du nombre de vaisseaux du même type qui ont effectué un saut vers la même étoile rouge."
"TID_JUMP_RS_DLG_HYDRO_WARNING","Le coût en hydrogène pour ce saut de vaisseau sera augmenté, car plusieurs autres vaisseaux du même type ont effectué un saut vers la même étoile rouge. Faites attention à vos réserves d'hydrogène."
"TID_RS_DIALOG_NEW_STAR_TAB","SCANNER"
"TID_RS_DIALOG_EXISTING_STAR_TAB","EN COURS"
"TID_RS_DIALOG_FEATURED_STAR_TAB","REPLAYS"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","LANCER LE SCAN"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","SCANNER IMMÉDIATEMENT"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITER"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponible"
"TID_RS_DIALOG_SCANNING_FOR_STAR_TITLE","ÉTOILE CIBLE"
"TID_RS_DIALOG_STAR_LEVEL","NIVEAU"
"TID_RS_DIALOG_ARTIFACT_BONUS","BONUS D'ARTÉFACT"
"TID_RS_DIALOG_DARK_STAR_TOGGLE","ÉTOILE ROUGE SOMBRE"
"TID_RS_DIALOG_DARK_STAR_TOGGLE_DESCR","Les étoiles rouges sombres possèdent de meilleurs artéfacts, mais sont plus difficiles et risquées pour les vaisseaux que vous envoyez. Entraînez-vous avec des étoiles rouges normales avant d'essayer des étoiles rouges sombres."
"TID_RS_DIALOG_DRS_BOOST_TOGGLE","DÉSACTIVER LES ARTEFACTS RICHES"
"TID_RS_DIALOG_DRS_BOOST_TOGGLE_DESCR","Activer ce paramètre désactivera instantanément les Artefacts Riches dans les Étoiles Rouges Foncées, même si vous rejoignez une Étoile Rouge Fonçée depuis un autre écran. Utilisez-le pour contrôler le moment exact où vous souhaitez que vos Artefacts Riches quotidiens apparaissent."
"TID_RS_DIALOG_PUBLIC_TOGGLE","ÉTOILE PUBLIQUE"
"TID_RS_DIALOG_PUBLIC_TOGGLE_DESCR","Les étoiles publiques apparaîtront dans la liste EN COURS et tout le monde pourra les rejoindre. Elles peuvent également être choisies pour la liste des replays à l'honneur.\n\nSi vous choisissez de ne pas rendre votre étoile rouge publique, vous pourrez quand même inviter vos amis sur votre étoile. Vous pouvez également la publier sur la page de discussion de votre corporation, ce qui permettra aux membres de cette dernière de la rejoindre."
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE","PUBLIER DANS LA CORPORATION"
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE_DESCR","Si elle est sélectionnée, la recherche d'étoile rouge sera publiée sur la page de discussion de votre corporation. Tous les membres de cette dernière pourront la rejoindre."
"TID_MISSIONS_DLG_RED_STAR_DETECTED","ÉTOILE DÉTECTÉE"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA DANS {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Vous pouvez envoyer des vaisseaux dans cette station pour récupérer des artéfacts sur l'étoile rouge détectée.\n\nMais attention : tout vaisseau n'ayant pas quitté la zone avant que l'étoile ne devienne une supernova sera perdu à tout jamais."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","RECHERCHE D'ÉTOILE ROUGE\n(NIVEAU {0})"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_DARK_RED_STAR","RECHERCHE D'ÉTOILE ROUGE SOMBRE\n(NIVEAU {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDONNER"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Voulez-vous vraiment abandonner cette étoile ? Vous ne pourrez plus jamais y accéder."
"TID_MISSIONS_DLG_ABANDON_FAIL","Vous avez toujours des vaisseaux dans cette étoile. Vous ne pouvez pas l'abandonner tant que vos vaisseaux ne sont pas retournés dans votre étoile d'origine."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Temps restant maximum : "
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","Vous ne pouvez plus recevoir de PUISSANCE IMPÉRIALE d'une étoile rouge de ce niveau."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","Vous ne pouvez plus recevoir d'influence d'une étoile rouge de ce niveau. Améliorez le scanner pour avoir accès à des étoiles de niveau supérieur pouvant vous donner davantage d'influence."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Détruisez assez de vaisseaux Cerbères et récupérez des artéfacts sur cette étoile rouge pour recevoir {0}-{1} de PUISSANCE IMPÉRIALE."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Sue les étoiles rouges, chaque joueur obtient ses propres artéfacts. Vous ne pouvez pas voler les artéfacts des autres joueurs. Vaincre les forces Cerbères en équipe est la meilleure stratégie."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","Il est impossible de combattre un autre joueur dans les étoiles rouges. Vos cuirassés feront uniquement feu sur les forces Cerbères."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Améliorez votre scanner d'étoile rouge pour trouver des étoiles rouges de niveau supérieur. Les étoiles de haut niveau contiennent de meilleurs artéfacts mais sont également protégées par des forces Cerbères plus puissantes."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Utilisez la fenêtre de discussion pour établir des tactiques avec les autres joueurs. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Même si la récupération d'artéfacts reste le but principal, les étoiles rouges comportent également de nombreuses ceintures d'astéroïdes. Mais attention à ne pas mettre votre vaisseau de forage en danger ! Utilisez un cuirassé pour le protéger."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Participer aux missions d'étoile rouge est un excellent moyen de gagner de l'influence, élément qui vous aide à grimper au classement, de même que votre corporation."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Il est conseillé de placer quelques vaisseaux près du scanner d'étoile rouge pendant que la recherche est en cours. Cela permet de ne pas perdre de temps et de faire un saut immédiat lorsqu'une étoile est découverte."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Gardez un œil sur les réserves d'hydrogène de votre empire et assurez-vous d'en avoir assez pour envoyer tous vos vaisseau vers l'étoile rouge et surtout les faire revenir."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Placez vos cuirassés en parfait état au front pour qu'ils subissent un maximum de tirs ennemis et protègent les vaisseaux vulnérables derrière eux."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Certains modules fonctionnent mieux lorsqu'il y a des vaisseaux d'autres joueurs à proximité."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Vous ne pouvez avoir qu'un artéfact chargé dans un vaisseau de transport à la fois."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Plus l'artéfact est gros, plus il vous fournira de ressources et de plans lors de la recherche."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Chaque type d'artéfact correspond à une catégorie de module. Pensez à cibler les planètes sur lesquelles se trouvent les types d'artéfacts correspondants aux modules que vous cherchez à déverrouiller ou à améliorer."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Impossible de lancer une nouvelle recherche d'étoile rouge pendant la maintenance du serveur."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","RÉSULTATS DE LA DERNIÈRE ÉTOILE ROUGE"
"TID_RS_HYDRO_SPENT_AREA","HYDROGÈNE DÉPENSÉ"
"TID_RS_HYDRO_SPENT_AREA_HINT","La quantité totale d'hydrogène dépensée au cours de votre dernier voyage sur une étoile rouge comparée à votre stockage total d'hydrogène."
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","FERMER"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","Vous n'avez pas participé aux opérations pour cette étoile."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Vous avez augmenté votre PUISSANCE IMPÉRIALE grâce à votre activité dans cette étoile rouge."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Votre activité dans cette étoile rouge n'a pas été suffisante pour augmenter votre PUISSANCE IMPÉRIALE."
"TID_MISSIONS_DLG_VIEW_REPLAY","VOIR REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY","PARTAGER REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Voulez-vous vraiment partager ce replay avec votre corporation ?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Votre replay a été partagé"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RÉCOMPENSES DE PUISSANCE IMPÉRIALE"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Chaque étoile rouge peut octroyer ou retirer des points d'influence. Pour gagner de l'influence, détruisez suffisamment de vaisseaux Cerbère et prenez le nombre d'artéfacts nécessaires pour atteindre le seuil affiché sous les icônes d'étoiles."
"TID_RS_DIALOG_ARTIFACT_BONUS_HINT","Le bonus de rendement de base qui sera ajouté aux artéfacts trouvés dans les étoiles rouges que vous créez ou rejoignez. Des modules spéciaux peuvent appliquer des bonus supplémentaires au cours d'une étoile rouge.\n\nUtilisez le bonus de rendement pour récupérer des plans de modules plus rapidement."
"TID_RS_INFLUENCE_REWARD_VICTORY","VICTOIRE"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DÉFAITE"
"TID_RS_INFLUENCE_GAIN_SLOW","Vous gagnez de la PUISSANCE IMPÉRIALE à un taux réduit. Améliorez votre scanner d'étoile rouge pour progresser plus rapidement."
"TID_RS_NO_ARTIFACT_BONUS_WARNING","Les artéfacts que vous trouvez sur les étoiles rouges n'octroient pas de bonus de rendement. Rejoignez une corporation de niveau 2 ou supérieur pour gagner des bonus grâce à votre recherche d'artéfact."
"TID_RS_NO_ARTIFACT_BONUS_FROM_COOLDOWN","Rejoindre une autre corporation désactivera le bonus d'artéfact pendant {0}."
"TID_RS_NO_DRS_BONUS_WARNING","Le bonus supplémentaire d'artéfact d'étoile rouge sombre est exclusivement disponible au cours du premier scan d’étoile rouge sombre de la journée. Le bonus d'étoile rouge sombre sera à nouveau disponible dans {0}."
"TID_RS_DRS_BONUS_DISABLED","Le bonus supplémentaire d’Artefacts d’Étoile Rouge Fonçée a été désactivé manuellement. Réactivez-le à partir de la case à cocher ci-dessous."
"TID_RS_CROID_2X_EVENT_ACTIVE","ÉVÈNEMENT DE CEINTURE D'ASTÉROÏDES RICHE"
"TID_RS_CROID_2X_EVENT_TITLE","ÉVÈNEMENT ACTIF"
"TID_RS_CROID_2X_EVENT_DESCR","Les ceintures d'astéroïdes riches créées rapportent le double de récompense de crédits durant cet évènement !\n\nFin de l'évènement dans : {0}"
"TID_RELIC_DRONE_EVENT_ACTIVE","ÉVÈNEMENT DE DRONE RELIQUE"
"TID_RELIC_DRONE_EVENT_DESCR","Durant cet évènement, toutes les reliques récupérées par le drone relique comptent deux fois pour le total de votre corporation. Fin de l'évènement dans : {0}."
"TID_RS_LATE_JOIN_PLAYER_COUNT","{0} joueurs"
"TID_DARK_RED_STAR_LABEL","ÉTOILE ROUGE SOMBRE"
"TID_RS_LATE_JOIN_NO_STARS","Vous ne pouvez pas rejoindre d'étoile rouge, car aucune n'est disponible."
"TID_FEATURED_RS_TITLE","REPLAYS À L'HONNEUR"
"TID_FEATURED_RS_RED_STARS","ÉTOILES ROUGES"
"TID_FEATURED_RS_DARK_RED_STARS","ÉTOILES ROUGES SOMBRES"
"TID_RS_DLG_JUMP_SHIPS_BTN","TÉLÉPORTER LES VAISSEAUX"
"TID_RS_WITH_LEVEL","ÉTOILE ROUGE DE NIVEAU {0}"
"TID_DRS_WITH_LEVEL","ÉTOILE ROUGE SOMBRE DE NIVEAU {0}"
"TID_NO_FEATURED_RS_FOUND","Pas de replays à l'honneur trouvé."
"TID_DRS_WARNING","Sur les étoiles rouges sombres, tous les vaisseaux que vous envoyez ont une position dangereuse puisqu'ils démarrent derrière les lignes ennemies. Vous ne pourrez pas les téléporter avant d'avoir éliminé les puissants vaisseaux Cerbères qui se trouvent dans de multiples secteurs.\n\nLes vaisseaux qui sont détruits sur une étoile rouge sombre sont perdus à tout jamais, peu importe la raison de leur destruction. Vous devrez construire de nouveaux vaisseaux pour les remplacer."
"TID_DO_NOT_SHOW_WARNING_AGAIN","NE PLUS MONTRER"
"TID_BS_SCANNER_BRING_SHIP","Placez un cuirassé dans cette station pour pouvoir scanner à la recherche d'étoiles bleues."
"TID_BS_SCANNING","RECHERCHE D'ÉTOILE BLEUE EN COURS"
"TID_BS_LAST_RESULTS","DERNIERS RÉSULTATS D'ÉTOILE BLEUE"
"TID_BS_FINAL_POSITIONS","RÉSULTATS FINAUX"
"TID_BS_NO_WINNER","PAS DE GAGNANT"
"TID_BS_BOT_SHIP_NAME","Cuirassé isolé"
"TID_BS_SHIP_JUMP_INFO","Votre vaisseau effectuera automatiquement un saut une fois l'étoile bleue découverte."
"TID_BLS_SHIP_INFO_POPUP","Sur une étoile bleue, votre cuirassé affrontera d'autres cuirassés contrôlés par des joueurs. Assurez-vous d'envoyer votre cuirassé le plus puissant afin d'augmenter vos chances de victoire et de récupérer vos récompenses quotidiennes plus tôt.\n\nLes cuirassés que vous envoyez sur les étoiles bleues ne risquent pas d'être détruits. Votre vaisseau retournera toujours à son étoile d'origine en sécurité, même si vous perdez le combat."
"TID_BS_CREDIT_REWARD_TITLE","RÉCOMPENSE DE CRÉDITS"
"TID_BS_CANT_SEARCH_MAINTENANCE","Impossible de commencer une nouvelle recherche d'étoile bleue, car la maintenance programmée aura bientôt lieu."
"TID_BS_FRAGMENTS_REWARD_TITLE","FRAGMENTS D'ÉTOILE BLEUE"
"TID_BS_FRAGMENTS_REWARD_DESCR","Chaque Étoile Bleue Classée accordera des Fragments d'étoile bleue en fonction de votre classement final. Les trois premiers matchs de la journée avec un faible nombre de Cuirassés isolés sont Classés.\n\nGrimpez dans les classements des Fragments d'étoile bleue pour recevoir des récompenses en Cristaux garanties à la fin de chaque saison. Pour plus d'informations, <style=Link><link=''__bsldb''>consultez les classements des Étoiles Bleues</link></style>."
"TID_BS_FRAGMENTS_UNRANKED_BOTS","Il y avait trop de cuirassés isolés dans cette compétition d'étoile bleue pour qu'elle puisse être considérée comme compétition classée."
"TID_BS_SEASON_AWARD","La saison d'évènement d'étoile bleue est terminée ! Vous avez plus de {0} fragments d'étoile bleue et avez reçu <sprite name=''pc''> <c3>{1}</color> en récompense"
"TID_WS_SEASON_AWARD","La saison d'évènement d'étoile blanche héritage est terminée ! Votre score est supérieur à {0}, ce qui vous rapporte <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","La saison d'évènement d'étoile bleue est terminée ! Vous occupez la {0}e place du classement et avez reçu <sprite name=''pc''> <c3>{1}</color> en récompense."
"TID_WS_SEASON_TOP_AWARD","La saison d'évènement d'étoile blanche est terminée ! Vous occupez la {0}e place du classement et avez reçu <sprite name=''pc''> <c3>{1}</color> en récompense."
"TID_BS_FINAL_STANDING","PLACE FINALE :"
"TID_BS_REWARDS_RECEIVED","RÉCOMPENSES REÇUES"
"TID_BS_PARTICIPATING_SHIP","VAISSEAU PARTICIPANT"
"TID_BS_REWARDS_OVERFLOW","Certaines récompenses peuvent être perdues en raison de problèmes de capacité. Avant de commencer vos recherches, assurez-vous de posséder une capacité de stockage de crédits et d'hydrogène suffisante."
"TID_BS_SEARCHING_HINT_1","Les étoiles bleues subissent un effondrement gravitationnel perpétuel. Restez dans la zone sécurisée qui se situe au centre de l'étoile. Les vaisseaux qui se trouvent dans la zone d'effondrement indiquée en rouge seront immédiatement détruits."
"TID_BS_SEARCHING_HINT_2","Ne pénétrez dans le secteur central qui accueille l'étoile bleue qu'en cas d'absolue nécessité. L'étoile bleue infligera des dégâts continus à tous les vaisseaux qui se trouvent dans son secteur."
"TID_BS_SEARCHING_HINT_3","Le cuirassé qui aura survécu le plus longtemps sera déclaré vainqueur de la mission d'étoile bleue. Si les derniers cuirassés restants sont détruits simultanément, la compétition se terminera par une égalité et aucun vainqueur ne sera déclaré."
"TID_BS_SEARCHING_HINT_4","Équipez votre cuirassé avec les modules adéquats afin d'avoir de plus grandes chances de remporter les étoiles bleues. Regardez d'anciens replays afin d'analyser la stratégie des autres joueurs, et n'hésitez pas à expérimenter avec de nouveaux modules."
"TID_BS_SEARCHING_HINT_5","L'objectif sur les étoiles bleues consiste à survivre plus longtemps que les autres cuirassés. Évitez le combat avec les vaisseaux Cerbère, ou utilisez-les contre les autres joueurs."
"TID_BS_RANKED","CLASSÉE"
"TID_BS_WAIT_FOR_RANKED","ATTENDRE UNE COMPÉTITION CLASSÉE :"
"TID_MISSIONS_DLG_ELAPSED_SEARCH_TIME","Temps de recherche écoulé : "
"TID_BS_2X_CREDIT_EVENT_ACTIVE","ÉVÈNEMENT RÉCOMPENSE DE CRÉDITS DOUBLES"
"TID_BS_2X_CREDIT_EVENT_TITLE","ÉVÈNEMENT ACTIF"
"TID_BS_2X_CREDIT_EVENT_DESCR","Vous obtiendrez le double de récompense de crédits d'étoiles bleues !\n\nFin de l'évènement dans : {0}"
"TID_BLS_REWARDS_TITLE","RÉCOMPENSES D’ÉTOILES BLEUES"
"TID_BLS_REWARDS_DESCR","Participez à plusieurs étoiles bleues chaque jour pour remplir vos barres de récompenses et les obtenir à coup sûr. La quantité maximale de récompenses quotidiennes que vous pouvez obtenir augmente à mesure que vous progressez dans le jeu.\n\nLes victoires sur les étoiles bleues vous donnent plus de récompenses et vous aident à remplir vos barres quotidiennes plus rapidement."
"TID_BLS_REWARDS_RESET_TIME_LEFT","Récompenses quotidiennes d'étoiles bleues réinitialisées dans {0}."
"TID_BLS_REWARD_CREDIT_DETAILS","Le montant de crédits obtenu après chaque compétition dépend de votre classement final sur l'étoile bleue.\n\nVotre récompense de crédits quotidienne maximale pour toutes les étoiles bleues dépend du niveau d'amélioration de vos cuirassés."
"TID_BLS_REWARD_HYDRO_DETAILS","La quantité d'hydrogène obtenue après chaque compétition dépend de votre classement final sur l'étoile bleue.\n\nVotre récompense en hydrogène quotidienne maximale pour toutes les étoiles bleues dépend de la capacité totale de stockage d'hydrogène de votre Empire, jusqu'à un maximum total de {0}."
"TID_BLS_NUM_RANKED_MATCHES_PLAYED_OUT_OF_MAX","{0} / {1} COMPÉTITIONS CLASSÉES JOUÉES"
"TID_BLS_JUMP_LOW_HP_WARN","La santé de ce cuirassé est basse. Voulez-vous vraiment le téléporter vers une étoile bleue ?"
"TID_CR_2X_BLS_EVENT","Événement spécial : La récompense sera payée deux fois à la fin du match. L'événement se termine en : {0}"
"TID_RELAY_HUD_SELECT_SECTOR","SÉLECTIONNEZ UN SECTEUR DANS LEQUEL ACTIVER LE RELAIS"
"TID_ERR_SECTOR_NO_SHIPMENTS","Ce secteur ne contient aucun envoi."
"TID_RELAY_CONFIRM_SPEND","Activer le RELAIS DE CARGAISON dans ce secteur ? Cela livrera immédiatement {0} cargaisons."
"TID_RELAY_BONUS_LEVEL_PROMPT","SÉLECTIONNER LE NIVEAU BONUS"
"TID_ACTIVATE_SHIPMENT_RELAY","ACTIVER LE RELAIS"
