"TID_INTRO_MESSAGE_TITLE","BOAS-VINDAS AO HADES' STAR"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Esta módulo já está no nível máximo de melhoria."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Falha no comando: Nível do módulo incorreto"
"TID_MODULE_TYPE","TIPO"
"TID_MODULE_TYPE_PASSIVE","Passivo"
"TID_MODULE_TYPE_ACTIVATED","Ativo"
"TID_MODULE_SHIELD_REGEN_DELAY","ATRASO DE REGENERAÇÃO"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TEMPO DE REGENERAÇÃO COMPLETO"
"TID_MODULE_MASS_BATTERY","ARTILHARIA MÚLTIPLA"
"TID_MODULE_MASS_BATTERY_DESCR","Atira de forma simultânea em vários inimigos a seu alcance."
"TID_MODULE_DUAL_LASER","LASER DUPLO"
"TID_MODULE_DUAL_LASER_DESCR","Dispara um raio laser contra dois inimigos ao alcance. O dano aumenta de forma incremental se os dois raios estiverem ativos."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Pesquise mais Artefatos para desbloquear módulos que podem ser instalados neste nicho."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Você pode desbloquear módulos para instalar neste nicho na janela MÓDULOS."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","Abra a janela MÓDULOS"
"TID_MODULE_LEAP_DISABLE_STAT","TEMPO DE INATIVIDADE"
"TID_MODULE_CRUNCH_MAX_AMOUNT","QUANTIA MÁXIMA"
"TID_MODULE_TRIGGER_TIME","ACIONAMENTO"
"TID_MODULE_PROJECTILE_DAMAGE","DANO DA EXPLOSÃO"
"TID_MODULE_PROJECTILE_DAMAGERANGE","ALCANCE DA EXPLOSÃO"
"TID_MODULE_SECONDARY_DAMAGE","DANO NEUTRALIZADO"
"TID_MODULE_SECONDARY_RANGE","ALCANCE DO DANO NEUTRALIZADO"
"TID_MODULE_ENRICH_INCREASE","AUMENTO DE HIDROGÊNIO"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","QUANTIA MÁX. DE ENRIQUECIMENTO"
"TID_MODULE_RUSH_SPEED_INCR","AUMENTO DE VELOCIDADE"
"TID_MODULE_RUSH_HYDRO_REDUCT","DESCONTO DE HIDROGÊNIO"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT_WS","+{0}% / RELÍQUIA"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","MÁX. ASTEROIDES NOVOS"
"TID_MODULE_GENESIS_MAX_HYDRO","MÁX. HIDROGÊNIO NOVO"
"TID_MODULE_GENESIS_WS_PLANET_MOD","NÍVEL DO PLANETA {0} MODIFICADOR"
"TID_DESTINY_DISABLE_DURATION","DURAÇÃO DA INATIVIDADE"
"TID_MODULE_ACTIVATION_PREP_TIME","ATRASO DE ATIVAÇÃO"
"TID_MODULE_ACTIVATION_PREP_TIME_LEAP","ATRASO DE TELETRANSPORTE"
"TID_MODULE_SECTOR_COOLDOWN","REATIVAÇÃO DO SETOR"
"TID_MODULE_USES_TILL_COOLDOWN","USOS ANTES DA REATIVAÇÃO"
"TID_MODULE_HULL_THRESHOLD_STAT","LIMITE DA RESISTÊNCIA DA FUSELAGEM"
"TID_DISPATCH_PREP_TIME","TEMPO DE PREPARAÇÃO POR ITEM"
"TID_DISPATCH_PREP_TIME_FIXED","TEMPO DE PREPARAÇÃO"
"TID_REQUIRED_HYDROGEN","HIDROGÊNIO NECESSÁRIO"
"TID_MODULE_SWAP_TEXT","TROCAR"
"TID_MODULE_RELIC_DRONE_CAPACITY","CAPACIDADE DAS RELÍQUIAS"
"TID_MODULE_RELIC_DRONE_SPEED","TEMPO DE EXTRAÇÃO POR RELÍQUIA"
"TID_MODULE_SUPPORT_ADDITIONAL_DPS","DANO ADICIONADO (SUPORTE)"
"TID_MODULE_SUPPORT_ADDITIONAL_RANGE","ALCANCE ADICIONADO (SUPORTE)"
"TID_MODULE_MAX_LINK_RANGE","DISTÂNCIA MÁX. DE SUPORTE"
"TID_MODULE_INSTALLED_LABEL","MÓDULO INSTALADO"
"TID_MODULE_IMPULSE_SPEEDUP","REFORÇO DE VELOCIDADE DO IMPULSO"
"TID_MODULE_ARTIFACT_BOOST_BONUS","BÔNUS DE PESQUISA ADICIONADO"
"TID_MODULE_ONBOARD_HYDRO_USE","HIDROGÊNIO USADO A BORDO"
"TID_MOD_REP_DRONE_REP_EXPIRE","QUANTIDADE BASE DE REPARO"
"TID_MOD_REP_DRONE_REP_COMBAT","QUANTIDADE MÁX. DE REPARO"
"TID_MOD_REP_DRONE_RANGE","ALCANCE DE REPARO"
"TID_MODULE_ROCKET_STATS","ESTATÍSTICAS DO FOGUETE LANÇADO"
"TID_MODULE_STAT_TELEPORT_DAMAGE","DANO DE TELEPORTE"
"TID_JUMP_DLG_TITLE","CONFIRMAR SALTO"
"TID_JUMP_DLG_INFO_SINGLE","Saltar as naves selecionadas para o sistema estelar conectado?"
"TID_JUMP_DLG_INFO_ALL","Saltar {0} naves ancoradas para o sistema estelar conectado?"
"TID_JUMP_FLAGSHIP","Saltar a nave-chefe da Estrela Branca?"
"TID_JUMP_DLG_JUMP_ALL","Saltar todas as naves ancoradas"
"TID_JUMP_DLG_FOLLOW_PROMPT","Seguir para a estrela alvo"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Todos os carregamentos armazenados serão perdidos no salto. Deseja mesmo saltar?"
"TID_JUMP_ALL_CARGO_LOST_CONFIRM","Toda a carga no cargueiro será perdida durante o salto. Prosseguir?"
"TID_JUMP_DLG_JUMP_BATTLESHIPS","Saltar Encouraçados"
"TID_JUMP_DLG_BRING_SHIPS","Traga algumas naves para esta estação."
"TID_JUMP_DLG_SELECT_SHIPS","Selecione as naves para saltar:"
"TID_JUMP_RS_DLG_HYDRO_HINT","O custo de Hidrogênio para saltar uma nave até uma Estrela Vermelha depende do tipo da nave, do nível da Estrela Vermelha e de quantas naves do mesmo tipo você já saltou para a mesma Estrela Vermelha."
"TID_JUMP_RS_DLG_HYDRO_WARNING","Você vai pagar um valor mais alto de Hidrogênio para saltar esta nave, pois mais do mesmo tipo saltaram antes para a mesma Estrela Vermelha. Preste atenção às suas reservas de Hidrogênio."
"TID_RS_DIALOG_NEW_STAR_TAB","ESCANEAR"
"TID_RS_DIALOG_EXISTING_STAR_TAB","EM ANDAMENTO"
"TID_RS_DIALOG_FEATURED_STAR_TAB","REPRISES"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","COMEÇAR A ESCANEAR"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","ESCANEAR AGORA"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITAR"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponível"
"TID_RS_DIALOG_SCANNING_FOR_STAR_TITLE","ESTRELA ALVO"
"TID_RS_DIALOG_STAR_LEVEL","NÍVEL"
"TID_RS_DIALOG_ARTIFACT_BONUS","BÔNUS DE ARTEFATO"
"TID_RS_DIALOG_DARK_STAR_TOGGLE","ESTRELA VERMELHA SOMBRIA"
"TID_RS_DIALOG_DARK_STAR_TOGGLE_DESCR","Estrelas Vermelhas Sombrias oferecem Artefatos melhores, mas são mais difíceis e arriscadas para qualquer nave que enviar. Treine em Estrelas Vermelhas normais antes de tentar ir em Estrelas Vermelhas Sombrias."
"TID_RS_DIALOG_DRS_BOOST_TOGGLE","DESATIVAR ARTEFATOS RICOS"
"TID_RS_DIALOG_DRS_BOOST_TOGGLE_DESCR","Ativar esta opção desativa instantaneamente os Artefatos Ricos nas Estrelas Vermelhas Escuras, mesmo quando você entra nelas por outro menu. Use para controlar o momento exato em que os Artefatos Ricos diários devem aparecer."
"TID_RS_DIALOG_PUBLIC_TOGGLE","ESTRELA PÚBLICA"
"TID_RS_DIALOG_PUBLIC_TOGGLE_DESCR","Estrelas públicas vão aparecer na lista EM ANDAMENTO e podem receber qualquer um. Elas também são elegíveis para serem escolhidas na lista Reprises em Destaque.\n\nSe você escolher não tornar a sua Estrela Vermelha pública, você ainda pode convidar seus amigos para a Estrela. Você também pode publicar na página de bate-papo da sua Corporação, permitindo que os membros da Corporação participem."
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE","PUBLICAR NA CORPORAÇÃO"
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE_DESCR","Se selecionada, a busca da Estrela Vermelha será publicada no bate-papo da Corporação. Qualquer membro da Corporação poderá participar."
"TID_MISSIONS_DLG_RED_STAR_DETECTED","ESTRELA DETECTADA"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA EM {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Você pode enviar naves por esta estação para recolher artefatos na Estrela Vermelha detectada.\n\nTenha cuidado: Qualquer nave que não conseguir voltar antes da estrela entrar em supernova será perdida para sempre."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","BUSCANDO ESTRELA VERMELHA\n(NÍVEL {0})"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_DARK_RED_STAR","BUSCANDO ESTRELA VERMELHA SOMBRIA\n(NÍVEL {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDONAR"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Deseja mesmo abandonar a estrela? Você perderá acesso a ela permanentemente."
"TID_MISSIONS_DLG_ABANDON_FAIL","Você ainda tem naves nesta estrela. Você só pode abandoná-la após levar suas naves de volta à estrela de origem."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Tempo máximo restante: "
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","Não é possível receber mais PODER DO IMPÉRIO de Estrelas Vermelhas deste nível."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","Não é possível receber mais influência de Estrelas Vermelhas deste nível. Melhore o Sensor para ter acesso a Estrelas de nível mais alto que podem te conceder mais influência."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Destrua naves Cerberus suficientes e recupere Artefatos nesta Estrela Vermelha para receber {0}-{1} de PODER DO IMPÉRIO."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Cada jogador recebe Artefatos próprios nas Estrelas Vermelhas. Você não pode roubar os Artefatos de outro jogador. A melhor estratégia é derrotar as forças Cerberus em equipe."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","Não é permitido que jogadores lutem entre si em Estrelas Vermelhas. Seu Encouraçado só abrirá fogo contra forças Cerberus."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Ao melhorar o Sensor de Estrelas Vermelhas, você poderá encontrar estrelas de nível maior. Estrelas de nível maior fornecem artefatos melhores, porém são protegidas por forças Cerberus mais poderosas."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Use a janela de bate-papo para coordenar estratégias com outros jogadores. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Embora recuperar Artefatos seja o objetivo principal, as Estrelas Vermelhas também são repletas de campos de asteroides. Mantenha suas naves mineradoras longe do perigo ou proteja-as com encouraçados."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Participar de missões em Estrelas Vermelhas é uma ótima forma de aumentar sua influência, o que, por sua vez, ajuda você e sua Corporação a subir na Classificação."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Mova algumas naves para o Sensor de Estrelas Vermelhas enquanto a busca está em andamento. Assim, elas já estarão prontas para o salto assim que a estrela for descoberta, sem perder tempo."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Fique de olho nos níveis de Hidrogênio do seu Império para garantir que há o suficiente para saltar suas naves até as Estrelas Vermelhas e trazê-las de volta."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Posicione seus Encouraçados sem danos nas linhas de frente, para que recebam a maior parte dos ataques do inimigo e protejam as naves mais vulneráveis."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Alguns módulos funcionam melhor quando há naves de outros jogadores por perto."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Só é possível adicionar um Artefato ao Cargueiro por vez."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Quanto maior o Artefato, mais recursos e planos ele concederá quando pesquisado."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Cada tipo de Artefato corresponde a uma categoria de módulo. Você pode querer ter como alvo planetas que tenham os tipos certos de Artefatos para os módulos que quer desbloquear ou melhorar."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Não é possível iniciar a busca por uma nova Estrela Vermelha durante a manutenção do servidor."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","RESULTADO DA ÚLTIMA ESTRELA VERMELHA"
"TID_RS_HYDRO_SPENT_AREA","HIDROGÊNIO GASTO"
"TID_RS_HYDRO_SPENT_AREA_HINT","A quantidade total de Hidrogênio gasto na sua última visita a uma Estrela Vermelha, comparada com sua reserva total de Hidrogênio."
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","FECHAR"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","Você não participou das operações nesta estrela."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Sua atividade nesta Estrela Vermelha aumentou seu PODER DO IMPÉRIO."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Sua atividade nesta Estrela Vermelha não foi suficiente para aumentar seu PODER DO IMPÉRIO."
"TID_MISSIONS_DLG_VIEW_REPLAY","VER REPRISE"
"TID_MISSIONS_DLG_SHARE_REPLAY","COMPARTILHAR REPRISE"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Deseja mesmo compartilhar a reprise desta missão com a sua Corporação?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Sua reprise foi compartilhada"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RECOMPENSAS DE PODER DO IMPÉRIO"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Toda Estrela Vermelha pode premiar ou subtrair pontos de Influência. Para ganhar Influência, destrua naves Cerberus o bastante e recupere Artefatos para atingir a pontuação do Limite exibido abaixo do ícone de estrela."
"TID_RS_DIALOG_ARTIFACT_BONUS_HINT","O bônus base será adicionado aos Artefatos encontrados nas Estrelas Vermelhas que você criar ou participar. Bônus adicionais podem ser aplicados por módulos especiais durante a Estrela Vermelha.\n\nUse o bônus para coletar planos de módulos mais rápido com o tempo."
"TID_RS_INFLUENCE_REWARD_VICTORY","VITÓRIA"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DERROTA"
"TID_RS_INFLUENCE_GAIN_SLOW","Você está ganhando PODER DO IMPÉRIO a um ritmo reduzido. Melhore seu Sensor de Estrelas Vermelhas para avançar mais rápido."
"TID_RS_NO_ARTIFACT_BONUS_WARNING","Artefatos encontrados em Estrelas Vermelhas não têm bônus. Entre em uma Corporação de nível 2 ou superior para começar a ganhar bônus com sua pesquisa de Artefato."
"TID_RS_NO_ARTIFACT_BONUS_FROM_COOLDOWN","Entrar em uma Corporação diferente desabilitará o bônus de Artefato para {0}."
"TID_RS_NO_DRS_BONUS_WARNING","Bônus de Artefato adicional de Estrela Vermelha Sombria só fica disponível para a primeira busca de Estrela Vermelha Sombria do dia. O bônus de Estrela Vermelha Sombria ficará disponível de novo em {0}."
"TID_RS_DRS_BONUS_DISABLED","O bônus adicional de Artefatos da Estrela Vermelha Escura foi desativado manualmente. Reative-o marcando a caixa abaixo."
"TID_RS_CROID_2X_EVENT_ACTIVE","EVENTO CAMPO DE ASTEROIDES RICOS"
"TID_RS_CROID_2X_EVENT_TITLE","EVENTO ATIVO"
"TID_RS_CROID_2X_EVENT_DESCR","Campos de asteroides ricos gerados concedem o dobro de Créditos como recompensa enquanto o evento estiver ativo!\n\nO evento termina em: {0}"
"TID_RELIC_DRONE_EVENT_ACTIVE","EVENTO DRONE RELICÁRIO"
"TID_RELIC_DRONE_EVENT_DESCR","Todas as Relíquias extraídas com Drone Relicário valem o dobro para o total da sua Corporação enquanto o evento estiver ativo. O evento termina em {0}."
"TID_RS_LATE_JOIN_PLAYER_COUNT","{0} jogadores"
"TID_DARK_RED_STAR_LABEL","ESTRELA VERMELHA SOMBRIA"
"TID_RS_LATE_JOIN_NO_STARS","Não há Estrelas Vermelhas disponíveis."
"TID_FEATURED_RS_TITLE","REPRISES EM DESTAQUE"
"TID_FEATURED_RS_RED_STARS","ESTRELAS VERMELHAS"
"TID_FEATURED_RS_DARK_RED_STARS","ESTRELAS VERMELHAS SOMBRIAS"
"TID_RS_DLG_JUMP_SHIPS_BTN","SALTAR NAVES"
"TID_RS_WITH_LEVEL","ESTRELA VERMELHA NÍVEL {0}"
"TID_DRS_WITH_LEVEL","ESTRELA VERMELHA SOMBRIA NÍVEL {0}"
"TID_NO_FEATURED_RS_FOUND","Nenhuma Reprise em Destaque encontrada."
"TID_DRS_WARNING","Em Estrelas Vermelhas Sombrias, todas as naves enviadas vão começar em uma posição perigosa atrás das linhas inimigas. Você não poderá fazê-las saltar de volta sem eliminar com sucesso múltiplos setores com naves Cerberus mais fortes.\n\nNaves destruídas em uma Estrela Vermelha Sombria por qualquer motivo são perdidas para sempre. Você precisará construir novas naves para substituí-las."
"TID_DO_NOT_SHOW_WARNING_AGAIN","NÃO MOSTRAR NOVAMENTE"
"TID_BS_SCANNER_BRING_SHIP","Traga um encouraçado a essa estação para ativar o sensor de Estrelas Azuis."
"TID_BS_SCANNING","ESCANEANDO ESTRELAS AZUIS"
"TID_BS_LAST_RESULTS","ÚLTIMOS RESULTADOS DE ESTRELAS AZUIS"
"TID_BS_FINAL_POSITIONS","CLASSIFICAÇÕES FINAIS"
"TID_BS_NO_WINNER","SEM VENCEDOR"
"TID_BS_BOT_SHIP_NAME","Encouraçado Solitário"
"TID_BS_SHIP_JUMP_INFO","Sua nave saltará automaticamente quando a Estrela Azul for descoberta."
"TID_BLS_SHIP_INFO_POPUP","Em uma Estrela Azul, seu encouraçado enfrentará outros encouraçados controlados por jogadores. Envie o seu encouraçado mais forte para aumentar sua chance de vitória e resgatar todas as suas recompensas diárias mais rapidamente.\n\nEncouraçados enviados para Estrelas Azuis não correm risco de serem destruídos. Sua nave sempre voltará em segurança, mesmo se não vencer."
"TID_BS_CREDIT_REWARD_TITLE","RECOMPENSA DE CRÉDITOS"
"TID_BS_CANT_SEARCH_MAINTENANCE","Não é possível iniciar uma nova busca de Estrelas Azuis tão perto da manutenção programada."
"TID_BS_FRAGMENTS_REWARD_TITLE","FRAGMENTOS ESTELARES AZUIS"
"TID_BS_FRAGMENTS_REWARD_DESCR","Toda ESTRELA AZUL CLASSIFICATÓRIA concederá Fragmentos Estelares Azuis de acordo com a sua posição final. As três primeiras partidas do dia com um baixo número de Encouraçados Solitários são CLASSIFICATÓRIAS.\n\nSuba nas classificações de Fragmentos Estelares Azuis para receber recompensas de Cristais garantidas no final de cada temporada. Para mais informações, <style=Link><link=''__bsldb''>veja as classificações da Estrela Azul</link></style>."
"TID_BS_FRAGMENTS_UNRANKED_BOTS","Havia muitos Encouraçados Solitários nesta partida de Estrela Azul para ser considerada classificatória."
"TID_BS_SEASON_AWARD","A temporada de evento das Estrelas Azuis acabou! Seus Fragmentos Estelares Azuis excederam em {0} e você recebeu <sprite name=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_AWARD","A temporada do Evento Estrela Branca Legada acabou! Sua pontuação passou de {0}; você recebeu como prêmio <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","A temporada de evento das Estrelas Azuis acabou! Você está na posição {0} nos placares e recebeu <sprite name=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","A temporada do Evento Estrela Branca acabou! Você está na posição {0} nos placares e recebeu <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","POSIÇÃO FINAL:"
"TID_BS_REWARDS_RECEIVED","RECOMPENSAS RECEBIDAS"
"TID_BS_PARTICIPATING_SHIP","NAVE PARTICIPANTE"
"TID_BS_REWARDS_OVERFLOW","Algumas recompensas podem ser perdidas devido à capacidade. Certifique-se de ter capacidade para Créditos e Hidrogênio o suficiente antes de iniciar a busca."
"TID_BS_SEARCHING_HINT_1","Estrelas Azuis estão em constante colapso. Fique dentro da área segura em direção ao centro da estrela. As naves dentro da área vermelha do colapso serão destruídas instantaneamente."
"TID_BS_SEARCHING_HINT_2","Não entre no setor central que contém a Estrela Azul, a não ser que seja necessário. A Estrela Azul causará dano constante a todas as naves no setor."
"TID_BS_SEARCHING_HINT_3","O encouraçado que sobreviver por mais tempo vence a missão. Se os últimos encouraçados sobreviventes forem destruídos ao mesmo tempo, a partida acabará em empate e sem vencedor."
"TID_BS_SEARCHING_HINT_4","Equipar seu encouraçado com os módulos certos pode ser decisivo para vencer em Estrelas Azuis. Confira as reprises para analisar a estratégia de outros jogadores e não tenha medo de experimentar novos módulos."
"TID_BS_SEARCHING_HINT_5","O objetivo da Estrela Azul é sobreviver por mais tempo que outros encouraçados. Evite o combate com as naves Cerberus, ou use-as contra outros jogadores."
"TID_BS_RANKED","CLASSIFICATÓRIA"
"TID_BS_WAIT_FOR_RANKED","AGUARDE A PARTIDA CLASSIFICATÓRIA:"
"TID_MISSIONS_DLG_ELAPSED_SEARCH_TIME","Tempo de busca transcorrido: "
"TID_BS_2X_CREDIT_EVENT_ACTIVE","EVENTO DOBRO DE RECOMPENSA DE CRÉDITOS"
"TID_BS_2X_CREDIT_EVENT_TITLE","EVENTO ATIVO"
"TID_BS_2X_CREDIT_EVENT_DESCR","Você vai receber o dobro de Créditos de Estrelas Azuis!\n\nO evento termina em {0}"
"TID_BLS_REWARDS_TITLE","RECOMPENSAS DE ESTRELAS AZUIS"
"TID_BLS_REWARDS_DESCR","Participe de múltiplas Estrelas Azuis todo dia, até encher suas barras de recompensas garantidas. Suas recompensas diárias máximas aumentarão com o seu progresso no jogo.\n\nVitórias em uma Estrela Azul dão mais recompensas, ajudando a encher as barras diárias mais rápido."
"TID_BLS_REWARDS_RESET_TIME_LEFT","As recompensas diárias de Estrelas Azuis são redefinidas em {0}."
"TID_BLS_REWARD_CREDIT_DETAILS","A quantidade de Créditos concedidos depois de cada partida depende da sua classificação final na Estrela Azul.\n\nSua recompensa de Créditos diária para todas as Estrelas Azuis depende do nível de melhoria do seu encouraçado."
"TID_BLS_REWARD_HYDRO_DETAILS","A quantidade de Hidrogênio concedido depois de cada partida depende da sua classificação final na Estrela Azul.\n\nSua recompensa de Hidrogênio diária para todas as Estrelas Azuis depende da capacidade total de armazenamento de Hidrogênio do seu Império, com um máximo global de {0}."
"TID_BLS_NUM_RANKED_MATCHES_PLAYED_OUT_OF_MAX","{0} / {1} PARTIDAS CLASSIFICATÓRIAS JOGADAS"
"TID_BLS_JUMP_LOW_HP_WARN","O encouraçado está ficando sem vida. Deseja mesmo saltar para uma Estrela Azul?"
"TID_CR_2X_BLS_EVENT","Evento especial: A recompensa será paga duas vezes quando a partida terminar. O evento termina em: {0}"
"TID_RELAY_HUD_SELECT_SECTOR","SELECIONE UM SETOR PARA ATIVAR O TRANSMISSOR"
"TID_ERR_SECTOR_NO_SHIPMENTS","Esse setor não contém nenhuma remessa."
"TID_RELAY_CONFIRM_SPEND","Ativar o TRANSMISSOR DE CARGA neste setor? Isso imediatamente entregará {0} carregamentos."
"TID_RELAY_BONUS_LEVEL_PROMPT","SELECIONAR NÍVEL DE BÔNUS"
"TID_ACTIVATE_SHIPMENT_RELAY","ATIVAR TRANSMISSOR"
"TID_RELAY_PAYOUT","• Carregamentos base: <sprite name=''cr''> <c1>{0}</color>\n• Bônus: <sprite name=''cr''> <c1>{1}</color>\n• Renda total: <sprite name=''cr''> <c1>{2}</color>"
"TID_PLAYER_DETAILS_VISIT","Visitar estrela"
"TID_PLAYER_DETAILS_VIEW","Detalhes do jogador"
"TID_PLAYER_DETAILS_VIEWCORP","Ver Corporação"
"TID_PLAYER_DETAILS_INVITE","Convidar"
"TID_PLAYER_DETAILS_INVITE_SENT","Você convidou este jogador a se juntar à sua Corporação."
"TID_PLAYER_DETAILS_INVITE_FAIL_1","O convite falhou. O jogador já faz parte de uma Corporação."
"TID_PLAYER_DETAILS_YOUR_PROFILE","Seu perfil"
"TID_PLAYER_DETAILS_PROMOTE","Promover"
"TID_PLAYER_DETAILS_DEMOTE","Rebaixar"
"TID_PLAYER_DETAILS_KICK","Expulsar"
"TID_PLAYER_DETAILS_CONFIRM_KICK","Deseja mesmo expulsar {0} da Corporação?"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","Gostaria de promover {0} a Primeiro Oficial? Você se tornará um Oficial."
"TID_PLAYER_DETAILS_PROMOTE_MSG","Você promoveu {0}."
"TID_PLAYER_DETAILS_DEMOTE_MSG","Você rebaixou {0}."
"TID_CHAT_MESSAGE_DELETE","Excluir mensagem"
"TID_CHAT_MESSAGE_DELETE_CONFIRM","Quer mesmo excluir esta mensagem?"
"TID_PLAYER_DIPLOMACY_DLG_TITLE","INFO DO JOGADOR"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","Encerrar Relações Diplomáticas"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","RELAÇÕES DIPLOMÁTICAS HÁ"
"TID_ERROR_CANNOT_ACCEPT_DIPLO_REQUEST","Não é possível aceitar este pedido. O outro jogador não tem Estações Diplomáticas disponíveis."
"TID_PLAYER_DIPLOMACY_DLG_GRAPH_TODAY","Hoje"
"TID_ASTEROID_FIELD_DESCR","Campos de asteroides contêm Hidrogênio que pode ser extraído por Mineradoras ao longo do tempo."
"TID_CR_ASTEROID_FIELD","Campo de Asteroides Rico"
"TID_CR_ASTEROID_FIELD_DESCR","Este campo de asteroides especial adiciona uma quantia única de Créditos ao Império do proprietário quando exaurida. Campos de asteroides ricos são raros e apenas aparecem uma vez por dia para cada jogador em Estrelas Vermelhas."
"TID_BS_ASTEROID_FIELD_DESCR","Este campo de asteroides não tem mais Hidrogênio e só pode ser usado como parada de navegação."
"TID_MOON_DESCR","Luas produzem carregamentos que podem ser vendidos em outras luas, planetas ou estações comerciais."
"TID_STAR_OWNER","PROPRIETÁRIO"
"TID_STAR_OWNER_DESCR","O proprietário de uma estrela controla que outros Impérios podem acessá-la estabelecendo relações diplomáticas."
"TID_STAR_DISCOVER_DATE","DESCOBERTA EM"
"TID_STAR_CONDITION","CONDIÇÃO"
"TID_STAR_CONDITION_STABLE","Estável"
"TID_STAR_CONDITION_STABLE_DESCR","Esta estrela não está prestes a entrar em supernova."
"TID_STAR_CONDITION_SUPERNOVA","Supernova iminente"
"TID_STAR_CONDITION_SUPERNOVA_TIMER","Supernova em {0}"
"TID_STAR_CONDITION_SUPERNOVA_DESCR","Esta estrela explodirá em breve. Qualquer nave ou estrutura deixada aqui será destruída."
"TID_STAR_SYSTEM_SIZE_0","Pequeno"
"TID_STAR_SYSTEM_SIZE_1","Grande"
"TID_STAR_SYSTEM_SIZE","TAMANHO DO SISTEMA ESTELAR"
"TID_STAR_SYSTEM_SIZE_DESCR","Quanto maior o sistema estelar, mais você gasta para mover suas naves, tanto em tempo, quanto em Hidrogênio."
"TID_SECURITY_RATING","NÍVEL DE SEGURANÇA"
"TID_SECURITY_RATING_S","Seguro"
"TID_SECURITY_RATING_PS","Parcialmente seguro"
"TID_SECURITY_RATING_NS","Não seguro"
"TID_SECURITY_RATING_YS_DESCR","Combates entre jogadores não são permitidos neste sistema estelar. Naves que perderam em combate contra Cerberus vão voltar a um planeta seguro."
