"TID_INTRO_MESSAGE_TITLE","欢迎来到HADES' STAR"
"TID_MODULE_BLUEPRINTS_DLG_TITLE","模组蓝图"
"TID_MODULE_BLUEPRINTS_INFO","该界面显示了可用的模组。\n\n要发现新模组或升级已有模组，您需要研究从红巨星获得的神器以找到蓝图。\n\n您必须先研究新发现的模组才能将其安装在船舰上。"
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","下一次升级的蓝图进度："
"TID_MODULE_UPGRADE_IN_PROGRESS","正在升级"
"TID_MODULE_UPGRADE_FINISH_NOW","立刻完成"
"TID_MODULE_FULLY_UPGRADED","该模组已完全升级"
"TID_MODULE_CANNOT_BE_UPGRADED","该模组不支持升级。"
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","您必须收集{0}份蓝图才能升级该模组"
"TID_MODULE_SPEED_UP_CONFIRM","您想立刻完成升级吗？"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","无法升级更多模组。请在有空闲升级槽位后再次尝试。"
"TID_MODULE_LEVEL_0_DESCR","解锁"
"TID_UNLOCK_SECOND_MODULE_SLOT_CONFIRM","要购买第二个模组升级槽吗？这将让你最多能够同时升级两个模组。"
"TID_UNLOCK_EXTRA_MODULE_SLOT","解锁额外槽位"
"TID_MODULE_LEVEL_HINT_TITLE","模组等级"
"TID_MODULE_LEVEL_HINT_DESCR","所有模组最高可升到{0}级。有些模组在解锁之初等级就高于1，所以你无需升级那么多次就能将它们升到最高等级。"
"TID_BUY_ARTIFACT_DLG_TITLE","按序研究神器"
"TID_BUY_ARTIFACT_CONFIRM","立刻购买该神器吗？"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","没有可用栏位，不能购买神器"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","需要等级{0}的红巨星扫描仪才能购买该神器。"
"TID_RESEARCH_YIELD_TITLE","黄星蓝图："
"TID_SHIP_UPGRADE_DLG_TITLE","模组"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","安装"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","升级"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","等待船舰停止移动后再开始升级。"
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","无法再次安装同一个模组"
"TID_MODULE_ONLY_FOR_BS","该模组只能安装在战斗舰上。"
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","模组已经安装"
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","立刻完成"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","货物额外奖励"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","额外栏位"
"TID_MODULE_HYDRO_STORAGE_STAT","额外储量"
"TID_MODULE_MINING_SPEED_STAT","采矿速度"
"TID_MODULE_MASS_MINING_MAX_ASTEROIDS","最大小行星数"
"TID_MODULE_BONUS_HYDRO","奖励数量"
"TID_MODULE_MASS_MINING_REMOTE_RATE","单艘采集速度"
"TID_MODULE_COOLDOWN_STAT","冷却"
"TID_MODULE_AOE_STAT","区域性伤害"
"TID_MODULE_REPAIR_STAT","治疗量"
"TID_MODULE_DAMAGE_AMPLIFY_STAT","伤害增幅"
"TID_MODULE_SPEED_SLOWDOWN_STAT","减速"
"TID_MODULE_RED_STAR_EXTENSION_STAT","额外时间"
"TID_MODULE_MAX_TARGETS","最大目标"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","额外奖励"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","航行速度"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","额外氢气使用"
"TID_MODULE_DESCR_ACTIVATION_COST","激活成本"
"TID_MODULE_DESCR_DPS","每秒伤害"
"TID_MODULE_DESCR_DPH","每击伤害"
"TID_MODULE_IMPULSE_DAMAGE","脉冲伤害"
"TID_MODULE_IMPULSE_RANGE","脉冲射程"
"TID_MODULE_IMPULSE_DURATION","脉冲持续时间"
"TID_MODULE_DESCR_DPS_PER_HR","每小时伤害"
"TID_MODULE_DESCR_DPADT","额外伤害"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/敌人"
"TID_MODULE_DESCR_MAX_DPS","最大每秒伤害"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","目标切换延迟"
"TID_MODULE_DESCR_STAGE_DPS","阶段{0}伤害"
"TID_MODULE_DESCR_STAGE_TIME","阶段{0}充能时间"
"TID_MODULE_SALVAGE_HULL_DESCR","最大治疗量"
"TID_MODULE_STAT_DAMAGE_INCR","伤害提高"
"TID_MODULE_SPEED_INCR_ACTIVATION","速度提高"
"TID_MODULE_DAMAGE_REDUCTION_STAT","伤害减免"
"TID_MODULE_SHIELD_STRENGTH_STAT","护盾强度"
"TID_MOTION_SHIELD_PCT","吸收的伤害"
"TID_MODULE_MIRROR_DAMAGE_STAT","伤害反射"
"TID_MODULE_ATTACK_RANGE_DESCR","攻击距离"
"TID_MODULE_EFFECT_RANGE_DESCR","效果范围"
"TID_MODULE_EFFECT_DURATION_DESCR","效果时长"
"TID_MODULE_MAX_EFFECT_DURATION_DESCR","最大生效时长"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","上传百分比"
"TID_MODULE_TRADEBURST_THRESHOLD","阈值"
"TID_MODULE_TRADEBURST_BONUS","额外奖励"
"TID_MODULE_DRONE_DELIVERY_BONUS","无人机运送奖励"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","最大货物量"
"TID_SHIP_MODULE_TITLE","{0} 等级{1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","运输舰"
"TID_SHIP_MODULE_SLOT_TYPE_1","采矿"
"TID_SHIP_MODULE_SLOT_TYPE_2","战斗"
"TID_SHIP_MODULE_SLOT_TYPE_3","武器"
"TID_SHIP_MODULE_SLOT_TYPE_4","护盾"
"TID_SHIP_MODULE_SLOT_TYPE_5","无人机"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","正在建造"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","升级"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","替换"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","空模组栏"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","安装新模组"
"TID_ADD_MODULE_DLG_TITLE","安装模组"
"TID_ADD_MODULE_DLG_PROMPT","选择模组安装至该栏"
"TID_UNINSTALL_MODULE_LABEL","卸载"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","已安装"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","经验：{0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","等级 {0} / {1}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","支持模组类型："
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","这种船舰靠运送货物和神器赚取经验。\n\n填满经验条以升至下个等级，解锁一个新模组栏位。"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","这种船舰靠采集和运送氢气赚取经验。\n\n填满经验条以升至下个等级，解锁一个新模组栏位。"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","这种船舰靠伤害其他船舰赚取经验。\n\n填满经验条以升至下个等级，解锁一个新模组栏位。"
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","添加栏位"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","该舰已达最高等级"
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","该模组已达最高等级"
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","命令失败：错误模组等级"
"TID_MODULE_TYPE","类型"
"TID_MODULE_TYPE_PASSIVE","被动"
"TID_MODULE_TYPE_ACTIVATED","主动"
"TID_MODULE_SHIELD_REGEN_DELAY","再生延迟"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","完全再生时间"
"TID_MODULE_MASS_BATTERY","大型火炮"
"TID_MODULE_MASS_BATTERY_DESCR","同时向射程内多个敌人开火。"
"TID_MODULE_DUAL_LASER","双重激光"
"TID_MODULE_DUAL_LASER_DESCR","向射程内最多两个敌人发射激光束。如果两个光束都被激活，伤害会随时间大量增加。"
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","研究更多神器以解锁可安装至该栏位的模组。"
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","您可以在模组窗口解锁模组以安装至此槽位。"
"TID_INFO_MODULES_OPEN_TECH_WINDOW","打开模组窗口"
"TID_MODULE_LEAP_DISABLE_STAT","瘫痪时间"
"TID_MODULE_CRUNCH_MAX_AMOUNT","最大数量"
"TID_MODULE_TRIGGER_TIME","触发时间"
"TID_MODULE_PROJECTILE_DAMAGE","爆炸伤害"
"TID_MODULE_PROJECTILE_DAMAGERANGE","爆炸范围"
"TID_MODULE_SECONDARY_DAMAGE","压制伤害"
"TID_MODULE_SECONDARY_RANGE","压制伤害范围"
"TID_MODULE_ENRICH_INCREASE","氢气增加"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","最大富集量"
"TID_MODULE_RUSH_SPEED_INCR","速度提高"
"TID_MODULE_RUSH_HYDRO_REDUCT","氢气折扣"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT_WS","每有一件圣物+{0}%"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","最大新小行星"
"TID_MODULE_GENESIS_MAX_HYDRO","最多新氢气"
"TID_MODULE_GENESIS_WS_PLANET_MOD","星球等级{0}修正"
"TID_DESTINY_DISABLE_DURATION","瘫痪时间"
"TID_MODULE_ACTIVATION_PREP_TIME","启动延迟"
"TID_MODULE_ACTIVATION_PREP_TIME_LEAP","远程传送延迟"
"TID_MODULE_SECTOR_COOLDOWN","星区冷却"
"TID_MODULE_USES_TILL_COOLDOWN","冷却前可使用次数"
"TID_MODULE_HULL_THRESHOLD_STAT","船体强度阈值"
"TID_DISPATCH_PREP_TIME","每件物品的准备时间"
"TID_DISPATCH_PREP_TIME_FIXED","准备时间"
"TID_REQUIRED_HYDROGEN","需要氢气"
"TID_MODULE_SWAP_TEXT","互换"
"TID_MODULE_RELIC_DRONE_CAPACITY","圣物容量"
"TID_MODULE_RELIC_DRONE_SPEED","每圣物所需装载时间"
"TID_MODULE_SUPPORT_ADDITIONAL_DPS","提高的伤害（支援）"
"TID_MODULE_SUPPORT_ADDITIONAL_RANGE","增加的射程（支援）"
"TID_MODULE_MAX_LINK_RANGE","最大支援范围"
"TID_MODULE_INSTALLED_LABEL","已安装的模组"
"TID_MODULE_IMPULSE_SPEEDUP","脉冲速度强化"
"TID_MODULE_ARTIFACT_BOOST_BONUS","增加的研究奖励"
"TID_MODULE_ONBOARD_HYDRO_USE","使用的飞船上的氢气"
"TID_MOD_REP_DRONE_REP_EXPIRE","基础维修量"
"TID_MOD_REP_DRONE_REP_COMBAT","最大维修量"
"TID_MOD_REP_DRONE_RANGE","维修范围"
"TID_MODULE_ROCKET_STATS","发射的火箭属性"
"TID_JUMP_DLG_TITLE","确认星际跳跃"
"TID_JUMP_DLG_INFO_SINGLE","让选定船舰跳跃至已链接的恒星系统？"
"TID_JUMP_DLG_INFO_ALL","让{0}艘泊靠船舰跳跃至已链接的恒星系统？"
"TID_JUMP_FLAGSHIP","要命令旗舰进行星际跳跃，离开此白星吗？"
"TID_JUMP_DLG_JUMP_ALL","跳跃所有泊靠舰"
"TID_JUMP_DLG_FOLLOW_PROMPT","跟随至目标恒星"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","船舰搭载的所有货物都会在跳跃中失去。您确定要进行星际跳跃吗？"
"TID_JUMP_ALL_CARGO_LOST_CONFIRM","跃迁期间，你将失去运输舰上的所有货物。进行下一步？"
"TID_JUMP_DLG_JUMP_BATTLESHIPS","跳跃战斗舰"
"TID_JUMP_DLG_BRING_SHIPS","将一些飞船带到这座太空站。"
"TID_JUMP_DLG_SELECT_SHIPS","选择要执行跃迁的飞船："
"TID_JUMP_RS_DLG_HYDRO_HINT","飞船跃迁到一颗红巨星所消耗的氢气量取决于飞船类型、红巨星等级以及之前已经有多少艘同类型飞船跃迁到了该红巨星。"
"TID_JUMP_RS_DLG_HYDRO_WARNING","之前跃迁到该红巨星的同类型飞船数量越多，你需要支付的氢气量就越多。请密切关注你的氢气储备。"
"TID_RS_DIALOG_NEW_STAR_TAB","扫描"
"TID_RS_DIALOG_EXISTING_STAR_TAB","正在进行"
"TID_RS_DIALOG_FEATURED_STAR_TAB","回放"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","开始扫描"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","立刻扫描"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","访问"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","可用"
"TID_RS_DIALOG_SCANNING_FOR_STAR_TITLE","目标恒星"
"TID_RS_DIALOG_STAR_LEVEL","等级"
"TID_RS_DIALOG_ARTIFACT_BONUS","神器加成"
"TID_RS_DIALOG_DARK_STAR_TOGGLE","暗红巨星"
"TID_RS_DIALOG_DARK_STAR_TOGGLE_DESCR","暗红巨星可提供更好的神器，但你派入的飞船也将面临更严峻、更具风险的挑战。请务必在尝试探索暗红巨星前在常规红巨星内多加练习。"
"TID_RS_DIALOG_PUBLIC_TOGGLE","公共恒星"
"TID_RS_DIALOG_PUBLIC_TOGGLE_DESCR","公共恒星将显示在“正在进行”列表中，任何人都可以加入。它们也有资格被选入“回放推荐”列表。\n\n即使您选择不公开您的红巨星，您仍可邀请任何好友前往该恒星。您也可以将其发布在您的星际集团聊天页面，这样将允许任何星际集团成员加入。"
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE","发布至星际集团"
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE_DESCR","选择后，红巨星搜索将发布至您的星际集团聊天页面。任何星际集团成员均可加入。"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","侦测到恒星"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","{0}后超新星爆炸"
"TID_MISSIONS_DLG_MISSION_HINT","您可以通过该太空站向已侦测到的红巨星派遣船舰，获取神器。\n\n要当心：您会永远失去未在超新星爆炸之前及时撤离的船舰。"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","正在扫描红巨星\n（等级{0}）"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_DARK_RED_STAR","正在扫描暗红巨星\n（等级{0}）"
"TID_MISSIONS_DLG_ABANDON_STAR","放弃"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","您确定要放弃该恒星吗？您将永远无法访问它。"
"TID_MISSIONS_DLG_ABANDON_FAIL","您在这颗恒星上还有船舰。在您的船舰返回母星之前，您不能放弃它。"
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","最大剩余时间： "
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","您无法从该等级的红巨星中获得更多帝国国力。"
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","您不能从该等级红巨星获得更多影响力。升级扫描仪以找到更高等级的红巨星，获得更多影响力。"
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","摧毁足够的冥犬船舰并获取红巨星中的神器，以赢得{0}-{1}帝国国力。"
"TID_MISSIONS_DLG_SEARCHING_HINT_1","每个玩家在红巨星中都会获得自己的神器。您不可窃取其他玩家的神器。要击败冥犬势力，团结合作才是上上之策。"
"TID_MISSIONS_DLG_SEARCHING_HINT_2","红巨星中玩家不能对战。您的战斗舰只会向冥犬舰队开火。"
"TID_MISSIONS_DLG_SEARCHING_HINT_3","升级红巨星扫描仪可找到更高等级的红巨星。更高等级的红巨星中有更好的神器，但守卫的冥犬舰队也更强大。"
"TID_MISSIONS_DLG_SEARCHING_HINT_4","使用聊天窗口与其他玩家协调战略。 "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","虽然获取神器是首要目标，红巨星中也蕴含众多的小行星带。请确保您的采矿舰避开伤害，或用战斗舰保护它们。"
"TID_MISSIONS_DLG_SEARCHING_HINT_6","参加红巨星任务是赢得影响力的好方法，能帮助您和您的星际集团在排行榜上爬升更高。"
"TID_MISSIONS_DLG_SEARCHING_HINT_7","最好在搜索正在进行的时候将部分船舰移至红巨星扫描仪。这样一发现红巨星就可以立即进行跳跃，不必浪费宝贵的时间。"
"TID_MISSIONS_DLG_SEARCHING_HINT_8","要注意您帝国的氢气储量，保证您有足够的氢气，支持您所有的船舰从红巨星中安全返回。"
"TID_MISSIONS_DLG_SEARCHING_HINT_9","将您完好的战斗舰派遣至前线，承受大部分敌人火力，保护身后其他脆弱的船舰。"
"TID_MISSIONS_DLG_SEARCHING_HINT_10","有的模组在附近有其他玩家船舰时效果最好。"
"TID_MISSIONS_DLG_SEARCHING_HINT_11","您一次只能往运输舰上装载一个神器。"
"TID_MISSIONS_DLG_SEARCHING_HINT_12","神器越大，研究时能产生的资源和蓝图就越多。"
"TID_MISSIONS_DLG_SEARCHING_HINT_13","每个神器类型都适配一个模组类别。如果您需要某些模组以解锁升级，最好以拥有对应神器类型的星球作为目标。"
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","无法在计划服务器维护期间开始新的红巨星搜索。"
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","上次红巨星行动成果"
"TID_RS_HYDRO_SPENT_AREA","氢气花费"
"TID_RS_HYDRO_SPENT_AREA_HINT","您最新一轮红巨星活动的氢气花费总量，在您氢气储存总量中的数额。"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","关闭"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","您未参加该恒星行动。"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","基于您在该红巨星中的活动，您的帝国国力提高了。"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","您在该红巨星中的活动不足以提高帝国国力。"
"TID_MISSIONS_DLG_VIEW_REPLAY","查看回放"
"TID_MISSIONS_DLG_SHARE_REPLAY","分享回放"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","您确定与自己的星际集团分享该回放吗？"
"TID_MISSIONS_DLG_REPLAY_SHARED","您的回放已分享"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","帝国国力奖励"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","您每次参加红巨星任务，都可能获得或丧失影响力点数。要赚取影响力点数，请摧毁足够数量的冥犬船舰，并夺取神器，满足恒星图标下方显示的得分阙值要求。"
"TID_RS_DIALOG_ARTIFACT_BONUS_HINT","如果在您创建或加入的红巨星上找到神器，该神器会获得基础产出加成。在红巨星行动期间，特殊模组可以应用额外加成。\n\n使用加成产出可以更快地收集模组蓝图。"
"TID_RS_INFLUENCE_REWARD_VICTORY","胜利"
"TID_RS_INFLUENCE_REWARD_DEFEAT","失败"
"TID_RS_INFLUENCE_GAIN_SLOW","您获取帝国国力的速度已降低。升级您的红巨星扫描仪，更快地取得进展。"
"TID_RS_NO_ARTIFACT_BONUS_WARNING","在红巨星找到的神器将拥有产出加成。加入等级2或更高的星际集团，开始从您的神器搜寻中获得加成。"
"TID_RS_NO_ARTIFACT_BONUS_FROM_COOLDOWN","加入不同的星际集团将暂时取消神器加成，持续{0}。"
"TID_RS_NO_DRS_BONUS_WARNING","只有每天的第一次暗红巨星扫描能获得额外的暗红巨星神器加成。暗红巨星加成将于{0}后再次可用。"
"TID_RS_CROID_2X_EVENT_ACTIVE","富足小行星带活动"
"TID_RS_CROID_2X_EVENT_TITLE","当前活动"
"TID_RS_CROID_2X_EVENT_DESCR","活动期间，生成的富足小行星带会带来双倍的星币奖励！\n\n活动结束倒计时：{0}"
"TID_RELIC_DRONE_EVENT_ACTIVE","圣物无人机活动"
"TID_RELIC_DRONE_EVENT_DESCR","活动期间，所有通过圣物无人机回收的圣物会为您的星际集团圣物收集总量做出双倍贡献。活动结束倒计时：{0}。"
"TID_RS_LATE_JOIN_PLAYER_COUNT","{0} 名玩家"
"TID_DARK_RED_STAR_LABEL","暗红巨星"
"TID_RS_LATE_JOIN_NO_STARS","暂无可加入的红巨星。"
"TID_FEATURED_RS_TITLE","回放推荐"
"TID_FEATURED_RS_RED_STARS","红巨星"
"TID_FEATURED_RS_DARK_RED_STARS","暗红巨星"
"TID_RS_DLG_JUMP_SHIPS_BTN","跃迁船舰"
"TID_RS_WITH_LEVEL","等级{0}红巨星"
"TID_DRS_WITH_LEVEL","等级{0}暗红巨星"
"TID_NO_FEATURED_RS_FOUND","未找到回放推荐。"
"TID_DRS_WARNING","在暗红巨星上，您派遣来的所有船舰的起始位置都位于敌方阵线之后的危险区域。如果未能清理拥有更强大冥犬船舰的多个星区，您的船舰将无法跃迁返回。\n\n因任何原因在暗红巨星上被摧毁的船舰都将永远消失。您只能建造新的船舰来补充它们的位置。"
"TID_DO_NOT_SHOW_WARNING_AGAIN","不再提示"
"TID_BS_SCANNER_BRING_SHIP","派遣一艘战斗舰至此扫描站，激活蓝星扫描。"
"TID_BS_SCANNING","正在扫描寻找蓝星"
"TID_BS_LAST_RESULTS","最近蓝星任务结果"
"TID_BS_FINAL_POSITIONS","最终排名"
"TID_BS_NO_WINNER","没有赢家"
"TID_BS_BOT_SHIP_NAME","独狼战斗舰"
"TID_BS_SHIP_JUMP_INFO","发现蓝星时，您的船舰会自动进行星际跳跃。"
"TID_BLS_SHIP_INFO_POPUP","在蓝星上，您的战斗舰将面对其他玩家控制的战斗舰。务必要派出您最强大的战斗舰，这样才能提高获胜几率，并更快获取所有每日奖励。\n\n您派遣至蓝星的战斗舰不会被摧毁。哪怕战败，您的船舰也会安全返回母星。"
"TID_BS_CREDIT_REWARD_TITLE","星币奖励"
"TID_BS_CANT_SEARCH_MAINTENANCE","距离计划维护过近，无法开始新的蓝星搜索。"
"TID_BS_FRAGMENTS_REWARD_TITLE","蓝星碎片"
"TID_BS_FRAGMENTS_REWARD_DESCR","每个已排名的蓝星都将根据您的最终排名授予相应数量的蓝星碎片。每日的前3场比赛中，如果孤狼战斗舰的数量较少，则会进行排名。\n\n攀登蓝星碎片排行榜，以在每个赛季结束时获得保证的水晶奖励。有关更多信息，请< style=Link><link=''__bsldb''>查看蓝星排行榜</link></style>。"
"TID_BS_FRAGMENTS_UNRANKED_BOTS","对于排名比赛而言，此场蓝星比赛含有过多独狼战舰。"
"TID_BS_SEASON_AWARD","蓝星活动赛季已结束！您获得了超过{0}枚蓝星碎片，赢得了奖励：<sprite name=''pc''><c3>{1}</color>"
"TID_WS_SEASON_AWARD","遗留白星活动赛季已结束！您的得分超过{0}，赢得了奖励：<sprite name=''pc''><c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","蓝星活动赛季已结束！您在排行榜上荣登第{0}位，获得了<sprite name=''pc''><c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","白星活动赛季已结束！您在排行榜上荣登第{0}位，获得了<sprite name=''pc''><c3>{1}</color>"
"TID_BS_FINAL_STANDING","最终排名："
"TID_BS_REWARDS_RECEIVED","获得奖励"
"TID_BS_PARTICIPATING_SHIP","参与船舰"
"TID_BS_REWARDS_OVERFLOW","由于存储空间不足，部分奖励可能会丢失。在开始搜索蓝星前，请务必确保您有足够的星币和氢气存储空间。"
"TID_BS_SEARCHING_HINT_1","蓝星是一种在不断地坍缩的星系。请待在恒星中心附近的安全区域内。不慎落入坍缩危险区的船舰将会被瞬间摧毁。"
"TID_BS_SEARCHING_HINT_2","除非万不得已，请勿贸然进入存在蓝星的中心星区。蓝星会对其星区内的船舰造成持续伤害。"
"TID_BS_SEARCHING_HINT_3","存活时间最长的战斗舰即为蓝星任务赢家。如果最后的若干艘战斗舰被同时摧毁，那么比赛以平局结束，没有赢家。"
"TID_BS_SEARCHING_HINT_4","要想赢得蓝星任务，安装适当的战斗舰模组是关键。请查看回放，分析其他玩家的战略，大胆尝试新的模组。"
"TID_BS_SEARCHING_HINT_5","蓝星任务的目标是比其他战斗舰的存活时间更长。请避免与冥犬船舰交火，或者利用冥犬船舰对付其他玩家。"
"TID_BS_RANKED","已排名"
"TID_BS_WAIT_FOR_RANKED","等待参与排名比赛："
"TID_MISSIONS_DLG_ELAPSED_SEARCH_TIME","已消耗的搜索时间： "
"TID_BS_2X_CREDIT_EVENT_ACTIVE","双倍星币奖励活动"
"TID_BS_2X_CREDIT_EVENT_TITLE","当前活动"
"TID_BS_2X_CREDIT_EVENT_DESCR","您将从蓝星获得双倍星币奖励！\n\n活动结束倒计时 {0}"
"TID_BLS_REWARDS_TITLE","蓝星奖励"
"TID_BLS_REWARDS_DESCR","每天参与多场蓝星行动，将奖励进度条填满即可获得奖励。随着您游戏进度的推进，最高每日奖励也会增加。\n\n在蓝星取胜能获得更多奖励，并帮助您更快地填满每日进度条。"
"TID_BLS_REWARDS_RESET_TIME_LEFT","蓝星每日奖励将于{0}后重置。"
"TID_BLS_REWARD_CREDIT_DETAILS","每场比赛后的星币奖励取决于您在蓝星的最终排名。\n\n所有蓝星的每日最高星币奖励取决于您战斗舰的升级等级。"
"TID_BLS_REWARD_HYDRO_DETAILS","每场比赛后的氢气奖励取决于您在蓝星的最终排名。\n\n所有蓝星的每日最高氢气奖励取决于您帝国的氢气储存空间，奖励总值最高可达{0}。"
"TID_BLS_NUM_RANKED_MATCHES_PLAYED_OUT_OF_MAX","{0} / {1} 已参加排名比赛"
"TID_BLS_JUMP_LOW_HP_WARN","该战斗舰生命值较低。您确定要派其跃迁至蓝星吗？"
"TID_RELAY_HUD_SELECT_SECTOR","选择一个星区激活货运中继站"
"TID_ERR_SECTOR_NO_SHIPMENTS","该部门不包含任何货件。"
"TID_RELAY_CONFIRM_SPEND","您确定要在此星区激活货运中继吗？这一操作将立即交付{0}货物。"
"TID_RELAY_BONUS_LEVEL_PROMPT","选择加成等级"
"TID_ACTIVATE_SHIPMENT_RELAY","激活货运中继"
"TID_RELAY_PAYOUT","• 基础货运：<sprite name=''cr''> <c1>{0}</color>\n• 加成： <sprite name=''cr''> <c1>{1}</color>\n• 总收入：<sprite name=''cr''> <c1>{2}</color>"
"TID_PLAYER_DETAILS_VISIT","访问恒星"
"TID_PLAYER_DETAILS_VIEW","玩家详情"
"TID_PLAYER_DETAILS_VIEWCORP","查看星际集团"
"TID_PLAYER_DETAILS_INVITE","邀请"
"TID_PLAYER_DETAILS_INVITE_SENT","您已邀请了该玩家加入您的星际集团"
"TID_PLAYER_DETAILS_INVITE_FAIL_1","邀请失败，玩家已参加一个星际集团"
"TID_PLAYER_DETAILS_YOUR_PROFILE","您的档案"
"TID_PLAYER_DETAILS_PROMOTE","晋升"
"TID_PLAYER_DETAILS_DEMOTE","降职"
"TID_PLAYER_DETAILS_KICK","移出"
"TID_PLAYER_DETAILS_CONFIRM_KICK","您确定要将{0}移出星际集团吗？"
"TID_PLAYER_DETAILS_PROMOTE_TO_LEADER","您想晋升{0}为新的首席干事吗？您将成为一名干事。"
"TID_PLAYER_DETAILS_PROMOTE_MSG","您晋升了{0}"
"TID_PLAYER_DETAILS_DEMOTE_MSG","您降职了{0}"
"TID_CHAT_MESSAGE_DELETE","删除消息"
"TID_CHAT_MESSAGE_DELETE_CONFIRM","您确定要删除该消息吗？"
"TID_PLAYER_DIPLOMACY_DLG_TITLE","玩家信息"
"TID_PLAYER_DIPLOMACY_DLG_END_DIPLOMACY","终止外交关系"
"TID_PLAYER_DIPLOMACY_STAT_DURATION","外交关系已持续"
