"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_BUY_ARTIFACT_DLG_TITLE","PONER ARTEFACTO EN COLA"
"TID_BUY_ARTIFACT_CONFIRM","¿Comprar este artefacto ahora?"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","No se puede comprar el artefacto porque no hay una ranura de almacenamiento disponible."
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Se necesita un escáner de estrellas rojas de nivel {0} para comprar este artefacto."
"TID_RESEARCH_YIELD_TITLE","GENERA PLANOS PARA:"
"TID_SHIP_UPGRADE_DLG_TITLE","MÓDULOS"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALAR"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","MEJORAR"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Espera a que la nave deje de moverse para iniciar una mejora."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","No puedes instalar un módulo dos veces."
"TID_MODULE_ONLY_FOR_BS","Este módulo solo puede instalarse en una nave de combate."
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","El módulo ya está instalado."
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","FINALIZAR AHORA"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","BONIF. RECOMPENSA DEL ENVÍO"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","RANURAS EXTRA"
"TID_MODULE_HYDRO_STORAGE_STAT","ALMACENAMIENTO EXTRA"
"TID_MODULE_MINING_SPEED_STAT","VELOCIDAD DE EXTRACCIÓN"
"TID_MODULE_MASS_MINING_MAX_ASTEROIDS","MÁXIMO DE ASTEROIDES"
"TID_MODULE_BONUS_HYDRO","CANTIDAD DE BONIFICACIÓN"
"TID_MODULE_MASS_MINING_REMOTE_RATE","VELOCIDAD DE RECOLECCIÓN ÚNICA"
"TID_MODULE_COOLDOWN_STAT","ENFRIAMIENTO"
"TID_MODULE_AOE_STAT","DAÑO DE ÁREA"
"TID_MODULE_REPAIR_STAT","CANTIDAD DE CURACIÓN"
"TID_MODULE_DAMAGE_AMPLIFY_STAT","AMPLIFICACIÓN DE DAÑO"
"TID_MODULE_SPEED_SLOWDOWN_STAT","REDUCCIÓN DE VELOCIDAD"
"TID_MODULE_RED_STAR_EXTENSION_STAT","TIEMPO EXTRA"
"TID_MODULE_MAX_TARGETS","OBJETIVOS MÁX."
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","RECOMPENSA DE BONIF."
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","VELOCIDAD DE VIAJE"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","USO DE HIDRÓGENO ADICIONAL"
"TID_MODULE_DESCR_ACTIVATION_COST","COSTE DE ACTIVACIÓN"
"TID_MODULE_DESCR_DPS","DAÑO POR SEGUNDO"
"TID_MODULE_DESCR_DPH","DAÑO POR IMPACTO"
"TID_MODULE_IMPULSE_DAMAGE","DAÑO DE IMPULSO"
"TID_MODULE_IMPULSE_RANGE","ALCANCE DE IMPULSO"
"TID_MODULE_IMPULSE_DURATION","DURACIÓN DE IMPULSO"
"TID_MODULE_DESCR_DPS_PER_HR","DAÑO POR HORA"
"TID_MODULE_DESCR_DPADT","DAÑO EXTRA"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/enemigo"
"TID_MODULE_DESCR_MAX_DPS","DAÑO MÁX. POR SEGUNDO"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","DEMORA DE CAMBIO DE OBJETIVO"
"TID_MODULE_DESCR_STAGE_DPS","DAÑO FASE {0}"
"TID_MODULE_DESCR_STAGE_TIME","DURACIÓN DE CARGA FASE {0}"
"TID_MODULE_SALVAGE_HULL_DESCR","CANTIDAD DE SALUD MÁXIMA"
"TID_MODULE_STAT_DAMAGE_INCR","AUMENTO DE DAÑO"
"TID_MODULE_SPEED_INCR_ACTIVATION","AUMENTO DE VELOCIDAD"
"TID_MODULE_DAMAGE_REDUCTION_STAT","REDUCCIÓN DE DAÑO"
"TID_MODULE_SHIELD_STRENGTH_STAT","FUERZA DE ESCUDO"
"TID_MOTION_SHIELD_PCT","DAÑO ABSORBIDO"
"TID_MODULE_MIRROR_DAMAGE_STAT","DAÑO REFLEJADO"
"TID_MODULE_ATTACK_RANGE_DESCR","DISTANCIA DE ATAQUE"
"TID_MODULE_EFFECT_RANGE_DESCR","DISTANCIA DE EFECTO"
"TID_MODULE_EFFECT_DURATION_DESCR","DURACIÓN DE EFECTO"
"TID_MODULE_MAX_EFFECT_DURATION_DESCR","DURACIÓN MÁXIMA DE EFECTO"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PORCENTAJE CARGADO"
"TID_MODULE_TRADEBURST_THRESHOLD","UMBRAL"
"TID_MODULE_TRADEBURST_BONUS","RECOMPENSA DE BONIF."
"TID_MODULE_DRONE_DELIVERY_BONUS","BONIFICACIÓN DE ENTREGA DE DRON"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","ENVÍOS MÁXIMOS"
"TID_SHIP_MODULE_TITLE","{1} de nivel {0}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Nave de transporte"
"TID_SHIP_MODULE_SLOT_TYPE_1","Extracción"
"TID_SHIP_MODULE_SLOT_TYPE_2","Combate"
"TID_SHIP_MODULE_SLOT_TYPE_3","Arma"
"TID_SHIP_MODULE_SLOT_TYPE_4","Escudo"
"TID_SHIP_MODULE_SLOT_TYPE_5","Dron"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","EN CONSTRUCCIÓN"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","MEJORAR"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","REEMPLAZAR"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","RANURA DE MÓDULO VACÍA"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALAR MÓDULO NUEVO"
"TID_ADD_MODULE_DLG_TITLE","INSTALAR MÓDULO"
"TID_ADD_MODULE_DLG_PROMPT","Selecciona un módulo para instalarlo en esta ranura."
"TID_UNINSTALL_MODULE_LABEL","DESINSTALAR"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","YA ESTÁ INSTALADO"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","EXP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","NIVEL {0}/{1}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Tipo de módulo compatible:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Esta nave obtiene EXP al entregar envíos y artefactos.\n\nLlena la barra de EXP para subir de nivel y desbloquear una ranura de módulos."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Esta nave obtiene EXP al recoger y entregar hidrógeno.\n\nLlena la barra de EXP para subir de nivel y desbloquear una ranura de módulos."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Esta nave obtiene EXP al infligir daño a otras naves.\n\nLlena la barra de EXP para subir de nivel y desbloquear una ranura de módulos."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","AÑADIR RANURA"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Esta nave está al nivel de mejora máximo."
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Este módulo está al nivel de mejora máximo."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Orden fallida: Nivel de módulo incorrecto"
"TID_MODULE_TYPE","TIPO"
"TID_MODULE_TYPE_PASSIVE","Pasivo"
"TID_MODULE_TYPE_ACTIVATED","Activado"
"TID_MODULE_SHIELD_REGEN_DELAY","DEMORA EN LA REGENERACIÓN"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TIEMPO DE REGENERACIÓN COMPLETA"
"TID_MODULE_MASS_BATTERY","BATERÍA MÚLTIPLE"
"TID_MODULE_MASS_BATTERY_DESCR","Dispara simultáneamente a varios enemigos al alcance."
"TID_MODULE_DUAL_LASER","LÁSER DUAL"
"TID_MODULE_DUAL_LASER_DESCR","Dispara un rayo láser contra un máximo de dos enemigos al alcance. El daño aumenta con el tiempo si ambos rayos están activos."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Investiga más artefactos para desbloquear módulos que se pueden instalar en esta ranura."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Puedes desbloquear módulos para instalarlos en esta ranura en la ventana MÓDULOS."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","Abrir la ventana MÓDULOS"
"TID_MODULE_LEAP_DISABLE_STAT","TIEMPO DE DESACTIVACIÓN"
"TID_MODULE_CRUNCH_MAX_AMOUNT","CANTIDAD MÁXIMA"
"TID_MODULE_TRIGGER_TIME","TIEMPO DE ACTIVACIÓN"
"TID_MODULE_PROJECTILE_DAMAGE","DAÑO DE EXPLOSIÓN"
"TID_MODULE_PROJECTILE_DAMAGERANGE","ALCANCE DE EXPLOSIÓN"
"TID_MODULE_SECONDARY_DAMAGE","DAÑO NEUTRALIZADO"
"TID_MODULE_SECONDARY_RANGE","DISTANCIA DE DAÑO NEUTRALIZADO"
"TID_MODULE_ENRICH_INCREASE","AUMENTO DE HIDRÓGENO"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","CANTIDAD MÁXIMA DE ENRIQUECIMIENTO"
"TID_MODULE_RUSH_SPEED_INCR","AUMENTO DE VELOCIDAD"
"TID_MODULE_RUSH_HYDRO_REDUCT","DESCUENTO DE HIDRÓGENO"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT_WS","+{0} % POR RELIQUIA"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","NUEVOS ASTEROIDES MÁX."
"TID_MODULE_GENESIS_MAX_HYDRO","NUEVO HIDRÓGENO MÁX."
"TID_MODULE_GENESIS_WS_PLANET_MOD","MODIFICADOR DE PLANETA NIVEL {0}"
"TID_DESTINY_DISABLE_DURATION","DESHABILITAR DURACIÓN"
"TID_MODULE_ACTIVATION_PREP_TIME","DEMORA DE ACTIVACIÓN"
"TID_MODULE_ACTIVATION_PREP_TIME_LEAP","DEMORA EN EL TELETRANSPORTE"
"TID_MODULE_SECTOR_COOLDOWN","ENFRIAMIENTO DE SECTOR"
"TID_MODULE_USES_TILL_COOLDOWN","USOS ANTES DEL ENFRIAMIENTO"
"TID_MODULE_HULL_THRESHOLD_STAT","UMBRAL FUERZA DEL CASCO"
"TID_DISPATCH_PREP_TIME","TIEMPO DE PREPARACIÓN POR OBJETO"
"TID_DISPATCH_PREP_TIME_FIXED","TIEMPO DE PREPARACIÓN"
"TID_REQUIRED_HYDROGEN","HIDRÓGENO NECESARIO"
"TID_MODULE_SWAP_TEXT","CAMBIAR"
"TID_MODULE_RELIC_DRONE_CAPACITY","CAPACIDAD PARA RELIQUIAS"
"TID_MODULE_RELIC_DRONE_SPEED","TIEMPO DE CARGA POR RELIQUIA"
"TID_MODULE_SUPPORT_ADDITIONAL_DPS","DAÑO AÑADIDO (ASISTENCIA)"
"TID_MODULE_SUPPORT_ADDITIONAL_RANGE","ALCANCE AÑADIDO (ASISTENCIA)"
"TID_MODULE_MAX_LINK_RANGE","ALCANCE MÁXIMO DE ASISTENCIA"
"TID_MODULE_INSTALLED_LABEL","MÓDULO INSTALADO"
"TID_MODULE_IMPULSE_SPEEDUP","POTENCIADOR DE VELOCIDAD DE IMPULSO"
"TID_MODULE_ARTIFACT_BOOST_BONUS","BONIFICACIÓN DE INVESTIGACIÓN AÑADIDA"
"TID_MODULE_ONBOARD_HYDRO_USE","HIDRÓGENO USADO A BORDO"
"TID_MOD_REP_DRONE_REP_EXPIRE","CANTIDAD BASE DE REPARACIÓN"
"TID_MOD_REP_DRONE_REP_COMBAT","CANTIDAD MÁXIMA DE REPARACIÓN"
"TID_MOD_REP_DRONE_RANGE","ALCANCE DE REPARACIÓN"
"TID_MODULE_ROCKET_STATS","ESTADÍSTICAS DE MISIL LANZADO"
"TID_JUMP_DLG_TITLE","CONFIRMAR SALTO"
"TID_JUMP_DLG_INFO_SINGLE","¿Hacer saltar la nave seleccionada al sistema estelar enlazado?"
"TID_JUMP_DLG_INFO_ALL","¿Hacer saltar {0} naves atracadas en el sistema estelar enlazado?"
"TID_JUMP_FLAGSHIP","¿Quieres que la nave insignia salte desde esta estrella blanca?"
"TID_JUMP_DLG_JUMP_ALL","Haz saltar a todas las naves atracadas."
"TID_JUMP_DLG_FOLLOW_PROMPT","Sigue hasta la estrella objetivo."
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Todos los envíos que lleves se perderán durante el salto. ¿Seguro que quieres continuar con el salto?"
"TID_JUMP_ALL_CARGO_LOST_CONFIRM","Se perderá cualquier cargamento de la nave de transporte al ejecutar el salto. ¿Continuar?"
"TID_JUMP_DLG_JUMP_BATTLESHIPS","Hacer saltar naves de combate"
"TID_JUMP_DLG_BRING_SHIPS","Trae algunas naves a esta estación."
"TID_JUMP_DLG_SELECT_SHIPS","Selecciona las naves para ejecutar el salto:"
"TID_JUMP_RS_DLG_HYDRO_HINT","El coste de hidrógeno para saltar con una nave a una estrella roja depende del tipo de nave, del nivel de la estrella roja y de la cantidad de naves del mismo tipo que hayan saltado a esa misma estrella roja anteriormente."
"TID_JUMP_RS_DLG_HYDRO_WARNING","Pagarás un precio de hidrógeno mayor por saltar con esta nave, ya que muchas naves del mismo tipo han saltado a esta estrella roja anteriormente. Presta mucha atención a tus reservas de hidrógeno."
"TID_RS_DIALOG_NEW_STAR_TAB","ESCANEAR"
"TID_RS_DIALOG_EXISTING_STAR_TAB","EN CURSO"
"TID_RS_DIALOG_FEATURED_STAR_TAB","REPETICIONES"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","INICIAR ESCANEO"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","ESCANEAR AHORA"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITAR"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponible"
"TID_RS_DIALOG_SCANNING_FOR_STAR_TITLE","ESTRELLA OBJETIVO"
"TID_RS_DIALOG_STAR_LEVEL","NIVEL"
"TID_RS_DIALOG_ARTIFACT_BONUS","BONIFICACIÓN DE ARTEFACTO"
"TID_RS_DIALOG_DARK_STAR_TOGGLE","ESTRELLA ROJA OSCURA"
"TID_RS_DIALOG_DARK_STAR_TOGGLE_DESCR","Las estrellas rojas oscuras ofrecen mejores artefactos, pero son más difíciles y arriesgadas para cualquier nave que envíes. Asegúrate de haber practicado en estrellas rojas normales antes de intentar ir a una estrella roja oscura."
"TID_RS_DIALOG_PUBLIC_TOGGLE","ESTRELLA PÚBLICA"
"TID_RS_DIALOG_PUBLIC_TOGGLE_DESCR","Todo el mundo puede unirse a las estrellas públicas, que aparecerán en la lista EN CURSO. También optan a la lista de repeticiones destacadas.\n\nAunque decidas no hacer pública tu estrella roja, podrás invitar a cualquiera de tus amigos a dicha estrella. También puedes publicarlo en el chat de la corporación, lo que permitirá que cualquier miembro de la corporación se pueda unir."
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE","PUBLICAR EN LA CORPORACIÓN"
"TID_RS_DIALOG_POST_TO_CORP_TOGGLE_DESCR","Si seleccionas esta opción, la búsqueda de estrellas rojas se publicará en el chat de tu corporación. Cualquier miembro de la corporación podrá unirse."
"TID_MISSIONS_DLG_RED_STAR_DETECTED","ESTRELLA DETECTADA"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA EN {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Puedes enviar naves a través de esta estación para recuperar artefactos en la estrella roja detectada.\n\nTen cuidado: Las naves, que no consigan volver antes de que la estrella se convierta en supernova, se perderán para siempre."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","ESCANEANDO EN BUSCA DE LA ESTRELLA ROJA (NIVEL {0})"
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_DARK_RED_STAR","ESCANEANDO EN BUSCA DE ESTRELLA ROJA OSCURA\n(NIVEL {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDONAR"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","¿Seguro que quieres abandonar esta estrella? Perderás el acceso a ella permanentemente."
"TID_MISSIONS_DLG_ABANDON_FAIL","Todavía tienes naves en esta estrella. No puedes abandonarla hasta que las naves vuelvan a tu estrella natal."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Tiempo restante máx.: "
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","No puedes recibir más PODER IMPERIAL con este nivel de la estrella roja."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","No puedes recibir más influencia con este nivel de la estrella roja. Mejora el escáner para obtener acceso a estrellas de más nivel que te darán más influencia."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Destruye suficientes naves Cerbero y recupera artefactos en esta estrella roja para recibir {0}-{1} de PODER IMPERIAL."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Cada jugador recibe sus propios artefactos en las estrellas rojas. No puedes robar los artefactos de otros jugadores. La mejor estrategia es derrotar a las fuerzas de Cerbero juntos."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","No hay combates entre las naves del jugador en las estrellas rojas. Tus naves de combate solo dispararán contra las fuerzas de Cerbero."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Si mejoras el escáner de estrellas rojas, encontrarás estrellas rojas de más nivel. Las estrellas de más nivel albergan mejores artefactos, pero están custodiadas por fuerzas de Cerbero."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Usa la ventana Chat para coordinar estrategias con otros jugadores. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Aunque recuperar artefactos es la meta principal, las estrellas rojas también son ricas en campos de asteroides. Asegúrate de que tus naves mineras estén fuera de peligro o protégelas con tus naves de combate."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Las misiones de estrellas rojas son una buena forma de ganar influencia. Os servirá a tu corporación y a ti para escalar por los marcadores."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Es buena idea mover algunas naves al escáner de estrellas rojas mientras la búsqueda está en curso. Así, podrás hacerlas saltar en cuanto encuentres la estrella sin perder tu valioso tiempo."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Comprueba que tienes suficiente hidrógeno en tu imperio para que todas tus naves salten a la estrella roja y estén a salvo."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Pon las naves de combate intactas en primera fila para que reciban la mayor parte del fuego enemigo y protege a las más vulnerables detrás."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Algunos módulos funcionan mejor si las naves de otros jugadores están cerca."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Solo puede haber un artefacto cargando en una nave de transporte a la vez."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Cuanto mayor sea el artefacto, más recursos y planos proporcionará al investigarlo."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Cada tipo de artefacto va con una categoría de módulo. Es posible que quieras seleccionar como objetivo a planetas con los tipos de artefactos adecuados para los módulos que deseas desbloquear o mejorar."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","No puede iniciarse una búsqueda de estrellas rojas durante el mantenimiento programado del servidor."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","ÚLTIMOS RESULTADOS DE ESTRELLAS ROJAS"
"TID_RS_HYDRO_SPENT_AREA","HIDRÓGENO GASTADO"
"TID_RS_HYDRO_SPENT_AREA_HINT","La cantidad total de hidrógeno gastado en tu último viaje a una estrella roja, comparado con la cantidad total de almacenamiento de hidrógeno."
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","CERRAR"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","No has participado en operaciones de esta estrella."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","A raíz de tu actividad en esta estrella roja, has aumentado tu PODER IMPERIAL."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Tu actividad en esta estrella roja es insuficiente para aumentar tu PODER IMPERIAL."
"TID_MISSIONS_DLG_VIEW_REPLAY","VER REPETICIÓN"
"TID_MISSIONS_DLG_SHARE_REPLAY","COMPARTIR REP."
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","¿Seguro que quieres compartir esta repetición con tu corporación?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Se ha compartido tu repetición."
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RECOMPENSAS DE PODER IMPERIAL"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Cada estrella roja puede otorgar o quitar puntos de influencia. Para ganar influencia, destruye suficientes naves Cerbero y recoge artefactos para alcanzar el umbral de puntos que se muestra bajo el icono de la estrella."
"TID_RS_DIALOG_ARTIFACT_BONUS_HINT","La bonificación de producción base que se añadirá a los artefactos que encuentres en las estrellas rojas que crees o a las que te unas. Los módulos especiales pueden aplicar bonificaciones adicionales durante la estrella roja.\n\nUsa la bonificación de producción para conseguir planos de módulo más rápido con el tiempo."
"TID_RS_INFLUENCE_REWARD_VICTORY","VICTORIA"
"TID_RS_INFLUENCE_REWARD_DEFEAT","DERROTA"
"TID_RS_INFLUENCE_GAIN_SLOW","Estás ganando PODER IMPERIAL a una velocidad reducida. Mejora tu escáner de estrellas rojas para avanzar más rápido."
"TID_RS_NO_ARTIFACT_BONUS_WARNING","Los artefactos que encuentres en las estrellas rojas no tendrán bonificaciones de producción. Únete a una corporación de nivel 2 o superior para empezar a ganar bonificaciones por tu investigación de artefactos."
"TID_RS_NO_ARTIFACT_BONUS_FROM_COOLDOWN","Si te unes a una corporación diferente, se deshabilitará la bonificación de artefacto en {0}."
"TID_RS_NO_DRS_BONUS_WARNING","La bonificación adicional de artefactos de estrella roja oscura solo está disponible para el primer escáner de estrellas rojas oscuras del día. La bonificación de estrellas rojas oscuras volverá a estar disponible en {0}."
"TID_RS_CROID_2X_EVENT_ACTIVE","EVENTO DE CAMPO DE ASTEROIDES RICOS"
"TID_RS_CROID_2X_EVENT_TITLE","EVENTO ACTIVO"
"TID_RS_CROID_2X_EVENT_DESCR","¡Los campos de asteroides ricos que aparecen otorgan el doble de recompensas de créditos mientras el evento esté activo!\n\nEl evento termina en: {0}"
"TID_RELIC_DRONE_EVENT_ACTIVE","EVENTO DE DRON DE RELIQUIAS"
"TID_RELIC_DRONE_EVENT_DESCR","Mientras esté activo, todas las reliquias que recupera un dron de reliquias contribuyen el doble al total de tu corporación. El evento termina en {0}."
"TID_RS_LATE_JOIN_PLAYER_COUNT","{0} jugadores"
"TID_DARK_RED_STAR_LABEL","ESTRELLA ROJA OSCURA"
"TID_RS_LATE_JOIN_NO_STARS","No hay estrellas rojas disponibles a las que unirse."
"TID_FEATURED_RS_TITLE","REPETICIONES DESTACADAS"
"TID_FEATURED_RS_RED_STARS","ESTRELLAS ROJAS"
"TID_FEATURED_RS_DARK_RED_STARS","ESTRELLAS ROJAS OSCURAS"
"TID_RS_DLG_JUMP_SHIPS_BTN","SALTAR CON NAVES"
"TID_RS_WITH_LEVEL","ESTRELLA ROJA DE NIVEL {0}"
"TID_DRS_WITH_LEVEL","ESTRELLA ROJA OSCURA DE NIVEL {0}"
"TID_NO_FEATURED_RS_FOUND","No se han encontrado repeticiones destacadas."
"TID_DRS_WARNING","Todas las naves que envíes a las estrellas rojas oscuras empezarán en una posición peligrosa tras las líneas enemigas. No podrás hacer que salten de vuelta sin eliminar naves Cerbero más fuertes en múltiples sectores.\n\nLas naves que se destruyan en una estrella roja oscura, sea por la causa que sea, desaparecerán para siempre. Tendrás que construir naves nuevas para reemplazarlas."
"TID_DO_NOT_SHOW_WARNING_AGAIN","NO VOLVER A MOSTRAR"
"TID_BS_SCANNER_BRING_SHIP","Trae una nave de combate a esta estación para poder escanear en busca de estrellas azules."
"TID_BS_SCANNING","BUSCANDO ESTRELLAS AZULES"
"TID_BS_LAST_RESULTS","RESULTADOS ESTRELLAS AZULES (ÚLT.)"
"TID_BS_FINAL_POSITIONS","POSICIONES FINALES"
"TID_BS_NO_WINNER","NINGÚN GANADOR"
"TID_BS_BOT_SHIP_NAME","Nave solitaria"
"TID_BS_SHIP_JUMP_INFO","Tu nave saltará automáticamente al descubrirse una estrella azul."
"TID_BLS_SHIP_INFO_POPUP","En una estrella azul, tu nave de combate se enfrentará a naves de combate controladas por otros jugadores. Asegúrate de enviar la nave de combate más fuerte que tengas para aumentar tus probabilidades de ganar y reclamar todas las recompensas diarias antes.\n\nLas naves de combate que envíes a las estrellas azules no corren el riesgo de ser destruidas. Tu nave siempre volverá a casa sana y salva, aunque te derroten."
"TID_BS_CREDIT_REWARD_TITLE","RECOMPENSA CRÉDITOS"
"TID_BS_CANT_SEARCH_MAINTENANCE","No puedes iniciar una nueva búsqueda de estrellas azules con el mantenimiento planeado tan cerca."
"TID_BS_FRAGMENTS_REWARD_TITLE","FRAGMENTOS DE ESTRELLA AZUL"
"TID_BS_FRAGMENTS_REWARD_DESCR","Cada ESTRELLA AZUL clasificada otorgará Fragmentos de estrella azul según tu posición final. Las primeras 3 partidas del día con un bajo número de Naves solitarias son CLASIFICATORIAS.\n\nSube en las tablas de clasificación de Fragmentos de estrella azul para recibir recompensas garantizadas en CRISTALES al final de cada temporada. Para obtener más información, <style=Link><link=''__bsldb''>consulta las tablas de clasificación de Estrella Azul</link></style>."
"TID_BS_FRAGMENTS_UNRANKED_BOTS","Había demasiadas naves solitarias como para incluir esta partida de estrellas azules en las partidas clasificatorias."
"TID_BS_SEASON_AWARD","¡Fin de temporada de eventos de estrellas azules! Tienes {0} fragmentos de estrella azul de más y has ganado <sprite name=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_AWARD","¡Fin de temporada del evento de estrellas blancas de legado! Tu puntuación es superior a {0}, por lo que recibes <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_SEASON_TOP_AWARD","¡Fin de temporada de eventos de estrellas azules! Estás en el {0}.º puesto de los marcadores y has recibido <sprite name=''pc''> <c3>{1}</color>"
"TID_WS_SEASON_TOP_AWARD","¡Fin de temporada de eventos de estrellas blancas! Estás en la {0}.ª posición de los marcadores y has recibido <sprite name=''pc''> <c3>{1}</color>"
"TID_BS_FINAL_STANDING","POSICIÓN FINAL:"
"TID_BS_REWARDS_RECEIVED","RECOMPENSAS RECIBIDAS"
"TID_BS_PARTICIPATING_SHIP","NAVE PARTICIPANTE"
"TID_BS_REWARDS_OVERFLOW","Podrías perder ciertas recompensas por problemas de capacidad. Asegúrate de tener suficientes créditos y capacidad para hidrógeno antes de iniciar la búsqueda."
"TID_BS_SEARCHING_HINT_1","Las estrellas azules implosionan constantemente. Mantente en la zona segura, hacia el centro de la estrella. Las naves que estén en la zona roja implosiva serán destruidas instantáneamente."
"TID_BS_SEARCHING_HINT_2","No entres en el sector central que contiene la estrella azul a menos que sea totalmente necesario. La estrella azul infligirá un daño constante a todas las naves dentro de su sector."
"TID_BS_SEARCHING_HINT_3","La nave de combate que sobreviva más tiempo ganará la misión de estrella azul. Si las naves de combate restantes son destruidas a la vez, la partida acabará en empate y no habrá ganador."
