"TID_INTRO_MESSAGE_TITLE","BENVENUTO A HADES' STAR"
"TID_TRADEITEM_GOLD","Oro"
"TID_TRADEITEM_ARTIFACT_TUT","Manufatto piccolo"
"TID_TRADEITEM_ARTIFACT_COMBAT_1","GLOBO LIV. 1"
"TID_TRADEITEM_ARTIFACT_COMBAT_2","GLOBO LIV. 2"
"TID_TRADEITEM_ARTIFACT_COMBAT_3","GLOBO LIV. 3"
"TID_TRADEITEM_ARTIFACT_COMBAT_4","GLOBO LIV. 4"
"TID_TRADEITEM_ARTIFACT_COMBAT_5","GLOBO LIV. 5"
"TID_TRADEITEM_ARTIFACT_COMBAT_6","GLOBO LIV. 6"
"TID_TRADEITEM_ARTIFACT_COMBAT_7","GLOBO LIV. 7"
"TID_TRADEITEM_ARTIFACT_COMBAT_8","GLOBO LIV. 8"
"TID_TRADEITEM_ARTIFACT_COMBAT_9","GLOBO LIV. 9"
"TID_TRADEITEM_ARTIFACT_COMBAT_10","GLOBO LIV. 10"
"TID_TRADEITEM_ARTIFACT_COMBAT_11","GLOBO LIVELLO 11"
"TID_TRADEITEM_ARTIFACT_UTILITY_1","CRISTALLO BLU LIV. 1"
"TID_TRADEITEM_ARTIFACT_UTILITY_2","CRISTALLO BLU LIV. 2"
"TID_TRADEITEM_ARTIFACT_UTILITY_3","CRISTALLO BLU LIV. 3"
"TID_TRADEITEM_ARTIFACT_UTILITY_4","CRISTALLO BLU LIV. 4"
"TID_TRADEITEM_ARTIFACT_UTILITY_5","CRISTALLO BLU LIV. 5"
"TID_TRADEITEM_ARTIFACT_UTILITY_6","CRISTALLO BLU LIV. 6"
"TID_TRADEITEM_ARTIFACT_UTILITY_7","CRISTALLO BLU LIV. 7"
"TID_TRADEITEM_ARTIFACT_UTILITY_8","CRISTALLO BLU LIV. 8"
"TID_TRADEITEM_ARTIFACT_UTILITY_9","CRISTALLO BLU LIV. 9"
"TID_TRADEITEM_ARTIFACT_UTILITY_10","CRISTALLO BLU LIV. 10"
"TID_TRADEITEM_ARTIFACT_UTILITY_11","CRISTALLO BLU LIVELLO 11"
"TID_TRADEITEM_ARTIFACT_SUPPORT_1","TETRAEDRO LIV. 1"
"TID_TRADEITEM_ARTIFACT_SUPPORT_2","TETRAEDRO LIV. 2"
"TID_TRADEITEM_ARTIFACT_SUPPORT_3","TETRAEDRO LIV. 3"
"TID_TRADEITEM_ARTIFACT_SUPPORT_4","TETRAEDRO LIV. 4"
"TID_TRADEITEM_ARTIFACT_SUPPORT_5","TETRAEDRO LIV. 5"
"TID_TRADEITEM_ARTIFACT_SUPPORT_6","TETRAEDRO LIV. 6"
"TID_TRADEITEM_ARTIFACT_SUPPORT_7","TETRAEDRO LIV. 7"
"TID_TRADEITEM_ARTIFACT_SUPPORT_8","TETRAEDRO LIV. 8"
"TID_TRADEITEM_ARTIFACT_SUPPORT_9","TETRAEDRO LIV. 9"
"TID_TRADEITEM_ARTIFACT_SUPPORT_10","TETRAEDRO LIV. 10"
"TID_TRADEITEM_ARTIFACT_SUPPORT_11","TETRAEDRO LIVELLO 11"
"TID_PLANET_DESERT_1","Pianeta desertico piccolo"
"TID_PLANET_DESERT_2","Pianeta desertico"
"TID_PLANET_DESERT_3","Pianeta desertico grande"
"TID_PLANET_DESERT_DESCR","I pianeti desertici producono carichi di poco valore, ma offrono molto spazio per il deposito di idrogeno."
"TID_PLANET_LAVA_1","Pianeta infuocato piccolo"
"TID_PLANET_LAVA_2","Pianeta infuocato"
"TID_PLANET_LAVA_3","Pianeta infuocato grande"
"TID_PLANET_LAVA_DESCR","I pianeti infuocati producono carichi di un discreto valore e forniscono al tuo impero un ricavo minimo di crediti e di idrogeno ogni ora."
"TID_PLANET_WATER_1","Pianeta acquatico piccolo"
"TID_PLANET_WATER_2","Pianeta acquatico"
"TID_PLANET_WATER_3","Pianeta acquatico grande"
"TID_PLANET_WATER_DESCR","I pianeti acquatici producono carichi di un discreto valore e forniscono al tuo impero un ricavo costante di crediti ogni ora."
"TID_PLANET_TERRAN_1","Pianeta terrestre piccolo"
"TID_PLANET_TERRAN_2","Pianeta terrestre"
"TID_PLANET_TERRAN_3","Pianeta terrestre grande"
"TID_PLANET_TERRAN_DESCR","I pianeti terrestri producono carichi di valore medio e forniscono al tuo impero un ricavo minimo di idrogeno ogni ora."
"TID_PLANET_GAS_1","Pianeta gassoso"
"TID_PLANET_GAS_2","Gigante gassoso"
"TID_PLANET_GAS_DESCR","I pianeti gassosi producono carichi di valore medio e forniscono al tuo impero un ricavo minimo di crediti ogni ora."
"TID_PLANET_ICE","Pianeta ghiacciato"
"TID_PLANET_ICE_DESCR","I pianeti ghiacciati producono carichi di un grande valore e forniscono al tuo impero un ricavo costante di crediti e di idrogeno ogni ora."
"TID_PLANET_DESTROYED","Pianeta morente"
"TID_PLANET_DESTROYED_DESCR","Questo pianeta potrebbe contenere manufatti antichi utili per studiare nuovi moduli."
"TID_YELLOW_STAR","STELLA GIALLA"
"TID_YELLOW_STAR_DESCR","Le stelle gialle sono circondate da diversi pianeti abitabili e sono perfette per costruire le infrastrutture di base. A ciascun impero viene assegnata una stella gialla in cui stabilire la base operativa."
"TID_RED_STAR","STELLA ROSSA"
"TID_RED_STAR_INFO","Le stelle rosse sono molto instabili. Spesso sono circondate da pianeti non abitabili ricchi di manufatti."
"TID_WHITE_STAR","STELLA BIANCA"
"TID_WHITE_STAR_INFO","In quanto unica fonte di cimeli, le stelle bianche sono molto ricercate dalle corporazioni nella Galassia di Hades."
"TID_BLUE_STAR","STELLA BLU"
"TID_BLUE_STAR_INFO","Questo pericoloso sistema ha un arco di vita limitato e collassa dall'esterno verso l'interno della stella.\n\nLa stella danneggia qualsiasi nave presente nel settore."
"TID_HOME_STAR","STELLA BASE"
"TID_OTHER_STARS","ALTRE STELLE"
"TID_ACHIEVEMENT_SHIPMENTS","CONSEGNA CARICHI"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Consegna un totale di {0} carichi"
"TID_ACHIEVEMENT_UPGRADEPLANET","MIGLIORAMENTO PIANETA"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Migliora uno dei tuoi pianeti fino al livello {0}"
"TID_ACHIEVEMENT_FLEETSIZE","DIMENSIONE FLOTTA"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Aumenta la dimensione della flotta fino a {0}"
"TID_ACHIEVEMENT_COMMONMINERALS","RACCOGLITORE DI IDROGENO"
"TID_ACHIEVEMENT_COMMONMINERALS_DESCR","Raccogli {0} di idrogeno dai campi di asteroidi"
"TID_ACHIEVEMENT_NUMBERARTIFACTS","CACCIATORE DI MANUFATTI"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Ricerca {0} manufatti"
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZZATORE"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Colonizza {0} pianeti"
"TID_ACHIEVEMENT_SECTORUNLOCKED","ESPLORATORE"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Svela {0} settori nella tua stella base"
"TID_ACHIEVEMENT_TAX","ASSISTENTE CORRIERE"
"TID_ACHIEVEMENT_TAX_DESCR","Paga ad altri giocatori un totale di {0} crediti in ricompense per carichi raccogliendo carichi dai loro pianeti"
"TID_ACHIEVEMENT_RELATIONSHIP","RELAZIONE STABILE"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Mantieni relazioni diplomatiche costanti con un altro giocatore per {0} giorni"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","SVENTRATORE DI GUARDIANI"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Distruggi un totale di {0} navi Cerbero"
"TID_ACHIEVEMENT_CRINCOME","MAGNATE DI CREDITI"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Mantieni un ricavo totale di {0} crediti per 7 giorni consecutivi"
"TID_ACHIEVEMENT_HYDROINCOME","MAGNATE DI IDROGENO"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Mantieni un ricavo totale di {0} idrogeno per 7 giorni consecutivi"
"TID_ACHIEVEMENT_WS","COMPAGNO DI SQUADRA"
"TID_ACHIEVEMENT_WS_DESCR","Partecipa a {0} missioni su stelle bianche"
"TID_ACHIEVEMENT_WS_HYDRO","COLLEZIONISTA"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposita {0} idrogeno su pianeti di stelle bianche"
"TID_ACHIEVEMENT_WS_RELICS","STEWARD"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Recupera {0} cimeli per la tua corporazione"
"TID_ACHIEVEMENT_WS_REWARDS","BENESTANTE"
"TID_ACHIEVEMENT_WS_REWARDS_DESCR","Raccogli {0} crediti in ricompense partecipando a missioni stelle bianche"
"TID_ACHIEVEMENT_BS_WINS","GUERRIERO DELLA STELLA BLU"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Vinci {0} partite nelle stelle blu"
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Migliora il tuo cantiere navale per costruire più navi (oppure rottama alcune navi)"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Seleziona una posizione più vicina alla stella"
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Seleziona una posizione nella tua area di visibilità del settore"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Seleziona una posizione più lontana dai pianeti e dalle stazioni spaziali"
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Seleziona una posizione più lontana dalla stella"
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","Questa stazione può essere collocata solo in un settore senza pianeti"
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","Non è possibile collocare la seconda stazione così vicino alla prima"
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","Non è possibile spostare un hub attivo. Attendi che il timer di attivazione raggiunga lo zero."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","Questo settore non può supportare altre Stazioni di questo tipo"
"TID_HUD_PLACE_LOCATION_INVALID_SUN","Non è possibile collocare questa stazione così vicina alla stella"
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","Questa stazione deve essere posizionata vicina alla stella"
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","Non è possibile costruire così vicino al bordo di un settore"
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","Puoi costruire in un settore solo dopo aver eliminato tutte le forze Cerbero presenti"
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","Puoi spostare una stazione in questo settore solo dopo aver eliminato tutte le forze Cerbero presenti"
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","Puoi spostare questa stazione solo all’interno dello stesso settore"
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","Puoi colonizzare un pianeta solo quando una delle tue navi è nella sua orbita"
"TID_HUD_MSG_CORP_JOINED","Ora fai parte della corporazione '{0}'"
"TID_HUD_MSG_CORP_LEFT","Non fai più parte di una corporazione"
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","Impossibile entrare nella corporazione: ne sei già membro"
"TID_HUD_MSG_CORP_JOIN_WAIT","Devi attendere prima di poterti unire di nuovo a questa corporazione."
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","Impossibile entrare nella corporazione: la corporazione è chiusa"
"TID_HUD_MSG_CORP_CANTJOIN_FULL","Impossibile entrare nella corporazione: la corporazione è al completo"
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","Impossibile entrare nella corporazione: riprova più tardi"
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","Impossibile entrare nella corporazione: la tua influenza non è sufficiente."
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","Richiesta di partecipazione alla corporazione inviata"
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","Seleziona un oggetto nel raggio d'azione del modulo"
"TID_HUD_MSG_MODULE_INVALID_SUPRESS_TARGET","Soppressione funziona solo sulle navi nemiche"
"TID_HUD_MSG_MODULE_INVALID_TARGET","Bersaglio non valido per questo modulo"
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","Non può teletrasportare fuori dall'area di collasso della stella blu"
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","Non puoi lanciare altre navi di questo tipo"
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","Questo modulo può essere attivato solo quando la nave è in movimento"
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","Questo modulo può essere attivato solo quando ci sono asteroidi nel settore corrente."
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","Devi attendere che finisca il periodo di ricarica prima di poter usare nuovamente questo modulo in questo settore"
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","Per poter attivare questo modulo, la tua nave deve essere più vicina alla stella"
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","Non hai bisogno di uno scanner a corto raggio in questo settore"
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","L'idrogeno raccolto non è sufficiente per attivare questo modulo"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","Devi selezionare un avamposto con dei carichi"
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","Capacità insufficiente per proiettare carichi su questa nave"
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","Devi selezionare una stazione di scambio"
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","Un modulo si sta già attivando"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","Seleziona una posizione dove il drone può iniziare la consegna dei carichi"
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","Impossibile attivare LEGA su una nave in attesa di teletrasporto"
"TID_HUD_MSG_CANT_BOND_TELEPORT_CERB_PRS","Non può teletrasportarsi mentre sta utilizzando LEGA in una stella rossa pubblica"
"TID_HUD_MSG_BS_WON","Hai vinto questa stella blu!"
"TID_HUD_MSG_BS_END","La stella blu è terminata. Sei {0}° nella classifica finale."
"TID_HUD_MSG_DISPATCH_NO_TARGET","Impossibile trovare una valida spedizione bersaglio"
"TID_HUD_MSG_NO_CERB_IN_SECTOR","Questo modulo può essere attivato solo se nel settore ci sono navi Cerbero."
"TID_HUD_CREDITS","CREDITI"
"TID_HUD_HYDROGEN","IDROGENO"
"TID_HUD_CRYSTALS","CRISTALLI"
"TID_HUD_CREDITS_EXPLANATION","I <creditColor>crediti</color> sono la valuta principale e servono ad acquistare navi, sbloccare moduli e costruire e migliorare le infrastrutture."
"TID_HUD_HYDROGEN_EXPLANATION","L'<hydrogenColor>idrogeno</color> si usa per spostare le navi nel sistema stellare, farle saltare in un nuovo sistema e attivare determinati moduli."
"TID_HUD_CRYSTAL_EXPLANATION","I <crystalColor>cristalli</color> possono essere utilizzati per acquistare crediti e idrogeno e per velocizzare le operazioni."
"TID_HUD_ADD_CRYSTALS","AGGIUNGI CRISTALLI"
"TID_HUD_MAX_STORAGE","SPAZIO MASSIMO"
"TID_HUD_INCOME_PER_HR","PROFITTO ORARIO"
"TID_HUD_NEXT_INSTALLMENT","PROSSIMA RATA"
"TID_HUD_STORAGE_FULL","Non c'è spazio. Migliora i pianeti per aumentare lo spazio disponibile."
"TID_HUD_PLACE_BUILDING_PROMPT","SELEZIONA UBICAZIONE PER: {0}"
"TID_HUD_PLACE_SRS_CONFIRM","Vuoi davvero posizionare il tuo scanner a corto raggio in questo settore? Questa posizione potrebbe non essere ottimale."
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","SELEZIONA UBICAZION PER SECONDO/A: {0}"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","SELEZIONA DESTINAZIONE"
"TID_HUD_PLACEMENT_WAYPOINT","SELEZIONA TAPPA SUCCESSIVA"
"TID_HUD_PICK_TELEPORT_TARGET","SELEZIONA BERSAGLIO TELETRASPORTO"
"TID_HUD_PICK_SUPRESS_TARGET","SELEZIONA BERSAGLIO SOPPRESSIONE"
"TID_HUD_PICK_MODULE_TARGET","SELEZIONA BERSAGLIO"
"TID_HUD_PICK_ENTRUST_TARGET","SELEZIONA BERSAGLIO AFFIDA"
"TID_HUD_PICK_WARP_LANE_TARGET","SELEZIONA HUB A CUI COLLEGARSI"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","Oggetto non valido, seleziona un altro hub corsia warp"
"TID_HUD_CONFIRM_WARP_LANE_LINK","Vuoi creare una curvatura spazio-temporale o corsia warp tra questi due hub per '{0}'?"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","Vuoi davvero dissolvere questa corsia warp prima che si spenga in modo naturale?"
"TID_HUD_CONFIRM_BUILDING_MOVE","Vuoi spostare questa stazione?"
"TID_HUD_MOVETO_POPUP_DESTINATION","Sposta su {0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","{0} UA di distanza"
"TID_HUD_MOVETO_CANCEL_MOVE","ANNULLA"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","Se sposti la nave cargo durante l'imbarco, il cimelio non verrà caricato. Continuare?"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","La tua nave cargo sta caricando manufatti. Se parti ora, i manufatti in corso e quelli ancora in coda non verranno caricati."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","PARTI SUBITO"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","PARTI QUANDO TUTTI I MANUFATTI SONO A BORDO"
"TID_HUD_MSG_STAR_DESTROYED","Il sistema stellare che si trovava qui è stato distrutto senza lasciare alcuna traccia..."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","SELEZIONA UN AVAMPOSTO BERSAGLIO"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","SELEZIONA UNA STAZIONE DI SCAMBIO BERSAGLIO"
"TID_HUD_PICK_ROCKET_TARGET","SELEZIONA BERSAGLIO DEL RAZZO"
"TID_HUD_PICK_DRONE_TARGET","SELEZIONA DESTINAZIONE DRONE"
"TID_HUD_PICK_MINING_SECTOR","Scegli settore estrazione {0} di {1}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","Hai designato una rotta completa per la tua Mineraria. Seleziona un settore attivo per ripristinare la rotta."
"TID_HUD_ROUTE_DONE","ROTTA DEFINITA, TOCCA SUL SETTORE DI UNA ROTTA PER RIPRISTINARLA."
"TID_HUD_FINALIZE_MINER_ROUTE","CONCLUDI LA ROTTA"
"TID_STATUS_MINING_SECTOR","Settore estrazione"
"TID_STATUS_MINING_SINGLE","Estrazione"
"TID_STATUS_MINING","Settore estrazione {0} di {1}"
"TID_STATUS_LOADING_ARTIFACT","Imbarco manufatto in corso"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","Imbarco {0} manufatti in corso"
"TID_STATUS_DEPARTING","In partenza per {0}"
"TID_STATUS_MOVING","In viaggio per {0}"
"TID_OBJ_EMPTY_SPACE","spazio vuoto"
"TID_STATUS_DOCKED","Di stanza a {0}"
"TID_STATUS_DISABLED","<color>Disattivata</color>"
"TID_STATUS_REPAIRING","Riparazione in corso"
"TID_STATUS_DESTROYING_PLANET","Pianeta in distruzione"
"TID_STATUS_ACTIVATING_MODULE","In attivazione: {0}"
"TID_STATUS_DRONE_EXPIRY","Scade tra {0}"
"TID_MULTIPLE_SHIPS_SELECTED","Navi selezionate: {0}"
"TID_STATUS_NOT_TRIGGERED","Non innescata"
"TID_STATUS_TRIGGERING","Innesco..."
"TID_OBJ_ACTION_VIEW_MISSION","SCANSIONA"
"TID_OBJ_ACTION_EXPLORE_SECTOR","SVELA"
"TID_OBJ_ACTION_FINISH_NOW","TERMINA SUBITO"
"TID_OBJ_ACTION_VIEW_RESEARCH","STUDIA"
"TID_OBJ_ACTION_CANCEL_BUILD","ANNULLA COSTRUZIONE"
"TID_OBJ_CANCEL_BUILD_CONFIRM","Vuoi davvero annullare la costruzione? Ti verrà rimborsato il {0}% del costo."
"TID_OBJECT_NAME_WITH_LEVEL","{0} (Livello {1})"
"TID_TRADE_STATION_NAME","STAZIONE DI SCAMBIO {0}"
"TID_PLANET_COLONIZED_BY","Colonizzato da {0}"
"TID_PLANET_NOT_COLONIZED","Non colonizzato"
"TID_OBJECT_ACTION_UPGRADE","MIGLIORA"
"TID_OBJECT_ACTION_CANCEL_DEPARTURE","ANNULLA SPOSTAMENTO"
"TID_OBJECT_ACTION_FORCE_DEPARTURE","PARTI SUBITO"
"TID_OBJECT_ACTION_COLONIZE","COLONIZZA"
"TID_OBJECT_ACTION_CLEAR_WAYPOINTS","COMPLETA L'ULTIMA TAPPA"
"TID_OBJECT_ACTION_MOVE","SPOSTA"
"TID_OBJECT_ACTION_ADD_WAYPOINT","AGGIUNGI TAPPA"
"TID_OBJECT_ACTION_PLAYER_INFO","INFO GIOCATORE"
"TID_OBJECT_ACTION_VISIT_STAR","VAI ALLA STELLA"
"TID_OBJECT_ACTION_TRADE_JOBS","CARICHI"
"TID_OBJECT_ACTION_ARTIFACTS","MANUFATTI"
"TID_OBJECT_ACTION_PRODUCTION","COSTRUISCI"
"TID_OBJECT_ACTION_ACTIVATE","ATTIVA"
"TID_OBJECT_ACTION_DEACTIVATE","DISATTIVA"
"TID_OBJECT_ACTION_LINK","COLLEGA"
"TID_OBJECT_ACTION_UNLINK","DISSOLVIMENTO"
"TID_OBJECT_ACTION_SHIP_UPGRADE","MODULI"
"TID_OBJECT_ACTION_USE_STARGATE","SALTA"
"TID_OBJECT_ACTION_SPEEDUP_BUILDING_CONSTRUCTION","TERMINA"
"TID_OBJECT_ACTION_VIEW_ALLIANCE_STAR","STELLA"
"TID_OBJECT_ACTION_FINISH_PLANET_UPGRADE","TERMINA"
"TID_CERBERUS_STATION_SPAWNING_IN","Generazione nuovi combattenti tra {0}"
"TID_OBJECT_ACTION_VIEW_DIPLOMACY_LINK","VEDI DIPLOMAZIA"
"TID_OBJECT_ACTION_VIEW_RED_STAR_STATUS","STATO SCANNER"
"TID_OBJECT_ACTION_INFO","INFO"
"TID_OBJECT_INFO_UNDER_CONSTRUCTION","In costruzione"
"TID_OBJECT_INFO_UPGRADING_TO_LEVEL","Miglioramento al livello {0}"
"TID_OBJECT_INFO_UPGRADING_SHIP_TO_LEVEL","Miglioramento di {0}"
"TID_RESEARCHING","Ricerca manufatto in corso..."
"TID_SCOUTING","Scansione in corso..."
"TID_UNLOCK_SECTOR_CONFIRM","Iniziare scansione di questo settore?"
"TID_CONFIRM_SECTOR_SPEEDUP","Terminare scansione di questo settore?"
"TID_WARP_HUB_LINKED","Collegato"
"TID_WARP_HUB_NOT_LINKED","Non collegato"
"TID_CR_ASTEROID_CONTAINS","Contiene <quad class=''cr''> <color>{0}</color>."
"TID_ASTEROID_HYDROGEN_REMAINING","<quad class=''fuel''> <color>{0}</color> rimanenti"
"TID_SELECT_REVEAL_SECTOR","SELEZIONA UN SETTORE ADIACENTE PER SVELARLO"
"TID_SECTOR_NOT_ADJACENT","Questo settore non è adiacente allo scanner"
"TID_SECTOR_ALREADY_EXPLORED","Questo settore è già stato scansionato"
"TID_SCANNER_BUSY","Devi aspettare che lo scanner termini l'operazione in corso"
"TID_READY_TO_USE","Pronto per l'uso"
"TID_RECHARGING","Ricarica..."
"TID_ACTIVE","Attiva"
"TID_OBJECT_ACTION_PROGRAM_MINER","DEFINISCI UNA ROTTA DI ESTRAZIONE"
"TID_OBJECT_ACTION_SUMMON_FLAGSHIP","CONVOCA LA NAVE AMMIRAGLIA"
"TID_DIPLOMACY_LINK_DLG_TITLE","STAZIONE DIPLOMATICA"
"TID_DIPLOMACY_LINK_DLG_RECOMMENDED_PLAYERS_TAB","CONSIGLIATI"
"TID_DIPLOMACY_LINK_DLG_FRIENDS_TAB","AMICI"
"TID_DIPLOMACY_DLG_EMPTY_PROMPT","Seleziona uno dei giocatori consigliati per inviare la richiesta di relazioni diplomatiche.\n\nPuoi inviare la richiesta anche agli altri giocatori tramite la finestra del loro profilo."
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_TEXT","RICHIESTE RICEVUTE"
"TID_DIPLOMACTY_DLG_OUTGOING_REQUEST_TEXT","RICHIESTA INVIATA"
"TID_DIPLOMACY_DLG_CANCEL_REQUEST","ANNULLA"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_ACCEPT","ACCETTA"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_REJECT","RIFIUTA"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_PLAYER_INFO","INFO GIOCATORE"
"TID_DIPLOMACY_DLG_LINKED_TO","La tua stazione è collegata con:"
"TID_DIPLOMACY_DLG_CONFIRM_END_RELATIONS","Vuoi davvero instaurare relazioni diplomatiche con questo giocatore? Tutte le navi torneranno ai loro sistemi base"
"TID_DIPLOMACY_DLG_REQUEST_BUTTON","RICHIESTA"
"TID_MSG_REQUEST_SENT","Richiesta diplomatica inviata con successo"
"TID_MSG_REQUEST_OTHER_PLAYER_SLOTS_FULL","Impossibile inviare richiesta: stazioni diplomatiche del giocatore piene"
"TID_MSG_REQUEST_OTHER_PLAYER_INBOX_FULL","Impossibile inviare richiesta: posta del giocatore piena"
"TID_MSG_REQUEST_ALREADY_WAITING_FOR_RESPONSE","Impossibile inviare richiesta: la richiesta è già in attesa di risposta"
"TID_DIPLOMACY_LINK_DLG_NO_RECOMMENDED_PLAYERS","Non ci sono giocatori disponibili"
"TID_OFFLINE_REPORT_DLG_TITLE","RESOCONTO PROGRESSI"
"TID_OFFLINE_REPORT_DLG_LAST_LOGIN","Ultimo accesso: {0} fa"
"TID_OFFLINE_SECTION_TITLE_RESOURCES_COLLECTED","RISORSE"
"TID_OFFLINE_REPORT_DLG_CR_FROM_SHIPMENTS","+{0} crediti da consegne carichi"
"TID_OFFLINE_REPORT_DLG_FUEL_FROM_SHIPMENTS","+{0} idrogeno da estrazione"
"TID_OFFLINE_REPORT_DLG_CR_FROM_TAX","+{0} crediti da consegne carichi da partner diplomatici"
"TID_OFFLINE_SECTION_TITLE_SUPERNOVA","LA STELLA È DIVENTATA UNA SUPERNOVA"
"TID_OFFLINE_SECTION_SUPERNOVA_VIEW","VEDI"
"TID_OFFLINE_REPORT_DLG_DISMISS_BUTTON","CHIUDI"
"TID_OFFLINE_REPORT_DLG_PLANET_UPGRADED","{0} è ora un pianeta di livello {1}"
"TID_OFFLINE_REPORT_SHIP_LOST","NAVE PERSA"
"TID_MISSING_RES_DLG_NOT_ENOUGH_CR_TITLE","CREDITI INSUFFICIENTI"
"TID_MISSING_RES_DLG_BUY_MISSING_CR","Acquistare <quad class=''cr''> <color>{0}</color> mancanti?"
"TID_MISSING_RES_DLG_NOT_ENOUGH_FUEL_TITLE","IDROGENO INSUFFICIENTE"
"TID_MISSING_RES_DLG_BUY_MISSING_FUEL","Acquistare <quad class=''fuel''> <color>{0}</color> mancanti?"
"TID_NOT_ENOUGH_CRYSTALS_DLG_TITLE","CRISTALLI INSUFFICIENTI"
"TID_NOT_ENOUGH_CRYSTALS_BUY_MORE_PROMPT","Puoi acquistare i cristalli presso il negozio"
"TID_NOT_ENOUGH_CRYSTALS_ENTER_STORE_BUTTON","VAI AL NEGOZIO"
"TID_PURCHASES_DISABLED","Acquisti disattivati nella versione alfa"
"TID_PURCHASING_FAILED_DISABLED","Acquisti disattivati nelle impostazioni del tuo dispositivo"
"TID_PURCHASING_FAILED_NO_PRODUCTS_FOUND","Acquisti non disponibili: nessun prodotto trovato"
