"TID_INTRO_MESSAGE_TITLE","BIENVENUE DANS HADES' STAR"
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","Vous devez récupérez {0} plans avant de pouvoir améliorer ce module."
"TID_MODULE_SPEED_UP_CONFIRM","Voulez-vous terminer l'amélioration dès maintenant ?"
"TID_MODULE_CANT_UPGRADE_OTHER_IN_PROGRESS","Vous ne pouvez pas améliorer un module pendant qu'une autre amélioration est en cours."
"TID_MODULE_LEVEL_0_DESCR","DÉBLOQUER"
"TID_ACHIEVEMENT_LIST_VIEW_ON_GOOGLE_PLAY","Voir sur Google Play"
"TID_PLAYER_INFO_STAR_FRAGMENTS_TITLE","FRAGMENTS D'ÉTOILE"
"TID_PLAYER_INFO_STAR_FRAGMENTS_DESCR","Les fragments d'étoile peuvent être obtenus en participant à des missions d'étoile bleue. Ils peuvent être utilisés pour grimper au sein des classements d'étoile bleue et pour obtenir, à coup sûr, des récompenses de cristaux à la fin de chaque saison d'étoile bleue."
"TID_PLAYER_INFO_WS_POINTS_TITLE","POINTS D'ÉTOILE BLANCHE"
"TID_PLAYER_INFO_WS_POINTS_DESCR","Les points d'étoile blanche s'obtiennent en participant à des missions d'étoile blanche. Ils peuvent être utilisés pour grimper au sein des classements d'étoile blanche et pour obtenir, à coup sûr, des récompenses de cristaux à la fin de chaque saison d'étoile blanche."
"TID_OTHER_PLAYER_INFO_PAGE_TITLE","PROFIL JOUEUR"
"TID_OTHER_PLAYER_INFO_PAGE_STAR_SECTION","ÉTOILE"
"TID_OTHER_PLAYER_INFO_PAGE_CORP_SECTION","CORPORATION"
"TID_OTHER_PLAYER_INFO_PAGE_ACHIEVEMENTS_SECTION","EXPLOITS"
"TID_OTHER_PLAYER_INFO_VISIT_STAR_BUTTON","VISITER"
"TID_OTHER_PLAYER_INFO_INVITE","INVITER"
"TID_OTHER_PLAYER_DIPLOMACY_SECTION","DIPLOMATIE"
"TID_OTHER_PLAYER_DIPLOMACY_REQUEST_BTN","REQUÊTE DE RELATIONS DIPLOMATIQUES"
"TID_OTHER_PLAYER_DIPLOMACY_CANNOT_LINK_NO_BUILDING","Vous devez avoir une station diplomatique libre avant de pouvoir envoyer cette requête."
"TID_PRODUCTION_DLG_TITLE","PRODUCTION"
"TID_PRODUCTION_DLG_SHIPS","VAISSEAUX"
"TID_PRODUCTION_DLG_STATIONS","STATIONS SPATIALES"
"TID_PRODUCTION_BUILDING_LOCKED","Vous devez améliorer l'une de vos planètes au niveau {0} avant de pouvoir construire cette station"
"TID_PRODUCTION_SPEED_UP_CONFIRM","Terminer la production immédiatement ?"
"TID_PRODUCTION_SHIPS_BUILT","CONSTRUITS"
"TID_PRODUCTION_STATIONS_BUILT","CONSTRUITES"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","CAPACITÉ DE FLOTTE"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","TERMINER IMMÉDIATEMENT"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","Améliorer conception"
"TID_UPGRADE_TRANSPORT_DESIGN","AMÉLIORER LES VAISSEAUX DE TRANSPORT AU\nNIVEAU {0} DE FAÇON PERMANENTE ?"
"TID_UPGRADE_MINER_DESIGN","AMÉLIORER LES VAISSEAUX DE FORAGE AU\nNIVEAU {0} DE FAÇON PERMANENTE ?"
"TID_UPGRADE_BS_DESIGN","AMÉLIORER LES CUIRASSÉS AU\nNIVEAU {0} DE FAÇON PERMANENTE ?"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","La conception du vaisseau a été améliorée."
"TID_STAT_SHIP_DESIGN_BUILD_COST","COÛT DE PRODUCTION"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","Coût en crédits pour produire un nouveau vaisseau de ce type."
"TID_FINISH_SHIP_UPG_CONFIRM","Finir d'améliorer la conception du vaisseau ?"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","Impossible de commencer une nouvelle amélioration tant qu'une autre est en cours."
"TID_STARTER_PACK_ACTIVE","Remise sur PACK DE DÉMARRAGE active (-{0} %)"
"TID_TRADE_DLG_TITLE","CARGAISONS"
"TID_TRADE_DLG_TITLE_REDSTAR","ARTÉFACTS"
"TID_TRADE_DLG_ARTIFACTS_TITLE","ARTÉFACTS SUR LA PLANÈTE"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","Aucun vaisseau de transport en orbite."
"TID_TRADE_DLG_BRING_TRANSPORT","Vous devez placer un vaisseau de transport à la surface avant de pouvoir charger des cargaisons."
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","Capacité insuffisante pour charger cette cargaison."
"TID_TRADE_DLG_CONFIRM_REFRESH","Ajouter d'autres cargaisons à cette planète ?"
"TID_TRADE_DLG_ITEM_WEIGHT","{0} tonnes"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1 tonne"
"TID_TRADE_DLG_ITEM_DISTANCE","{0} UA de distance"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","Vous ne pouvez pas récupérer de cargaisons dans ce secteur avant d'avoir établi des relations diplomatiques avec le joueur qui le possède."
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","Plus de cargaisons dans :"
"TID_TRADE_DLG_ADD_MORE_NOW","AJOUTER"
"TID_NO_SHIPMENTS_INFO","Aucune cargaison disponible actuellement. De nouvelles cargaisons apparaîtront au fil du temps.\n\nAméliorer la planète ajoute également plus de cargaisons sur la planète et toutes ses lunes."
"TID_NO_SHIPMENTS_RED_STAR","Aucun artéfact disponible."
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","Vous devez attendre jusqu'à ce que le premier artéfact soit entièrement chargé."
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","CARGAISONS DANS LE SYSTÈME DIPLOMATIQUE"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","Ces cargaisons viennent de l'avant-poste d'un autre joueur. Toutes les cargaisons que vous livrez vous rapporteront une petite commission, alors que le joueur qui les possède recevra la récompense complète."
"TID_TRADE_DLG_SHIPMENT_COLUMN","CARGAISON"
"TID_TRADE_DLG_DESTINATION_COLUMN","DESTINATION"
"TID_TRADE_DLG_DISTANCE_COLUMN","DISTANCE"
"TID_TRADE_DLG_REWARD_COLUMN","RÉCOMPENSE"
"TID_TRADE_DLG_COMISSION_COLUMN","COMMISSION"
"TID_STORING_ARTIFACT_WARNING","Les avant-postes stockant au moins un artéfact ne peuvent pas générer de nouvelles cargaisons."
"TID_CAPACITY_FULL_WARNING","Cargaisons pleines. Chargez des cargaisons existantes pour que d'autres puissent être créées."
"TID_LOADALL_TOOLTIP","Charger autant de cargaisons que possible en fonction de la capacité du vaisseau de transport. Les cargaisons sont chargées en fonction de leur ordre d'apparition dans la liste ci-dessus."
"TID_UNLOADALL_TOOLTIP","Décharger toutes les cargaisons du vaisseau de transport"
"TID_ARTIFACT_QUEUED","DANS LA FILE D'ATTENTE"
"TID_RESEARCH_DLG_TITLE","RECHERCHER"
"TID_RESEARCH_DLG_HINT","Les artéfacts que vous trouvez pendant vos missions sont stockés ici et automatiquement étudiés un par un.\n\nPlus l'artéfact est rare, plus ses récompenses seront uniques et précieuses."
"TID_RESEARCH_ITEM_START_RESEARCH","LANCER LA RECHERCHE"
"TID_RESEARCH_ITEM_VIEW_RESULTS","VOIR RÉSULTATS"
"TID_RESEARCH_ITEM_RUSH","TERMINER IMMÉDIATEMENT"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","Finir la recherche de cet artéfact maintenant ?"
"TID_RESEARCH_REWARDS_LABEL_XP","EXP GAGNÉE :"
"TID_RESEARCH_REWARDS_LABEL_CREDITS","CRÉDITS GAGNÉS :"
"TID_RESEARCH_REWARDS_LABEL_FUEL","HYDROGÈNE GAGNÉ :"
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","NOUVEAU MODULE DISPONIBLE POUR LA RECHERCHE !"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","PLANS DE MODULE RÉCUPÉRÉS :"
"TID_RESEARCH_ITEM_SALVAGE","SAUVETAGE"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","Voulez-vous détruire cet artéfact en échange d'une quantité moindre de crédits et d'une récompense en hydrogène ?"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","Démanteler tous les artéfacts des vaisseaux amarrés"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","Voulez-vous vraiment démanteler tous les artéfacts transportés dans ces vaisseaux amarrés ? Vous recevrez les ressources suivantes :\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_TECH_DLG_TITLE","TECHNOLOGIE"
"TID_MODULE_DETAILS_LOCKED_LABEL","BLOQUÉ"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","DÉBLOQUER"
"TID_BUY_ARTIFACT_DLG_TITLE","ACHETER ARTÉFACT"
"TID_BUY_ARTIFACT_DLG_HINT","Choisissez un artéfact à ajouter à votre station de recherche."
"TID_BUY_ARTIFACT_YIELD_BONUS","Les artéfacts achetés ici rapporteront {0} % de récompense supplémentaires lorsqu'ils sont recherchés."
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","La recherche vous permettra d'obtenir en tout <color>{0}</color> plans de modules d'armes ou de boucliers."
"TID_BUY_ARTIFACT_CONFIRM","Acheter cet artéfact maintenant ?"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","La recherche vous permettra d'obtenir en tout <color>{0}</color> plans de modules d'échange ou de forage."
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","La recherche vous permettra d'obtenir en tout <color>{0}</color> plans de modules de soutien."
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","Impossible d'acheter l'artéfact, aucun emplacement de stockage disponible"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","L'achat de cet artéfact nécessite un scanner d'étoile rouge de niveau {0}. "
"TID_SHIP_UPGRADE_DLG_TITLE","MODULES"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALLER"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","AMÉLIORER"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Attendez que le vaisseau arrête de bouger avant de lancer une amélioration."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","Impossible d'installer le même module deux fois"
"TID_MODULE_ONLY_FOR_BS","Ce module ne peut être installé que sur un cuirassé."
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","Ce module est déjà installé."
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","TERMINER IMMÉDIATEMENT"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","BONUS DE RÉCOMPENSE DE CARGAISON"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","EMPL. SUPPLÉMENTAIRES"
"TID_MODULE_MINERAL_STORAGE_STAT","STOCKAGE SUPPLÉMENTAIRE"
"TID_MODULE_MINING_SPEED_STAT","VITESSE DE FORAGE"
"TID_MODULE_COOLDOWN_STAT","TEMPS DE RÉCUPÉRATION"
"TID_MODULE_AOE_STAT","DÉGÂTS DE ZONE"
"TID_MODULE_REPAIR_STAT","PV RÉPARÉS"
"TID_MODULE_TIME_WARP_STAT","FACTEUR DE TEMPS"
"TID_MODULE_RED_STAR_EXTENSION_STAT","EXTENSION DE VIE"
"TID_MODULE_INSTALL_PRICE_STAT","PRIX D'INSTALLATION"
"TID_MODULE_MAX_TARGETS","CIBLES MAX"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","RÉCOMPENSE BONUS"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","VITESSE DE PROGRESSION"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","UTILISATION D'HYDROGÈNE SUP"
"TID_MODULE_DESCR_ACTIVATION_COST","COÛT D'ACTIVATION"
"TID_MODULE_DESCR_DPS","DÉGÂTS PAR SECONDE"
"TID_MODULE_DESCR_DPS_PER_HR","DÉGÂTS PAR HEURE"
"TID_MODULE_DESCR_DPADT","DÉGÂTS SUPPLÉMENTAIRES"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/ennemi"
"TID_MODULE_DESCR_MAX_DPS","DÉGÂTS MAX PAR SECONDE"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","DÉLAI DE CHANGEMENT DE CIBLE"
"TID_MODULE_DESCR_MAX_DPS_HR","DÉGÂTS MAX PAR HEURE"
"TID_MODULE_DESCR_MAX_DPS_TIME","TEMPS JUSQU'AUX DÉGÂTS MAX"
"TID_MODULE_SALVAGE_HULL_DESCR","RÉPARATION DE COQUE PAR VAISSEAU DÉTRUIT"
"TID_MODULE_DESCR_UNITY","AUGMENTATION DE DÉGÂTS PAR JOUEUR"
"TID_MODULE_UNITY_MAX_INCREASE","AUGMENTATION DE DÉGÂTS MAX"
"TID_MODULE_DESCR_UNITY_MINER","AUGMENTATION DE VITESSE PAR JOUEUR"
"TID_MODULE_SPEED_INCR_ACTIVATION","AUGMENTATION DE VITESSE"
"TID_MODULE_DAMAGE_REDUCTION_PCT","DIMINUTION DE DÉGÂTS"
"TID_MODULE_SHIELD_STRENGTH_STAT","FORCE DE BOUCLIER"
"TID_MODULE_MIRROR_DAMAGE_STAT","DÉGÂTS RENVOYÉS"
"TID_MODULE_ATTACK_RANGE_DESCR","PORTÉE D'ATTAQUE"
"TID_MODULE_EFFECT_RANGE_DESCR","AIRE D'EFFET"
"TID_MODULE_EFFECT_DURATION_DESCR","DURÉE D'EFFET"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","POURCENTAGE DE TRANSFERT"
"TID_MODULE_TRADEBURST_THRESHOLD","SEUIL"
"TID_MODULE_TRADEBURST_BONUS","RÉCOMPENSE BONUS"
"TID_MODULE_BONUS_PER_SHIPMENT","BONUS PAR CARGAISON SUPPLÉMENTAIRE"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","CARGAISONS MAX"
"TID_SHIP_MODULE_TITLE","{0} niveau {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Échange"
"TID_SHIP_MODULE_SLOT_TYPE_1","Forage"
"TID_SHIP_MODULE_SLOT_TYPE_2","Soutien"
"TID_SHIP_MODULE_SLOT_TYPE_3","Arme"
"TID_SHIP_MODULE_SLOT_TYPE_4","Bouclier"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","EN CONSTRUCTION"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","AMÉLIORER"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","REMPLACER"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","EMPL. DE MODULE VIDE"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","INSTALLER UN NOUVEAU MODULE"
"TID_ADD_MODULE_DLG_TITLE","INSTALLER UN MODULE"
"TID_ADD_MODULE_DLG_PROMPT","Sélectionnez un module à installer dans cet emplacement."
"TID_UNINSTALL_MODULE_LABEL","DÉSINSTALLER"
"TID_UNINSTALL_MODULE_CONFIRM","Voulez-vous vraiment désinstaller le module de cet emplacement ?"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","DÉJÀ INSTALLÉ"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","EXP : {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","NIVEAU {0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Type de module compatible :"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Ce vaisseau gagne de l'EXP en livrant des cargaisons et des artéfacts.\n\nRemplissez la jauge d'EXP pour le faire passer au niveau suivant et débloquer un nouvel emplacement de module."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Ce vaisseau gagne de l'EXP en récupérant et en livrant de l'hydrogène.\n\nRemplissez la jauge d'EXP pour le faire passer au niveau suivant et débloquer un nouvel emplacement de module."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Ce vaisseau gagne de l'EXP en infligeant des dégâts aux autres vaisseaux.\n\nRemplissez la jauge d'EXP pour le faire passer au niveau suivant et débloquer un nouvel emplacement de module."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","AJOUTER EMPL."
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Ce vaisseau est déjà au niveau d'amélioration maximum."
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Ce module est déjà au niveau d'amélioration maximum."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Échec de l'ordre : Niveau de module erroné"
"TID_MODULE_TYPE","TYPE"
"TID_MODULE_TYPE_PASSIVE","Passif"
"TID_MODULE_TYPE_ACTIVATED","Activable"
"TID_MODULE_SHIELD_REGEN_DELAY","DÉLAI DE RÉGÉNÉRATION"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","TEMPS DE RÉGÉNÉRATION COMPLET"
"TID_MODULE_MASS_BATTERY","BATTERIE MULTIPLE"
"TID_MODULE_MASS_BATTERY_DESCR","Tire simultanément sur plusieurs ennemis à portée."
"TID_MODULE_DUAL_LASER","DOUBLE LASER"
"TID_MODULE_DUAL_LASER_DESCR","Tire des rayons laser sur jusqu'à deux ennemis à portée. Les dégâts augmentent progressivement si les deux rayons sont actifs."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Recherchez d'autres artéfacts pour débloquer des modules à installer dans cet emplacement."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Débloquez des modules à installer dans cet emplacement dans la fenêtre de technologie."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>Ouvrir la fenêtre de technologie</a>"
"TID_MODULE_LEAP_DISABLE_STAT","DURÉE DE DÉSACTIVATION"
"TID_MODULE_CRUNCH_MAX_AMOUNT","QUANTITÉ MAX"
"TID_MODULE_TRIGGER_TIME","TEMPS D'ACTIVATION"
"TID_MODULE_PROJECTILE_DAMAGE","DÉGÂTS D'EXPLOSION"
"TID_MODULE_PROJECTILE_DAMAGERANGE","PORTÉE D'EXPLOSION"
"TID_MODULE_SECONDARY_DAMAGE","DÉGÂTS NEUTRALISÉS"
"TID_MODULE_SECONDARY_RANGE","PORTÉE DES DÉGÂTS NEUTRALISÉS"
"TID_MODULE_ENRICH_INCREASE","AUGMENTATION D'HYDROGÈNE"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","QUANTITÉ D'ENRICHISSEMENT MAX"
"TID_MODULE_RUSH_SPEED_INCR","AUGMENTATION DE VITESSE"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0} % / CARGAISON"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","NOUVEAUX ASTÉROÏDES MAX"
"TID_MODULE_GENESIS_MAX_HYDRO","NOUVEAU HYDROGÈNE MAX"
"TID_OFFLOAD_MODULE_PAYOFF","RÉMUNÉRATION"
"TID_DESTINY_DISABLE_DURATION","DURÉE DE DÉSACTIVATION"
"TID_MODULE_ACTIVATION_PREP_TIME","Délai d'activation"
"TID_MODULE_SECTOR_COOLDOWN","TEMPS DE RÉCUPÉRATION DU SECTEUR"
"TID_MODULE_HULL_THRESHOLD_STAT","SEUIL D'INTÉGRITÉ DE COQUE"
"TID_DISPATCH_PREP_TIME","TEMPS DE PRÉPARATION PAR OBJET"
"TID_REQUIRED_HYDROGEN","HYDROGÈNE REQUIS"
"TID_JUMP_DLG_TITLE","CONFIRMER SAUT"
"TID_JUMP_DLG_INFO_SINGLE","Envoyer le vaisseau sélectionné vers le système stellaire relié ?"
"TID_JUMP_DLG_INFO_ALL","Envoyer {0} vaisseaux amarrés vers le système stellaire relié ?"
"TID_JUMP_FLAGSHIP","Faire sauter le vaisseau amiral pour quitter cette étoile blanche ?"
"TID_JUMP_DLG_JUMP_ALL","Envoyer tous les vaisseaux amarrés"
"TID_JUMP_DLG_FOLLOW_PROMPT","Suivre jusqu'à l'étoile cible"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Toutes les cargaisons transportées seront perdues lors du saut. Voulez-vous vraiment exécuter le saut ?"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","LANCER LE SCAN"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","SCANNER IMMÉDIATEMENT"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","VISITER"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Disponible"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","ÉTOILE DÉTECTÉE"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA DANS {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Vous pouvez envoyer des vaisseaux dans cette station pour récupérer des artéfacts sur l'étoile rouge détectée.\n\nMais attention : tout vaisseau n'ayant pas quitté la zone avant que l'étoile ne devienne une supernova sera perdu à tout jamais."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","RECHERCHE D'ÉTOILE ROUGE\n(NIVEAU {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","ABANDONNER"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Voulez-vous vraiment abandonner cette étoile ? Vous ne pourrez plus jamais y accéder."
"TID_MISSIONS_DLG_ABANDON_FAIL","Vous avez toujours des vaisseaux dans cette étoile. Vous ne pouvez pas l'abandonner tant que vos vaisseaux ne sont pas retournés dans votre étoile d'origine."
"TID_MISSIONS_DLG_NEW_SCAN_TIME","Le scanner est soumis au temps de récupération. Nouveau scan disponible dans :"
"TID_MISSIONS_DLG_SCANNER_READY","PRÊT À SCANNER"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","NIVEAU D'ÉTOILE :"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","TYPE DE RECHERCHE :"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","Publique"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","Tout le monde peut rejoindre cette étoile rouge."
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","Privée"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","Seuls les membres de la corporation peuvent rejoindre cette étoile rouge. Le scan sera publié sur la page de discussion de la corporation."
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>Rejoignez une corporation</a> pour débloquer des étoiles rouges privées."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Temps restant maximum : "
"TID_MISSIONS_DIALOG_SEARCH_HINT","Ce scanner vous permet de trouver des étoiles rouges éloignées. Ces étoiles ont une durée de vie très courte, contiennent de précieux artéfact à rechercher et sont généralement protégées par des forces Cerbères."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","Vous ne pouvez plus recevoir d'influence d'une étoile rouge de ce niveau."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","Vous ne pouvez plus recevoir d'influence d'une étoile rouge de ce niveau. Améliorez le scanner pour avoir accès à des étoiles de niveau supérieur pouvant vous donner davantage d'influence."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Détruisez assez de vaisseaux Cerbères et récupérez des artéfacts sur cette étoile rouge pour recevoir {0}-{1} d'influence."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Sue les étoiles rouges, chaque joueur obtient ses propres artéfacts. Vous ne pouvez pas voler les artéfacts des autres joueurs. Vaincre les forces Cerbères en équipe est la meilleure stratégie."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","Il est impossible de combattre un autre joueur dans les étoiles rouges. Vos cuirassés feront uniquement feu sur les forces Cerbères."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Améliorez votre scanner d'étoile rouge pour trouver des étoiles rouges de niveau supérieur. Les étoiles de haut niveau contiennent de meilleurs artéfacts mais sont également protégées par des forces Cerbères plus puissantes."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Utilisez la fenêtre de discussion pour établir des tactiques avec les autres joueurs. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Même si la récupération d'artéfacts reste le but principal, les étoiles rouges comportent également de nombreuses ceintures d'astéroïdes. Mais attention à ne pas mettre votre vaisseau de forage en danger ! Utilisez un cuirassé pour le protéger."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Participer aux missions d'étoile rouge est un excellent moyen de gagner de l'influence, élément qui vous aide à grimper au classement, de même que votre corporation."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Il est conseillé de placer quelques vaisseaux près du scanner d'étoile rouge pendant que la recherche est en cours. Cela permet de ne pas perdre de temps et de faire un saut immédiat lorsqu'une étoile est découverte."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Gardez un œil sur les réserves d'hydrogène de votre empire et assurez-vous d'en avoir assez pour envoyer tous vos vaisseau vers l'étoile rouge et surtout les faire revenir."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Placez vos cuirassés en parfait état au front pour qu'ils subissent un maximum de tirs ennemis et protègent les vaisseaux vulnérables derrière eux."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Certains modules fonctionnent mieux lorsqu'il y a des vaisseaux d'autres joueurs à proximité."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Vous ne pouvez avoir qu'un artéfact chargé dans un vaisseau de transport à la fois."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Plus l'artéfact est gros, plus il vous fournira de ressources et de plans lors de la recherche."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Les orbes contiennent des plans de modules d'armes et de boucliers à utiliser sur vos cuirassés."
"TID_MISSIONS_DLG_SEARCHING_HINT_14","Les cristaux bleus contiennent des plans de modules qui augmentent l'efficacité de vos vaisseaux de forage et de transport."
"TID_MISSIONS_DLG_SEARCHING_HINT_15","Les tétraèdres contiennent des plans de puissants modules pouvant être placés sur des cuirassés et des vaisseaux de forage et de transport de haut niveau."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Impossible de lancer une nouvelle recherche d'étoile rouge pendant la maintenance du serveur."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","RÉSULTATS DE LA DERNIÈRE ÉTOILE ROUGE"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","FERMER"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","Vous n'avez pas participé aux opérations pour cette étoile."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Vous avez augmenté votre influence grâce à votre activité dans cette étoile rouge."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Votre activité dans cette étoile rouge n'a pas été suffisante pour augmenter votre influence."
"TID_MISSIONS_DLG_VIEW_REPLAY","VOIR REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY","PARTAGER REPLAY"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Voulez-vous vraiment partager ce replay avec votre corporation ?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Votre replay a été partagé"
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","RÉCOMPENSES D'INFLUENCE"
