"TID_INTRO_MESSAGE_TITLE","WILLKOMMEN ZU HADES STAR"
"TID_OTHER_PLAYER_INFO_PAGE_STAR_SECTION","STERN"
"TID_OTHER_PLAYER_INFO_PAGE_CORP_SECTION","KONZERN"
"TID_OTHER_PLAYER_INFO_PAGE_ACHIEVEMENTS_SECTION","ERFOLGE"
"TID_OTHER_PLAYER_INFO_VISIT_STAR_BUTTON","BESUCHEN"
"TID_OTHER_PLAYER_INFO_INVITE","EINLADEN"
"TID_OTHER_PLAYER_DIPLOMACY_SECTION","DIPLOMATIE"
"TID_OTHER_PLAYER_DIPLOMACY_REQUEST_BTN","DIPLOMATISCHE ANFRAGE SCHICKEN"
"TID_OTHER_PLAYER_DIPLOMACY_CANNOT_LINK_NO_BUILDING","Du benötigst eine freie interstellare Botschaft, bevor du die Anfrage schicken kannst."
"TID_PRODUCTION_DLG_TITLE","BAUFENSTER"
"TID_PRODUCTION_DLG_SHIPS","SCHIFFE"
"TID_PRODUCTION_DLG_STATIONS","WELTRAUMSTATIONEN"
"TID_PRODUCTION_BUILDING_LOCKED","Du musst einen deiner Planeten auf Stufe {0} aufwerten, bevor du diese Station bauen kannst."
"TID_PRODUCTION_SPEED_UP_CONFIRM","Bau jetzt abschließen?"
"TID_PRODUCTION_SHIPS_BUILT","GEBAUT"
"TID_PRODUCTION_STATIONS_BUILT","GEBAUT"
"TID_PRODUCTION_DLG_FLEET_CAPACITY","FLOTTENKAPAZITÄT"
"TID_PRODUCTION_DLG_FINISH_SHIP_NOW","JETZT ABSCHLIESSEN"
"TID_PRODUCTION_DLG_UPGRADE_SHIP","Schiffstypen aufwerten"
"TID_UPGRADE_TRANSPORT_DESIGN","TRANSPORTSCHIFFE DAUERHAFT AUF\nSTUFE {0} AUFWERTEN?"
"TID_UPGRADE_MINER_DESIGN","BERGBAUSCHIFFE DAUERHAFT AUF\nSTUFE {0} AUFWERTEN?"
"TID_UPGRADE_BS_DESIGN","SCHLACHTSCHIFFE DAUERHAFT AUF\nSTUFE {0} AUFWERTEN?"
"TID_MSG_SHIP_DESIGN_UPGRADE_COMPLETE","Der Schiffstyp wurde aufgewertet"
"TID_STAT_SHIP_DESIGN_BUILD_COST","BAUKOSTEN"
"TID_STAT_SHIP_DESIGN_BUILD_COST_DESCR","Die Creditkosten, um ein neues Schiff dieses Typs zu bauen."
"TID_FINISH_SHIP_UPG_CONFIRM","Aufwertung des Schiffstyps abschließen?"
"TID_CANNOT_UPGRADE_SHIP_OTHER_IN_PROGRESS","Es kann keine neue Aufwertung gestartet werden, solange eine andere noch läuft."
"TID_STARTER_PACK_ACTIVE","RABATT FÜR ANFÄNGERPAKETE AKTIVIERT (-{0} %)"
"TID_TRADE_DLG_TITLE","WAREN"
"TID_TRADE_DLG_TITLE_REDSTAR","ARTEFAKTE"
"TID_TRADE_DLG_ARTIFACTS_TITLE","ARTEFAKTE AUF DEM PLANETEN"
"TID_TRADE_DLG_NO_TRANSPORT_IN_ORBIT","Kein Transportschiff im Orbit."
"TID_TRADE_DLG_BRING_TRANSPORT","Ein Transportschiff muss zuerst auf dem Planeten landen, bevor du Waren einladen kannst."
"TID_TRADE_DLG_NOT_ENOUGH_CAPACITY","Du hast nicht genügend Stauraum, um diese Waren einzuladen."
"TID_TRADE_DLG_CONFIRM_REFRESH","Dem Planeten jetzt mehr Waren hinzufügen?"
"TID_TRADE_DLG_ITEM_WEIGHT","{0} Tonnen"
"TID_TRADE_DLG_ITEM_WEIGHT_1","1 Tonne"
"TID_TRADE_DLG_ITEM_DISTANCE","{0} AE"
"TID_TRADE_DLG_CANNOT_PICK_SHIPMENTS","Du kannst keine Waren einladen, solange du keine diplomatischen Beziehungen zu diesem Spieler unterhältst."
"TID_TRADE_DLG_MORE_SHIPMENTS_PROMPT","Neue Waren in:"
"TID_TRADE_DLG_ADD_MORE_NOW","MEHR HINZUFÜGEN"
"TID_NO_SHIPMENTS_INFO","Zurzeit sind keine Waren verfügbar. Mit der Zeit tauchen neue Waren auf.\n\nWertest du den Planeten auf, werden auf ihm und seinen Monden mehr Waren erzeugt."
"TID_NO_SHIPMENTS_RED_STAR","Keine Artefakte verfügbar."
"TID_MUST_WAIT_UNTIL_ARTIFACT_LOADS","Du musst warten, bis das erste Artefakt vollständig eingeladen wurde."
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_TITLE","WAREN IM DIPLOMATIESYSTEM"
"TID_TRADE_DLG_OTHER_PLAYER_SHIPMENTS_HINT","Diese Waren stammen vom Außenposten eines anderen Spielers. Für jede Warenlieferung erhältst du eine kleine Provision, während der Besitzer die volle Belohnung erhält."
"TID_TRADE_DLG_SHIPMENT_COLUMN","WARE"
"TID_TRADE_DLG_DESTINATION_COLUMN","ZIELORT"
"TID_TRADE_DLG_DISTANCE_COLUMN","DISTANZ"
"TID_TRADE_DLG_REWARD_COLUMN","BELOHNUNG"
"TID_TRADE_DLG_COMISSION_COLUMN","PROVISION"
"TID_STORING_ARTIFACT_WARNING","Außenposten, in denen ein oder mehrere Artefakte gelagert werden, erzeugen keine neuen Waren."
"TID_CAPACITY_FULL_WARNING","Maximale Anzahl Waren verfügbar. Lade einige der vorhandenen Waren ein, damit neue erzeugt werden."
"TID_LOADALL_TOOLTIP","Belade das Transportschiff entsprechend seiner Kapazität mit so vielen Waren wie möglich. Waren werden in der Reihenfolge geladen, in der sie in der Liste oben erscheinen."
"TID_UNLOADALL_TOOLTIP","Entlade alle Waren des Transportschiffs."
"TID_ARTIFACT_QUEUED","IN WARTESCHLANGE"
"TID_RESEARCH_DLG_TITLE","ERFORSCHEN"
"TID_RESEARCH_DLG_HINT","Artefakte aus Missionen werden hier gelagert und nacheinander automatisch erforscht.\n\nJe seltener das Artefakt, umso einzigartiger und wertvoller sind die Belohnungen."
"TID_RESEARCH_ITEM_START_RESEARCH","FORSCHUNG STARTEN"
"TID_RESEARCH_ITEM_VIEW_RESULTS","ERGEBNISSE ANZEIGEN"
"TID_RESEARCH_ITEM_RUSH","JETZT ABSCHLIESSEN"
"TID_RESEARCH_ITEM_RUSH_CONFIRM","Erforschung des Artefakts jetzt abschließen?"
"TID_RESEARCH_REWARDS_LABEL_XP","ERHALTENE EP:"
"TID_RESEARCH_REWARDS_LABEL_CREDITS","ERHALTENE CREDITS:"
"TID_RESEARCH_REWARDS_LABEL_FUEL","ERHALTENER WASSERSTOFF:"
"TID_RESEARCH_REWARDS_LABEL_MODULE_UNLOCKED","NEUES MODUL STEHT ZUM ERFORSCHEN BEREIT!"
"TID_RESEARCH_REWARDS_LABEL_MODULE_BLUEPRINTS","ERHALTENE MODULBAUPLÄNE:"
"TID_RESEARCH_ITEM_SALVAGE","WIEDERVERWERTEN"
"TID_RESEARCH_ITEM_SALVAGE_CONFIRM","Möchtest du dieses Artefakt für eine kleinere Credit- und Wasserstoffbelohnung zerstören?"
"TID_SALVAGE_DOCKED_SHIP_ARTIFACTS_BUTTON","Alle Artefakte auf angedockten Schiffen wiederverwerten"
"TID_SALVAGE_SHIP_ARTIFACTS_CONFIRM","Möchtest du wirklich alle Artefakte auf angedockten Schiffen wiederverwerten? Du erhältst die folgenden Ressourcen:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_TECH_DLG_TITLE","TECHNOLOGIE"
"TID_MODULE_DETAILS_LOCKED_LABEL","GESPERRT"
"TID_MODULE_DETAILS_UNLOCK_BUTTON","FREISCHALTEN"
"TID_BUY_ARTIFACT_DLG_TITLE","ARTEFAKT KAUFEN"
"TID_BUY_ARTIFACT_DLG_HINT","Wähle ein Artefakt für einen freien Platz in der Forschungsstation aus."
"TID_BUY_ARTIFACT_YIELD_BONUS","Hier gekaufte Artefakte geben bei Erforschung eine {0} % höhere Belohnung."
"TID_BUY_ARTIFACT_DLG_DESCR_ORB","Forschung ergibt insgesamt <color>{0}</color> Baupläne für Waffen- und Schildmodule"
"TID_BUY_ARTIFACT_CONFIRM","Dieses Artefakt jetzt kaufen?"
"TID_BUY_ARTIFACT_DLG_DESCR_BLUECRYSTAL","Forschung ergibt insgesamt <color>{0}</color> Baupläne für Handels- und Bergbaumodule"
"TID_BUY_ARTIFACT_DLG_DESCR_TETRAHEDRON","Forschung ergibt insgesamt <color>{0}</color> Baupläne für Unterstützungsmodule"
"TID_BUY_ARTIFACT_FAILED_NO_FREE_SLOTS","Artefaktkauf nicht möglich, kein Lagerplatz verfügbar"
"TID_BUY_ARTIFACT_FAILED_RS_LEVEL","Dieser Artefaktkauf erfordert einen RR-Scanner der Stufe {0} "
"TID_SHIP_UPGRADE_DLG_TITLE","MODULE"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALL_BTN","INSTALLIEREN"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_BTN","AUFWERTEN"
"TID_SHIP_UPGRADE_DLG_CANT_UPGRADE_WHILE_MOVING","Warte mit der Aufwertung, bis das Schiff zum Stillstand kommt."
"TID_SHIP_UPGRADE_CANT_INSTALL_SAME_MODULE_TWICE","Dasselbe Modul kann nicht zweimal installiert werden."
"TID_MODULE_ONLY_FOR_BS","Dieses Modul kann nur auf einem Schlachtschiff installiert werden."
"TID_SHIP_UPGRADE_MODULE_ALREADY_INSTALLED","Dieses Modul ist bereits installiert."
"TID_SHIP_UPGRADE_DLG_FINISH_NOW_BUTTON","JETZT ABSCHLIESSEN"
"TID_SHIP_UPGRADE_EFFECT_JOB_PAYOUT_INCREASE","WARENBELOHNUNGSBONUS"
"TID_SHIP_UPGRADE_EFFECT_TRADE_SLOTS","ZUSÄTZLICHE PLÄTZE"
"TID_MODULE_MINERAL_STORAGE_STAT","ZUSÄTZLICHES LAGER"
"TID_MODULE_MINING_SPEED_STAT","BERGBAUGESCHWINDIGKEIT"
"TID_MODULE_COOLDOWN_STAT","ABKLINGZEIT"
"TID_MODULE_AOE_STAT","FLÄCHENSCHADEN"
"TID_MODULE_REPAIR_STAT","TP WIEDERHERGESTELLT"
"TID_MODULE_TIME_WARP_STAT","ZEITFAKTOR"
"TID_MODULE_RED_STAR_EXTENSION_STAT","LEBENSVERLÄNGERUNG"
"TID_MODULE_INSTALL_PRICE_STAT","INSTALLATIONSPREIS"
"TID_MODULE_MAX_TARGETS","MAXIMALE ZIELE"
"TID_SHIP_UPGRADE_EFFECT_BONUS_REWARD","BONUSBELOHNUNG"
"TID_SHIP_UPGRADE_EFFECT_SPEED_INCREASE","REISEGESCHWINDIGKEIT"
"TID_SHIP_UPGRADE_EFFECT_FUEL_INCREASE","ZUSÄTZLICHER WASSERSTOFFVERBRAUCH"
"TID_MODULE_DESCR_ACTIVATION_COST","AKTIVIERUNGSKOSTEN"
"TID_MODULE_DESCR_DPS","SCHADEN PRO SEKUNDE"
"TID_MODULE_DESCR_DPS_PER_HR","SCHADEN PRO STUNDE"
"TID_MODULE_DESCR_DPADT","ZUSÄTZLICHER SCHADEN"
"TID_MODULE_DESCR_DPADT_VALUE","+{0}/Gegner"
"TID_MODULE_DESCR_MAX_DPS","MAXIMALER SCHADEN PRO SEKUNDE"
"TID_MODULE_DESCR_TARGET_SWITCH_DELAY","VERZÖGERUNG DURCH ZIELWECHSEL"
"TID_MODULE_DESCR_MAX_DPS_HR","MAXIMALER SCHADEN PRO STUNDE"
"TID_MODULE_DESCR_MAX_DPS_TIME","ZEIT BIS MAXIMALER SCHADEN"
"TID_MODULE_SALVAGE_HULL_DESCR","REPARATUR JE ZERSTÖRTES SCHIFF"
"TID_MODULE_DESCR_UNITY","SCHADENSBONUS PRO SPIELER"
"TID_MODULE_UNITY_MAX_INCREASE","MAXIMALER SCHADENSBONUS"
"TID_MODULE_DESCR_UNITY_MINER","GESCHWINDIGKEITSBONUS PRO SPIELER"
"TID_MODULE_SPEED_INCR_ACTIVATION","GESCHWINDIGKEITSBONUS"
"TID_MODULE_DAMAGE_REDUCTION_PCT","SCHADENSREDUZIERUNG"
"TID_MODULE_SHIELD_STRENGTH_STAT","SCHILDSTÄRKE"
"TID_MODULE_MIRROR_DAMAGE_STAT","REFLEKTIERTER SCHADEN"
"TID_MODULE_ATTACK_RANGE_DESCR","ANGRIFFSREICHWEITE"
"TID_MODULE_EFFECT_RANGE_DESCR","EFFEKTREICHWEITE"
"TID_MODULE_EFFECT_DURATION_DESCR","EFFEKTDAUER"
"TID_MODULE_HYDRO_UPLOAD_PERCENT","PROZENT HOCHGELADEN"
"TID_MODULE_TRADEBURST_THRESHOLD","MINIMUM"
"TID_MODULE_TRADEBURST_BONUS","BONUSBELOHNUNG"
"TID_MODULE_BONUS_PER_SHIPMENT","BONUS PRO ZUSÄTZLICH AUSGELIEFERTER WARE"
"TID_MODULE_SHIPMENTBEAM_MAX_SHIPMENTS","MAXIMALE WAREN"
"TID_SHIP_MODULE_TITLE","{0} Stufe {1}"
"TID_SHIP_MODULE_SLOT_TYPE_0","Handel"
"TID_SHIP_MODULE_SLOT_TYPE_1","Bergbau"
"TID_SHIP_MODULE_SLOT_TYPE_2","Unterstützung"
"TID_SHIP_MODULE_SLOT_TYPE_3","Waffen"
"TID_SHIP_MODULE_SLOT_TYPE_4","Schilde"
"TID_SHIP_UPGRADE_DLG_MODULE_INSTALLING","IM BAU"
"TID_SHIP_UPGRADE_DLG_MODULE_UPGRADE_LABEL","AUFWERTEN"
"TID_SHIP_UPGRADE_DLG_MODULE_REPLACE_LABEL","AUSTAUSCHEN"
"TID_SHIP_UPGRADE_DLG_MODULE_NOT_INSTALLED","FREIER MODULPLATZ"
"TID_SHIP_UPGRADE_DLG_INSTALL_NEW_MODULE","NEUES MODUL INSTALLIEREN"
"TID_ADD_MODULE_DLG_TITLE","MODUL INSTALLIEREN"
"TID_ADD_MODULE_DLG_PROMPT","Wähle ein Modul zur Installation aus."
"TID_UNINSTALL_MODULE_LABEL","ENTFERNEN"
"TID_UNINSTALL_MODULE_CONFIRM","Möchtest du das Modul wirklich entfernen?"
"TID_ADD_MODULE_DLG_ALREADY_INSTALLED","BEREITS INSTALLIERT"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_XP","EP: {0}/{1}"
"TID_MODULE_LEVEL_INDICATOR","STUFE {0}"
"TID_SHIP_UPGRADE_DLG_SUPPORTED_MODULE_TYPES_LABEL","Unterstützter Modultyp:"
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_TRANSPORT","Dieses Schiff erhält EP für das Ausliefern von Waren und Artefakten.\n\nFülle die EP-Leiste und werte es auf die nächste Stufe auf, um einen neuen Modulplatz zu erhalten."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_MINER","Dieses Schiff erhält EP für das Sammeln und Ausliefern von Wasserstoff.\n\nFülle die EP-Leiste und werte es auf die nächste Stufe auf, um einen neuen Modulplatz zu erhalten."
"TID_SHIP_UPGRADE_DLG_XP_EXPLANATION_BATTLESHIP","Dieses Schiff erhält EP für den Kampf mit feindlichen Schiffen.\n\nFülle die EP-Leiste und werte es auf die nächste Stufe auf, um einen neuen Modulplatz zu erhalten."
"TID_SHIP_UPGRADE_DLG_UPGRADE_SLOT_LEVEL_PROMPT","PLATZ HINZUFÜGEN"
"TID_SHIP_UPGRADE_DLG_MAX_SLOT_LEVEL","Dieses Schiff hat die maximale Stufe erreicht."
"TID_SHIP_UPGRADE_DLG_MAX_MODULE_LEVEL","Dieses Modul hat die maximale Stufe erreicht."
"TID_SHIP_UPGRADE_DLG_CANNOT_UPGRADE_MODULE_LEVEL_LOCKED","Befehl fehlgeschlagen: Falsche Modulstufe"
"TID_MODULE_TYPE","TYP"
"TID_MODULE_TYPE_PASSIVE","Passiv"
"TID_MODULE_TYPE_ACTIVATED","Aktivierbar"
"TID_MODULE_SHIELD_REGEN_DELAY","REGENERATIONSVERZÖGERUNG"
"TID_MODULE_SHIELD_FULL_REGEN_TIME","VOLLSTÄNDIGE REGENERATIONSZEIT"
"TID_MODULE_MASS_BATTERY","MAKRO-GESCHÜTZE"
"TID_MODULE_MASS_BATTERY_DESCR","Feuert gleichzeitig auf mehrere Gegner in Reichweite."
"TID_MODULE_DUAL_LASER","DOPPELLASER"
"TID_MODULE_DUAL_LASER_DESCR","Feuert einen Laserstrahl auf bis zu zwei Gegner in Reichweite. Der Schaden erhöht sich mit der Zeit, wenn beide Laser aktiv sind."
"TID_INFO_NO_MODULES_AVAILABLE_TO_INSTALL","Erforsche mehr Artefakte, um Module für diesen Platz freizuschalten."
"TID_INFO_MODULES_AVAILABLE_BUT_LOCKED","Du kannst Module für diesen Platz im Technologiefenster freischalten."
"TID_INFO_MODULES_OPEN_TECH_WINDOW","<a name=''tech''>Technologiefenster öffnen</a>"
"TID_MODULE_LEAP_DISABLE_STAT","DEAKTIVIERUNGSDAUER"
"TID_MODULE_CRUNCH_MAX_AMOUNT","MAXIMALE MENGE"
"TID_MODULE_TRIGGER_TIME","ZÜNDUNGSDAUER"
"TID_MODULE_PROJECTILE_DAMAGE","EXPLOSIONSSCHADEN"
"TID_MODULE_PROJECTILE_DAMAGERANGE","EXPLOSIONSREICHWEITE"
"TID_MODULE_SECONDARY_DAMAGE","NEUTRALISATIONSSCHADEN"
"TID_MODULE_SECONDARY_RANGE","REICHWEITE DES NEUTRALISATIONSSCHADENS"
"TID_MODULE_ENRICH_INCREASE","WASSERSTOFF-STEIGERUNG"
"TID_MODULE_ENRICH_MAX_CAPACITY_PER_ASTEROID","MAXIMALE STEIGERUNGSMENGE"
"TID_MODULE_RUSH_SPEED_INCR","GESCHWINDIGKEITSERHÖHUNG"
"TID_MODULE_RUSH_SPEED_INCR_VAL_PER_SHIPMENT","+{0} % / WARE"
"TID_MODULE_GENESIS_MAX_ASTEROIDS","MAXIMALE NEUASTEROIDEN"
"TID_MODULE_GENESIS_MAX_HYDRO","MAXIMALER NEUWASSERSTOFF"
"TID_OFFLOAD_MODULE_PAYOFF","BELOHNUNG"
"TID_DESTINY_DISABLE_DURATION","DEAKTIVIERUNGSDAUER"
"TID_MODULE_ACTIVATION_PREP_TIME","AKTIVIERUNGSVERZÖGERUNG"
"TID_MODULE_SECTOR_COOLDOWN","SEKTOR-ABKLINGZEIT"
"TID_MODULE_HULL_THRESHOLD_STAT","TREFFERPUNKTE-MINDESTWERT"
"TID_DISPATCH_PREP_TIME","VORBEREITUNGSZEIT PRO GEGENSTAND"
"TID_REQUIRED_HYDROGEN","BENÖTIGTER WASSERSTOFF"
"TID_JUMP_DLG_TITLE","SPRUNG BESTÄTIGEN"
"TID_JUMP_DLG_INFO_SINGLE","Das ausgewählte Schiff in das verbundene System springen lassen?"
"TID_JUMP_DLG_INFO_ALL","{0} angedockte Schiffe in das verbundene System springen lassen?"
"TID_JUMP_FLAGSHIP","Flaggschiff vom weißen Zwerg wegspringen lassen?"
"TID_JUMP_DLG_JUMP_ALL","Alle angedockten Schiffe springen lassen"
"TID_JUMP_DLG_FOLLOW_PROMPT","Zum Zielstern folgen"
"TID_JUMP_TRADE_ITEMS_LOST_CONFIRM","Alle eingeladenen Waren gehen beim Sprung verloren. Möchtest du den Sprung wirklich durchführen?"
"TID_MISSIONS_ITEM_SEARCH_BUTTON","SCAN STARTEN"
"TID_MISSIONS_ITEM_SEARCH_NOW_BUTTON","JETZT SCANNEN"
"TID_MISSIONS_ITEM_VIEWSTAR_BUTTON","BESUCHEN"
"TID_MISSIONS_ITEM_STATUS_AVAILABLE","Verfügbar"
"TID_MISSIONS_DLG_RED_STAR_DETECTED","STERN ENTDECKT"
"TID_MISSIONS_DLG_RED_STAR_SUPERNOVA_TIMER","SUPERNOVA IN {0}"
"TID_MISSIONS_DLG_MISSION_HINT","Du kannst Schiffe durch diese Station schicken und Artefakte von roten Riesen bergen.\n\nAber sei vorsichtig: Schiffe, die nicht zurück sind, bevor die Supernova ausgelöst wird, gehen für immer verloren."
"TID_MISSIONS_ITEM_STATUS_SEARCHING_FOR_RED_STAR","SCANNE NACH ROTEM RIESEN\n(STUFE {0})"
"TID_MISSIONS_DLG_ABANDON_STAR","AUFGEBEN"
"TID_MISSIONS_DLG_ABANDON_STAR_CONFIRM","Möchtest du diesen Stern wirklich aufgeben? Du verlierst dadurch endgültig den Zugang zu diesem Stern."
"TID_MISSIONS_DLG_ABANDON_FAIL","Du hast noch Schiffe auf diesem Stern. Du kannst ihn erst aufgeben, wenn deine Schiffe zu deinem Heimatstern zurückgekehrt sind."
"TID_MISSIONS_DLG_NEW_SCAN_TIME","Scanner muss sich erst wieder aufladen. Nächster Scan verfügbar in:"
"TID_MISSIONS_DLG_SCANNER_READY","SCAN BEREIT"
"TID_MISSIONS_DLG_RED_STAR_LEVEL_PROMPT","STERNSTUFE:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE","SUCHE NACH TYP:"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC","Öffentlich"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PUBLIC_DESCR","Jeder kann zu diesem roten Riesen springen."
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE","Privat"
"TID_MISSIONS_DLG_RED_STAR_SEARCH_TYPE_PRIVATE_DESCR","Nur Mitglieder des Konzerns können zu diesem roten Riesen springen. Der Scan wird im Chat des Konzerns angezeigt werden."
"TID_MISSIONS_DLG_JOIN_CORP_PROMPT","<a name=''__joincorp''>Tritt einem Konzern bei</a>, um private rote Riesen freizuschalten."
"TID_MISSIONS_DLG_MAX_SEARCH_TIME","Maximal verbleibende Zeit: "
"TID_MISSIONS_DIALOG_SEARCH_HINT","Mit dem RR-Scanner kannst du weit entfernte rote Riesen entdecken. Das sind Sterne, die sich ihrem Ende entgegen neigen und wo du viele wertvolle Artefakte finden kannst. Sie werden für gewöhnlich von Cerberus-Streitkräften bewacht."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE","Die Stufe dieses roten Riesens gewährt dir keinen Einfluss mehr."
"TID_MISSIONS_DIALOG_SEARCH_NO_INLUENCE_UPGRADE","Die Stufe dieses roten Riesens gewährt dir keinen Einfluss mehr. Werte den Scanner auf, um höherstufige Sterne zu entdecken und mehr Einfluss zu erhalten."
"TID_MISSIONS_DIALOG_SEARCH_INFLUENCE_INFO","Zerstöre genügend Cerberus-Schiffe und birg Artefakte von diesem roten Riesen, um {0}–{1} Einfluss zu erhalten."
"TID_MISSIONS_DLG_SEARCHING_HINT_1","Jeder Spieler erhält eigene Artefakte von roten Riesen. Du kannst Artefakte nicht von anderen Spielern stehlen. Im Kampf gegen die Cerberus-Truppen ist Teamwork die beste Strategie."
"TID_MISSIONS_DLG_SEARCHING_HINT_2","Spielerschiffe können sich auf roten Riesen nicht bekämpfen. Dein Schlachtschiff feuert nur auf Cerberus-Streitkräfte."
"TID_MISSIONS_DLG_SEARCHING_HINT_3","Wenn du den RR-Scanner aufwertest, kannst du höherstufige rote Riesen entdecken. Höherstufige Sterne beherbergen bessere Artefakte, die aber von stärkeren Cerberus-Streitkräften bewacht werden."
"TID_MISSIONS_DLG_SEARCHING_HINT_4","Sprich dich im Chat mit den anderen Spielern ab. "
"TID_MISSIONS_DLG_SEARCHING_HINT_5","Obwohl das Bergen von Artefakten die Hauptaufgabe ist, gibt es um rote Riesen herum auch viele Asteroidenfelder. Pass nur auf, dass deine Bergbauschiffe keinen Schaden nehmen oder schütze sie mit Schlachtschiffen."
"TID_MISSIONS_DLG_SEARCHING_HINT_6","Die Teilnahme an RR-Missionen eignet sich hervorragend für das Sammeln von Einfluss und lässt dich und deinen Konzern die Rangliste erklimmen."
"TID_MISSIONS_DLG_SEARCHING_HINT_7","Es bietet sich an, deine Schiffe schon während des Scanvorgangs zum Scanner zu bewegen. Dadurch kannst du sofort zum Stern springen, wenn er gefunden wurde, und verlierst keine wertvolle Zeit."
"TID_MISSIONS_DLG_SEARCHING_HINT_8","Achte auf deinen Wasserstoffvorrat und lege genug beiseite, damit am Ende auch alle Schiffe sicher vom roten Riesen zurückkehren können."
"TID_MISSIONS_DLG_SEARCHING_HINT_9","Positioniere deine unbeschädigten Schlachtschiffe so, dass sie einen Großteil des gegnerischen Feuers auf sich ziehen und schwächere Schiffe beschützen."
"TID_MISSIONS_DLG_SEARCHING_HINT_10","Manche Module funktionieren am besten, wenn Schiffe anderer Spieler in der Nähe sind."
"TID_MISSIONS_DLG_SEARCHING_HINT_11","Es kann immer nur ein Artefakt pro Transportschiff eingeladen werden."
"TID_MISSIONS_DLG_SEARCHING_HINT_12","Je größer das Artefakt, umso mehr Ressourcen und Baupläne erhältst du, nachdem es erforscht wurde."
"TID_MISSIONS_DLG_SEARCHING_HINT_13","Kugel-Artefakte enthalten Baupläne für Waffen- und Schildmodule, die du auf deinen Schlachtschiffen anbringen kannst."
"TID_MISSIONS_DLG_SEARCHING_HINT_14","Blaue Kristallartefakte enthalten Baupläne, mit denen du die Effizienz deiner Transport- und Bergbauschiffe verbessern kannst."
"TID_MISSIONS_DLG_SEARCHING_HINT_15","Tetraeder-Artefakte enthalten Baupläne für mächtige Unterstützungsmodule, die du auf Schlachtschiffen und hochstufigen Transport- und Bergbauschiffen anbringen kannst."
"TID_MSG_CANNOT_START_RED_STAR_SEARCH_DURING_MAINTENANCE","Der RR-Scanner kann nicht während geplanten Serverwartungen gestartet werden."
"TID_MISSIONS_DLG_LAST_RESULT_TITLE","ERGEBNISSE DES LETZTEN ROTEN RIESENS"
"TID_MISSIONS_DLG_LAST_RESULT_DISMISS_BTN","AUSBLENDEN"
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_NOT_PARTICIPATED","Du hast an keiner Mission um diesen Stern herum teilgenommen."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_WON","Durch deine Aktivität um diesen roten Riesen herum erhältst du mehr Einfluss."
"TID_MISSIONS_DLG_LAST_MISSION_DESCR_LOST","Deine Aktivität um diesen roten Riesen herum reichte nicht aus, um mehr Einfluss zu erhalten."
"TID_MISSIONS_DLG_VIEW_REPLAY","WIEDERHOLUNG ANSEHEN"
"TID_MISSIONS_DLG_SHARE_REPLAY","WIEDERHOLUNG TEILEN"
"TID_MISSIONS_DLG_SHARE_REPLAY_CONFIRM","Bist du sicher, dass du diese Wiederholung mit deinem Konzern teilen möchtest?"
"TID_MISSIONS_DLG_REPLAY_SHARED","Deine Wiederholung wurde geteilt."
"TID_RED_STAR_DIALOG_INFLUENCE_REWARDS","EINFLUSS-BELOHNUNGEN"
"TID_RS_DIALOG_INFLUENCE_REWARDS_TOOLTIP","Jeder rote Riese kann Einflusspunkte gewähren oder abziehen. Erhalte Einfluss, indem du genügend Cerberus-Schiffe zerstörst und Artefakte sammelst, um die unter dem Sternensymbol angezeigte Mindestpunktzahl zu erreichen."
"TID_RS_INFLUENCE_REWARD_VICTORY","SIEG"
"TID_RS_INFLUENCE_REWARD_DEFEAT","NIEDERLAGE"
"TID_RS_CURRENT_INFLUENCE","AKTUELLER EINFLUSS"
"TID_RS_INFLUENCE_GAIN_SLOW","Du verdienst Einfluss in verringerter Kapazität. Werte deinen RR-Scanner auf, um schneller Fortschritte zu machen."
"TID_BS_SCANNER_BRING_SHIP","Bringe ein Schlachtschiff zu dieser Station, um nach einem blauen Riesen zu scannen."
"TID_BS_SCANNER_BRING_OR_SELECT_SHIP","Bringe ein Schlachtschiff zu dieser Station oder baue ein zuvor verwendetes wieder auf:"
"TID_BS_SCANNER_CONFIRM_REBUILD","Ein neues Schlachtschiff mit einem zuvor verwendeten Typ wieder aufbauen?"
"TID_BS_SCANNING","SCANNT NACH BLAUEN RIESEN"
"TID_BS_LAST_RESULTS","JÜNGSTE BR-ERGEBNISSE"
"TID_BS_FINAL_POSITIONS","GESAMTWERTUNG"
"TID_BS_NO_WINNER","KEIN SIEGER"
"TID_BS_BOT_SHIP_NAME","Einsames Schlachtschiff"
